"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"51060.523810365","431.556","431.556","431.556"
"51075.523741893","426.299","426.299","426.299"
"51090.52307941","427.317","427.317","427.317"
"51105.52312675","432.369","432.369","432.369"
"51120.523451115","429.633","429.633","429.633"
"51135.523654472","431.465","431.465","431.465"
"51150.523193164","430.952","430.952","430.952"
"51165.523477848","426.832","426.832","426.832"
"51180.524479969","435.614","435.614","435.614"
"51195.523366885","431.399","431.399","431.399"
"51210.524180084","427.711","427.711","427.711"
"51225.523330864","432.681","432.681","432.681"
"51240.523146415","427.421","427.421","427.421"
"51255.523009952","431.894","431.894","431.894"
"51270.523057252","427.892","427.892","427.892"
"51285.523035253","427.316","427.316","427.316"
"51300.523482996","431.109","431.109","431.109"
"51315.524039493","426.651","426.651","426.651"
"51330.523405011","429.839","429.839","429.839"
"51345.523791656","431.672","431.672","431.672"
"51360.523004932","426.956","426.956","426.956"
"51375.522474465","431.317","431.317","431.317"
"51390.5241823","432.362","432.362","432.362"
"51405.52352981","425.685","425.685","425.685"
"51420.523386579","433.217","433.217","433.217"
"51435.522985467","432.39","432.39","432.39"
"51450.523425775","432.922","432.922","432.922"
"51465.524846408","434.179","434.179","434.179"
"51480.524741348","428.395","428.395","428.395"
"51495.52336902","431.03","431.03","431.03"
"51510.524105672","423.735","423.735","423.735"
"51525.523329939","429.447","429.447","429.447"
"51540.523637862","430.722","430.722","430.722"
"51555.523087528","426.103","426.103","426.103"
"51570.523472107","429.562","429.562","429.562"
"51585.522574534","428.9","428.9","428.9"
"51600.524789378","422.879","422.879","422.879"
"51615.523544331","429.789","429.789","429.789"
"51630.52331088","430.801","430.801","430.801"
"51645.522553435","424.472","424.472","424.472"
"51660.523164057","431.677","431.677","431.677"
"51675.522806932","431.1","431.1","431.1"
"51690.523429184","428.178","428.178","428.178"
"51705.523167788","431.122","431.122","431.122"
"51720.524200684","427.597","427.597","427.597"
"51735.523010287","430.896","430.896","430.896"
"51750.522757672","431.441","431.441","431.441"
"51765.523927886","429.865","429.865","429.865"
"51780.523239873","429.898","429.898","429.898"
"51795.523695414","426.093","426.093","426.093"
"51810.523327914","429.434","429.434","429.434"
"51825.522910378","431.396","431.396","431.396"
"51840.52370309","425.785","425.785","425.785"
"51855.523122115","430.102","430.102","430.102"
"51870.522665259","431.641","431.641","431.641"
"51885.52424621","426.912","426.912","426.912"
"51900.523622873","431.978","431.978","431.978"
"51915.523171732","430.952","430.952","430.952"
"51930.52311331","426.479","426.479","426.479"
"51945.523105959","438.167","438.167","438.167"
"51960.523159622","431.064","431.064","431.064"
"51975.52339003","431.125","431.125","431.125"
"51990.523312253","434.038","434.038","434.038"
"52005.524044006","428.924","428.924","428.924"
"52020.523453092","431.263","431.263","431.263"
"52035.523744177","428.321","428.321","428.321"
"52050.523950929","429.167","429.167","429.167"
"52065.523613905","429.945","429.945","429.945"
"52080.523405964","427.591","427.591","427.591"
"52095.523070464","433.775","433.775","433.775"
"52110.523587843","429.467","429.467","429.467"
"52125.524678028","425.95","425.95","425.95"
"52140.523610993","435.623","435.623","435.623"
"52155.524141188","430.861","430.861","430.861"
"52170.522535269","425.275","425.275","425.275"
"52185.523199475","438.593","438.593","438.593"
"52200.523822524","430.957","430.957","430.957"
"52215.523253413","426.131","426.131","426.131"
"52230.523320204","440.522","440.522","440.522"
"52245.522768522","432.276","432.276","432.276"
"52260.52343763","433.194","433.194","433.194"
"52275.522796486","434.464","434.464","434.464"
"52290.5238156","427.247","427.247","427.247"
"52305.523552706","430.428","430.428","430.428"
"52320.522965591","425.558","425.558","425.558"
"52335.524784251","430.697","430.697","430.697"
"52350.523630616","431.295","431.295","431.295"
"52365.523254039","427.206","427.206","427.206"
"52380.523635404","434.879","434.879","434.879"
"52395.523835008","431.37","431.37","431.37"
"52410.523736785","424.242","424.242","424.242"
"52425.52481351","428.752","428.752","428.752"
"52440.523045934","431.774","431.774","431.774"
"52455.523488214","425.181","425.181","425.181"
"52470.523224489","431.357","431.357","431.357"
"52485.522929054","432.023","432.023","432.023"
"52500.523221832","429.226","429.226","429.226"
"52515.524189946","430.521","430.521","430.521"
"52530.523626399","429.361","429.361","429.361"
"52545.522942863","429.62","429.62","429.62"
"52560.522887929","430.284","430.284","430.284"
"52575.522733045","429.583","429.583","429.583"
"52590.523295658","430.583","430.583","430.583"
"52605.523722871","426.847","426.847","426.847"
"52620.522791745","426.886","426.886","426.886"
"52635.522879463","431.315","431.315","431.315"
"52650.523327909","426.847","426.847","426.847"
"52665.523515998","431.585","431.585","431.585"
"52680.523432927","431.284","431.284","431.284"
"52695.524004399","427.11","427.11","427.11"
"52710.523126235","432.823","432.823","432.823"
"52725.5232546","431.889","431.889","431.889"
"52740.522836213","426.493","426.493","426.493"
"52755.522844272","434.483","434.483","434.483"
"52770.523036488","431.01","431.01","431.01"
"52785.523625751","432.665","432.665","432.665"
"52800.524532163","429.704","429.704","429.704"
"52815.524280262","428.902","428.902","428.902"
"52830.523390835","430.53","430.53","430.53"
"52845.52377863","400.998","400.998","400.998"
"52860.523209561","426.188","426.188","426.188"
"52875.523671049","431.489","431.489","431.489"
"52890.522971605","425.571","425.571","425.571"
"52905.523862705","427.582","427.582","427.582"
"52920.524712252","431.765","431.765","431.765"
"52935.523069534","424.795","424.795","424.795"
"52950.525002463","432.052","432.052","432.052"
"52965.522993105","430.839","430.839","430.839"
"52980.524626812","426.427","426.427","426.427"
"52995.52283529","435.18","435.18","435.18"
"53010.524562655","432.097","432.097","432.097"
"53025.523350903","427.593","427.593","427.593"
"53040.523769047","432.595","432.595","432.595"
"53055.524920861","430.709","430.709","430.709"
"53070.523124051","433.067","433.067","433.067"
"53085.524599196","436.975","436.975","436.975"
"53100.52468142","430.839","430.839","430.839"
"53115.523090123","431.102","431.102","431.102"
"53130.523244334","425.452","425.452","425.452"
"53145.522336764","431.919","431.919","431.919"
"53160.523306424","431.614","431.614","431.614"
"53175.523703877","427.211","427.211","427.211"
"53190.523034385","431.759","431.759","431.759"
"53205.524776609","432.288","432.288","432.288"
"53220.522760472","423.537","423.537","423.537"
"53235.523044334","429.727","429.727","429.727"
"53250.523138073","432.842","432.842","432.842"
"53265.523732262","426.832","426.832","426.832"
"53280.523306873","432.268","432.268","432.268"
"53295.523267516","431.755","431.755","431.755"
"53310.52351353","431.455","431.455","431.455"
"53325.524351399","430.449","430.449","430.449"
"53340.523301242","426.242","426.242","426.242"
"53355.523370319","430.012","430.012","430.012"
"53370.523466331","429.425","429.425","429.425"
"53385.52358196","428.81","428.81","428.81"
"53400.523260534","431.679","431.679","431.679"
"53415.52321347","425.469","425.469","425.469"
"53430.522741809","427.949","427.949","427.949"
"53445.525210457","430.99","430.99","430.99"
"53460.524844796","424.76","424.76","424.76"
"53475.522824001","428.174","428.174","428.174"
"53490.523467082","430.501","430.501","430.501"
"53505.52605104","422.678","422.678","422.678"
"53520.523631655","432.414","432.414","432.414"
"53535.524775982","431.553","431.553","431.553"
"53550.523450159","422.839","422.839","422.839"
"53565.522968556","435.99","435.99","435.99"
"53580.522769285","431.777","431.777","431.777"
"53595.523225748","431.116","431.116","431.116"
"53610.52439407","432.227","432.227","432.227"
"53625.523560173","429.112","429.112","429.112"
"53640.523384031","430.526","430.526","430.526"
"53655.523118657","428.908","428.908","428.908"
"53670.522271611","431.88","431.88","431.88"
"53685.523217111","431.315","431.315","431.315"
"53700.524865623","427.518","427.518","427.518"
"53715.523155983","430.509","430.509","430.509"
"53730.524217776","431.117","431.117","431.117"
"53745.522609242","425.281","425.281","425.281"
"53760.523578184","427.662","427.662","427.662"
"53775.523448245","430.607","430.607","430.607"
"53790.524064239","426.245","426.245","426.245"
"53805.522974468","434.153","434.153","434.153"
"53820.524000153","431.895","431.895","431.895"
"53835.525118445","427.822","427.822","427.822"
"53850.523450866","430.181","430.181","430.181"
"53865.523566358","431.586","431.586","431.586"
"53880.523609917","433.649","433.649","433.649"
"53895.523287408","433.369","433.369","433.369"
"53910.524147278","430.776","430.776","430.776"
"53925.523449929","431.482","431.482","431.482"
"53940.523620431","424.924","424.924","424.924"
"53955.523654677","431.152","431.152","431.152"
"53970.522545372","431.556","431.556","431.556"
"53985.523279195","425.431","425.431","425.431"
"54000.522728905","429.859","429.859","429.859"
"54015.523117112","431.467","431.467","431.467"
"54030.523019185","425.839","425.839","425.839"
"54045.523163752","427.921","427.921","427.921"
"54060.523323517","431.454","431.454","431.454"
"54075.523231218","425.118","425.118","425.118"
"54090.522739538","435.193","435.193","435.193"
"54105.524133978","431.222","431.222","431.222"
"54120.523740214","426.177","426.177","426.177"
"54135.523154611","431.715","431.715","431.715"
"54150.524537518","429.558","429.558","429.558"
"54165.523796249","430.817","430.817","430.817"
"54180.523204929","435.412","435.412","435.412"
"54195.522420535","430.095","430.095","430.095"
"54210.523472665","430.445","430.445","430.445"
"54225.52336456","426.308","426.308","426.308"
"54240.523203607","429.374","429.374","429.374"
"54255.523410698","431.241","431.241","431.241"
"54270.523933365","425.917","425.917","425.917"
"54285.523746447","435.968","435.968","435.968"
"54300.522907127","431.206","431.206","431.206"
"54315.523428766","422.598","422.598","422.598"
"54330.522586075","433.979","433.979","433.979"
"54345.523553479","431.606","431.606","431.606"
"54360.522544662","423.003","423.003","423.003"
"54375.52319498","434.321","434.321","434.321"
"54390.523726839","431.786","431.786","431.786"
"54405.523206164","432.759","432.759","432.759"
"54420.523398054","431.926","431.926","431.926"
"54435.525565539","429.025","429.025","429.025"
"54450.522755263","430.511","430.511","430.511"
"54465.523258516","427.359","427.359","427.359"
"54480.523267202","430.045","430.045","430.045"
"54495.523453994","430.67","430.67","430.67"
"54510.523259162","427.78","427.78","427.78"
"54525.523079012","430.297","430.297","430.297"
"54540.524239321","431.097","431.097","431.097"
"54555.523398467","427.467","427.467","427.467"
"54570.522250517","426.782","426.782","426.782"
"54585.523498166","430.617","430.617","430.617"
"54600.523593046","427.874","427.874","427.874"
"54615.523280918","432.401","432.401","432.401"
"54630.524187026","431.442","431.442","431.442"
"54645.523242268","426.497","426.497","426.497"
"54660.523057401","431.544","431.544","431.544"
"54675.523304931","429.253","429.253","429.253"
"54690.524084741","431.076","431.076","431.076"
"54705.523354368","433.858","433.858","433.858"
"54720.523216597","430.547","430.547","430.547"
"54735.523872542","430.392","430.392","430.392"
"54750.522813937","425.773","425.773","425.773"
"54765.524934874","429.513","429.513","429.513"
"54780.523067722","431.24","431.24","431.24"
"54795.523541405","426.284","426.284","426.284"
"54810.523325548","427.644","427.644","427.644"
"54825.523263508","431.695","431.695","431.695"
"54840.52302539","425.187","425.187","425.187"
"54855.522847225","424.729","424.729","424.729"
"54870.523232736","432.356","432.356","432.356"
"54885.523389119","426.846","426.846","426.846"
"54900.523231829","435.149","435.149","435.149"
"54915.523063741","432.06","432.06","432.06"
"54930.523625464","432.869","432.869","432.869"
"54945.52331579","432.88","432.88","432.88"
"54960.523714381","427.865","427.865","427.865"
"54975.523621672","431.071","431.071","431.071"
"54990.524123744","432.804","432.804","432.804"
"55005.52328024","429.404","429.404","429.404"
"55020.522577555","431.859","431.859","431.859"
"55035.524212792","425.3","425.3","425.3"
"55050.523754017","427.777","427.777","427.777"
"55065.52378737","431.597","431.597","431.597"
"55080.523026346","424.944","424.944","424.944"
"55095.522729363","430.103","430.103","430.103"
"55110.523397544","85.864","85.864","85.864"
"55125.52326112","82.479","82.479","82.479"
"55140.52345238","80.432","80.432","80.432"
"55155.522740705","78.077","78.077","78.077"
"55170.522974234","75.959","75.959","75.959"
"55185.523242709","74.331","74.331","74.331"
"55200.523015487","72.062","72.062","72.062"
"55215.522611961","71.695","71.695","71.695"
"55230.523469962","70.797","70.797","70.797"
"55245.52293422","70.739","70.739","70.739"
"55260.522426436","70.691","70.691","70.691"
"55275.52322324","70.406","70.406","70.406"
"55290.522406253","70.419","70.419","70.419"
"55305.523214108","70.463","70.463","70.463"
"55320.523152453","70.229","70.229","70.229"
"55335.522852513","70.305","70.305","70.305"
"55350.523073355","70.363","70.363","70.363"
"55365.523106878","70.401","70.401","70.401"
"55380.522817075","70.438","70.438","70.438"
"55395.524409476","413.241","413.241","413.241"
"55410.525112502","419.093","419.093","419.093"
"55425.52359025","421.907","421.907","421.907"
"55440.522632103","416.461","416.461","416.461"
"55455.523106876","424.443","424.443","424.443"
"55470.523554669","426.262","426.262","426.262"
"55485.523462015","420.607","420.607","420.607"
"55500.523541157","428.877","428.877","428.877"
"55515.523359134","428.496","428.496","428.496"
"55530.522981532","425.075","425.075","425.075"
"55545.524807433","426.261","426.261","426.261"
"55560.524558486","429.815","429.815","429.815"
"55575.524101423","425.781","425.781","425.781"
"55590.52292309","433.798","433.798","433.798"
"55605.522690483","431.038","431.038","431.038"
"55620.524509449","422.323","422.323","422.323"
"55635.522808674","426.634","426.634","426.634"
"55650.523497478","430.641","430.641","430.641"
"55665.523249723","425.788","425.788","425.788"
"55680.524038244","432.68","432.68","432.68"
"55695.524018496","431.621","431.621","431.621"
"55710.523130024","425.993","425.993","425.993"
"55725.523460385","435.149","435.149","435.149"
"55740.523091635","429.179","429.179","429.179"
"55755.522523123","431.01","431.01","431.01"
"55770.523001593","431.694","431.694","431.694"
"55785.523230207","430.364","430.364","430.364"
"55800.523228092","430.823","430.823","430.823"
"55815.523502437","426.15","426.15","426.15"
"55830.522841127","428.715","428.715","428.715"
"55845.523323759","431.031","431.031","431.031"
"55860.522939759","425.246","425.246","425.246"
"55875.522617701","433.51","433.51","433.51"
"55890.523178964","431.576","431.576","431.576"
"55905.523725184","422.413","422.413","422.413"
"55920.523201418","434.858","434.858","434.858"
"55935.523297763","430.963","430.963","430.963"
"55950.523712214","423.497","423.497","423.497"
"55965.524135251","436.213","436.213","436.213"
"55980.52355279","431.737","431.737","431.737"
"55995.52322911","431.196","431.196","431.196"
"56010.522615615","436.11","436.11","436.11"
"56025.523411887","429.135","429.135","429.135"
"56040.523342616","431.495","431.495","431.495"
"56055.522348198","427.309","427.309","427.309"
"56070.52278547","429.885","429.885","429.885"
"56085.523407228","431.086","431.086","431.086"
"56100.524722795","427.068","427.068","427.068"
"56115.523947522","432.351","432.351","432.351"
"56130.523166221","431.256","431.256","431.256"
"56145.523420349","425.329","425.329","425.329"
"56160.52368441","428.543","428.543","428.543"
"56175.522724012","431.922","431.922","431.922"
"56190.523422046","425.147","425.147","425.147"
"56205.524692084","432.917","432.917","432.917"
"56220.523212796","431.611","431.611","431.611"
"56235.523908522","424.178","424.178","424.178"
"56250.523054053","433.82","433.82","433.82"
"56265.522888113","430.524","430.524","430.524"
"56280.523661846","433.402","433.402","433.402"
"56295.525052825","434.742","434.742","434.742"
"56310.524275838","430.237","430.237","430.237"
"56325.522800521","431.219","431.219","431.219"
"56340.523972803","423.591","423.591","423.591"
"56355.522588006","427","427","427"
"56370.523529581","430.822","430.822","430.822"
"56385.523350515","423.703","423.703","423.703"
"56400.523153331","424.244","424.244","424.244"
"56415.522648637","430.8","430.8","430.8"
"56430.523409469","423.664","423.664","423.664"
"56445.523248256","426.431","426.431","426.431"
"56460.522973866","431.821","431.821","431.821"
"56475.523403812","424.944","424.944","424.944"
"56490.52393694","432.418","432.418","432.418"
"56505.523621103","430.584","430.584","430.584"
"56520.523807485","425.97","425.97","425.97"
"56535.523299765","429.433","429.433","429.433"
"56550.52511259","429.9","429.9","429.9"
"56565.523880134","431.17","431.17","431.17"
"56580.523072262","434.382","434.382","434.382"
"56595.523646856","428.744","428.744","428.744"
"56610.522644204","430.397","430.397","430.397"
"56625.524707814","422.704","422.704","422.704"
"56640.523017724","429.863","429.863","429.863"
"56655.523941118","431.629","431.629","431.629"
"56670.524722382","425.751","425.751","425.751"
"56685.524239798","430.993","430.993","430.993"
"56700.523891898","431.08","431.08","431.08"
"56715.522856352","425.834","425.834","425.834"
"56730.524042319","437.14","437.14","437.14"
"56745.522779918","432.013","432.013","432.013"
"56760.523219604","426.273","426.273","426.273"
"56775.524340345","435.934","435.934","435.934"
"56790.524257146","432.185","432.185","432.185"
"56805.523969697","433.773","433.773","433.773"
"56820.523766462","431.586","431.586","431.586"
"56835.523081577","428.434","428.434","428.434"
"56850.523093884","431.077","431.077","431.077"
"56865.523084331","432.269","432.269","432.269"
"56880.52307581","431.571","431.571","431.571"
"56895.523229004","431.468","431.468","431.468"
"56910.524079456","426.369","426.369","426.369"
"56925.523183357","427.692","427.692","427.692"
"56940.523599267","431.626","431.626","431.626"
"56955.523362533","426.261","426.261","426.261"
"56970.524246246","430.065","430.065","430.065"
"56985.523707684","431.667","431.667","431.667"
"57000.522985746","423.283","423.283","423.283"
"57015.52383434","430.246","430.246","430.246"
"57030.522980981","430.758","430.758","430.758"
"57045.523560574","423.698","423.698","423.698"
"57060.523163611","430.069","430.069","430.069"
"57075.523038877","431.23","431.23","431.23"
"57090.52334695","432.338","432.338","432.338"
"57105.523958889","432.26","432.26","432.26"
"57120.52329302","430.261","430.261","430.261"
"57135.523504277","430.666","430.666","430.666"
"57150.523614305","428.115","428.115","428.115"
"57165.523323735","428.595","428.595","428.595"
"57180.523400007","431.209","431.209","431.209"
"57195.523033594","402.894","402.894","402.894"
"57210.52362894","426.973","426.973","426.973"
"57225.524029614","431.273","431.273","431.273"
"57240.523314152","425.703","425.703","425.703"
"57255.523440854","426.436","426.436","426.436"
"57270.523607858","431.554","431.554","431.554"
"57285.523138243","426.251","426.251","426.251"
"57300.523557805","436.792","436.792","436.792"
"57315.524398613","431.903","431.903","431.903"
"57330.523997762","427.669","427.669","427.669"
"57345.522390037","433.457","433.457","433.457"
"57360.522802335","430.661","430.661","430.661"
"57375.522969762","432.684","432.684","432.684"
"57390.523535159","436.025","436.025","436.025"
"57405.523073796","429.865","429.865","429.865"
"57420.522726283","430.618","430.618","430.618"
"57435.52383213","423.981","423.981","423.981"
"57450.523453121","430.556","430.556","430.556"
"57465.523046267","433.717","433.717","433.717"
"57480.524355331","426.936","426.936","426.936"
"57495.522334951","434.094","434.094","434.094"
"57510.523380756","431.096","431.096","431.096"
"57525.523275127","425.764","425.764","425.764"
"57540.523647544","438.316","438.316","438.316"
"57555.523908957","431.292","431.292","431.292"
"57570.523438968","425.976","425.976","425.976"
"57585.523252613","434.659","434.659","434.659"
"57600.524195051","431.193","431.193","431.193"
"57615.523225936","428.694","428.694","428.694"
"57630.523193129","431.854","431.854","431.854"
"57645.523230247","429.152","429.152","429.152"
"57660.523953242","430.75","430.75","430.75"
"57675.523385818","430.724","430.724","430.724"
"57690.523323199","430.289","430.289","430.289"
"57705.524285032","429.804","429.804","429.804"
"57720.523382631","427.569","427.569","427.569"
"57735.524162779","430.976","430.976","430.976"
"57750.523298169","430.594","430.594","430.594"
"57765.5249816","425.074","425.074","425.074"
"57780.523495471","430.672","430.672","430.672"
"57795.522715164","431.389","431.389","431.389"
"57810.526141245","427.189","427.189","427.189"
"57825.523478452","428.288","428.288","428.288"
"57840.523143925","430.599","430.599","430.599"
"57855.522521864","422.776","422.776","422.776"
"57870.523219315","435.621","435.621","435.621"
"57885.524953404","430.34","430.34","430.34"
"57900.523723833","431.766","431.766","431.766"
"57915.522804227","433.788","433.788","433.788"
"57930.5233206","428.664","428.664","428.664"
"57945.523282977","430.727","430.727","430.727"
"57960.523684787","427.555","427.555","427.555"
"57975.5229578","431.272","431.272","431.272"
"57990.5245951","431.13","431.13","431.13"
"58005.522844659","426.91","426.91","426.91"
"58020.523207172","429.308","429.308","429.308"
"58035.523161201","430.872","430.872","430.872"
"58050.523461198","429.412","429.412","429.412"
"58065.523394595","429.882","429.882","429.882"
"58080.522914583","431.794","431.794","431.794"
"58095.525494606","429.205","429.205","429.205"
"58110.523050464","439.137","439.137","439.137"
"58125.523281943","430.804","430.804","430.804"
"58140.523546197","428.531","428.531","428.531"
"58155.525909764","431.116","431.116","431.116"
"58170.524680903","428.7","428.7","428.7"
"58185.523516337","431.316","431.316","431.316"
"58200.523125626","430.889","430.889","430.889"
"58215.523661534","429.315","429.315","429.315"
"58230.522703355","430.726","430.726","430.726"
"58245.522331676","427.338","427.338","427.338"
"58260.522936567","428.933","428.933","428.933"
"58275.523497171","431.887","431.887","431.887"
"58290.523441516","425.974","425.974","425.974"
"58305.522905966","432.348","432.348","432.348"
"58320.522889377","431.201","431.201","431.201"
"58335.523432406","424.426","424.426","424.426"
"58350.522444523","429.399","429.399","429.399"
"58365.523983573","432.478","432.478","432.478"
"58380.523293311","426.059","426.059","426.059"
"58395.522380398","433.534","433.534","433.534"
"58410.523475697","431.143","431.143","431.143"
"58425.523436108","433.672","433.672","433.672"
"58440.522892851","429.102","429.102","429.102"
"58455.522915758","430.325","430.325","430.325"
"58470.522666618","430.938","430.938","430.938"
"58485.5237126","428.395","428.395","428.395"
"58500.524970561","430.255","430.255","430.255"
"58515.523246525","430.619","430.619","430.619"
"58530.52418877","427.653","427.653","427.653"
"58545.523576163","431.326","431.326","431.326"
"58560.524555009","431.497","431.497","431.497"
"58575.523951231","426.47","426.47","426.47"
"58590.523158122","440.147","440.147","440.147"
"58605.523437165","432.449","432.449","432.449"
"58620.522918475","431.673","431.673","431.673"
"58635.524094349","433.038","433.038","433.038"
"58650.523171076","427.584","427.584","427.584"
"58665.523463577","430.489","430.489","430.489"
"58680.523723613","425.26","425.26","425.26"
"58695.523063662","428.17","428.17","428.17"
"58710.523345367","431.504","431.504","431.504"
"58725.523026211","426.377","426.377","426.377"
"58740.523362482","428.247","428.247","428.247"
"58755.523535498","431.517","431.517","431.517"
"58770.524158234","425.508","425.508","425.508"
"58785.522778163","427.424","427.424","427.424"
"58800.523337011","431.577","431.577","431.577"
"58815.522946156","425.927","425.927","425.927"
"58830.523264116","434.318","434.318","434.318"
"58845.522948902","432.003","432.003","432.003"
"58860.52286591","428.151","428.151","428.151"
"58875.523096602","431.542","431.542","431.542"
"58890.523226993","429.799","429.799","429.799"
"58905.523127952","431.213","431.213","431.213"
"58920.522909403","432.824","432.824","432.824"
"58935.522827455","428.155","428.155","428.155"
"58950.523874349","431.685","431.685","431.685"
"58965.524059707","424.027","424.027","424.027"
"58980.523145712","429.345","429.345","429.345"
"58995.522421768","431.456","431.456","431.456"
"59010.522821347","428.437","428.437","428.437"
"59025.523082744","426.978","426.978","426.978"
"59040.524191082","431.561","431.561","431.561"
"59055.522954223","426.838","426.838","426.838"
"59070.523209085","435.403","435.403","435.403"
"59085.523134021","431.313","431.313","431.313"
"59100.523267418","423.248","423.248","423.248"
"59115.522568408","434.938","434.938","434.938"
"59130.523477839","432.312","432.312","432.312"
"59145.525421798","432.174","432.174","432.174"
"59160.523212086","432.306","432.306","432.306"
"59175.523192033","428.147","428.147","428.147"
"59190.523379087","431.391","431.391","431.391"
"59205.522728864","429.622","429.622","429.622"
"59220.523230772","430.804","430.804","430.804"
"59235.523102583","431.299","431.299","431.299"
"59250.523427046","428.832","428.832","428.832"
"59265.524268912","428.441","428.441","428.441"
"59280.522839605","430.858","430.858","430.858"
"59295.524226853","426.102","426.102","426.102"
"59310.522574618","433.989","433.989","433.989"
"59325.523483364","431.706","431.706","431.706"
"59340.523210625","428.628","428.628","428.628"
"59355.523278424","435.935","435.935","435.935"
"59370.522986011","432.213","432.213","432.213"
"59385.523543891","427.759","427.759","427.759"
"59400.525751911","436.258","436.258","436.258"
"59415.52273462","431.53","431.53","431.53"
"59430.522717083","432.548","432.548","432.548"
"59445.524249308","432.964","432.964","432.964"
"59460.525636042","429.746","429.746","429.746"
"59475.523079077","431.404","431.404","431.404"
"59490.523082347","426.317","426.317","426.317"
"59505.523267402","428.016","428.016","428.016"
"59520.523710589","432.333","432.333","432.333"
"59535.523584874","427.672","427.672","427.672"
"59550.523334995","434.607","434.607","434.607"
"59565.523196913","430.868","430.868","430.868"
"59580.522779009","427.729","427.729","427.729"
"59595.522858665","431.276","431.276","431.276"
"59610.524010502","430.851","430.851","430.851"
"59625.524782044","426.112","426.112","426.112"
"59640.523112605","431.222","431.222","431.222"
"59655.52462593","432.191","432.191","432.191"
"59670.52779839","432.779","432.779","432.779"
"59685.524740027","431.442","431.442","431.442"
"59700.523117855","428.54","428.54","428.54"
"59715.523006879","431.753","431.753","431.753"
"59730.522967563","431.703","431.703","431.703"
"59745.522380273","432.494","432.494","432.494"
"59760.522430147","430.867","430.867","430.867"
"59775.523560032","426.463","426.463","426.463"
"59790.523865189","432.266","432.266","432.266"
"59805.522738842","432.292","432.292","432.292"
"59820.522920756","425.292","425.292","425.292"
"59835.523151601","429.854","429.854","429.854"
"59850.524635392","431.186","431.186","431.186"
"59865.523344895","424.312","424.312","424.312"
"59880.523238626","430.676","430.676","430.676"
"59895.522983839","430.875","430.875","430.875"
"59910.523523483","424.226","424.226","424.226"
"59925.523544981","83.389","83.389","83.389"
"59940.522744154","80.471","80.471","80.471"
"59955.523283531","77.386","77.386","77.386"
"59970.52327165","74.594","74.594","74.594"
"59985.523225893","73.149","73.149","73.149"
"60000.523399531","72.57","72.57","72.57"
"60015.522932228","71.535","71.535","71.535"
"60030.523063794","70.969","70.969","70.969"
"60045.523047148","70.493","70.493","70.493"
"60060.522974216","70.616","70.616","70.616"
"60075.523315803","419.497","419.497","419.497"
"60090.523337161","427.12","427.12","427.12"
"60105.524854614","422.235","422.235","422.235"
"60120.52358368","425.993","425.993","425.993"
"60135.522770924","429.728","429.728","429.728"
"60150.523643918","425.423","425.423","425.423"
"60165.523080377","429.535","429.535","429.535"
"60180.52308609","431.837","431.837","431.837"
"60195.522791906","428.592","428.592","428.592"
"60210.522924968","429.261","429.261","429.261"
"60225.525260587","424.545","424.545","424.545"
"60240.523057999","431.196","431.196","431.196"
"60255.522668578","429.912","429.912","429.912"
"60270.523006779","425.382","425.382","425.382"
"60285.52280357","425.467","425.467","425.467"
"60300.524703324","431.775","431.775","431.775"
"60315.523155817","425.844","425.844","425.844"
"60330.524241768","432.069","432.069","432.069"
"60345.523438717","431.235","431.235","431.235"
"60360.522845821","426.051","426.051","426.051"
"60375.523403907","431.082","431.082","431.082"
"60390.524806268","431.139","431.139","431.139"
"60405.523739512","426.91","426.91","426.91"
"60420.52343054","438.654","438.654","438.654"
"60435.523716359","431.538","431.538","431.538"
"60450.523155674","432.381","432.381","432.381"
"60465.524509539","435.048","435.048","435.048"
"60480.523058943","426.206","426.206","426.206"
"60495.523920556","430.797","430.797","430.797"
"60510.524063754","424.906","424.906","424.906"
"60525.522905918","427.772","427.772","427.772"
"60540.524242466","429.71","429.71","429.71"
"60555.523672167","426.061","426.061","426.061"
"60570.523840201","428.217","428.217","428.217"
"60585.523477651","431.321","431.321","431.321"
"60600.522845562","425.694","425.694","425.694"
"60615.523827858","428.947","428.947","428.947"
"60630.523852823","431.089","431.089","431.089"
"60645.523302582","423.86","423.86","423.86"
"60660.523085487","431.464","431.464","431.464"
"60675.522697613","432.325","432.325","432.325"
"60690.523231539","428.493","428.493","428.493"
"60705.522798223","431.955","431.955","431.955"
"60720.523557592","427.468","427.468","427.468"
"60735.523409413","430.377","430.377","430.377"
"60750.522582432","431.932","431.932","431.932"
"60765.523161867","430.741","430.741","430.741"
"60780.523580106","430.22","430.22","430.22"
"60795.524897188","426.954","426.954","426.954"
"60810.523540918","433.19","433.19","433.19"
"60825.524328169","430.04","430.04","430.04"
"60840.524851158","426.534","426.534","426.534"
"60855.52385631","432.302","432.302","432.302"
"60870.525248834","430.49","430.49","430.49"
"60885.522846826","427.757","427.757","427.757"
"60900.523394258","430.849","430.849","430.849"
"60915.523386396","430.562","430.562","430.562"
"60930.523632945","425.646","425.646","425.646"
"60945.523742039","438.484","438.484","438.484"
"60960.52317992","430.297","430.297","430.297"
