"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"149235.524006849","403.118","403.118","403.118"
"149250.523620831","431.607","431.607","431.607"
"149265.523292167","430.548","430.548","430.548"
"149280.523437819","425.241","425.241","425.241"
"149295.525020458","432.789","432.789","432.789"
"149310.523769568","431.375","431.375","431.375"
"149325.523696513","433.82","433.82","433.82"
"149340.52314568","435.196","435.196","435.196"
"149355.523730232","428.789","428.789","428.789"
"149370.523444684","431.441","431.441","431.441"
"149385.524363542","432.47","432.47","432.47"
"149400.523954329","428.498","428.498","428.498"
"149415.522625612","432.091","432.091","432.091"
"149430.523527428","428.537","428.537","428.537"
"149445.523169045","430.481","430.481","430.481"
"149460.522863207","431.828","431.828","431.828"
"149475.524127268","426.35","426.35","426.35"
"149490.522858066","428.633","428.633","428.633"
"149505.523659553","432.338","432.338","432.338"
"149520.523891779","426.194","426.194","426.194"
"149535.523120193","440.315","440.315","440.315"
"149550.523439221","431.67","431.67","431.67"
"149565.524681278","427.696","427.696","427.696"
"149580.52279045","430.883","430.883","430.883"
"149595.523327265","432.343","432.343","432.343"
"149610.523438579","432.161","432.161","432.161"
"149625.523375413","434.92","434.92","434.92"
"149640.522582738","427.428","427.428","427.428"
"149655.523378188","431.899","431.899","431.899"
"149670.524262577","425.987","425.987","425.987"
"149685.5238465","431.759","431.759","431.759"
"149700.524315096","431.796","431.796","431.796"
"149715.523041248","428.456","428.456","428.456"
"149730.522680155","427.705","427.705","427.705"
"149745.524614908","432.332","432.332","432.332"
"149760.523616267","429.11","429.11","429.11"
"149775.523760285","431.422","431.422","431.422"
"149790.523624035","430.554","430.554","430.554"
"149805.526460274","427.591","427.591","427.591"
"149820.524998716","437.408","437.408","437.408"
"149835.523085459","431.521","431.521","431.521"
"149850.52249078","434.401","434.401","434.401"
"149865.522446727","430.384","430.384","430.384"
"149880.527360957","428.856","428.856","428.856"
"149895.523076821","431.858","431.858","431.858"
"149910.523142933","427.375","427.375","427.375"
"149925.524557394","430.873","430.873","430.873"
"149940.523522261","431.111","431.111","431.111"
"149955.524863507","428.839","428.839","428.839"
"149970.522755805","435.511","435.511","435.511"
"149985.52290283","431.761","431.761","431.761"
"150000.523328773","427.218","427.218","427.218"
"150015.522852292","431.465","431.465","431.465"
"150030.523433763","431.719","431.719","431.719"
"150045.523152606","427.507","427.507","427.507"
"150060.524022412","429.8","429.8","429.8"
"150075.52315487","431.475","431.475","431.475"
"150090.523168221","431.719","431.719","431.719"
"150105.524156241","433.88","433.88","433.88"
"150120.522231898","430.363","430.363","430.363"
"150135.523460284","431.768","431.768","431.768"
"150150.523355942","430.802","430.802","430.802"
"150165.522670824","432.186","432.186","432.186"
"150180.523057753","432.74","432.74","432.74"
"150195.525367861","428.782","428.782","428.782"
"150210.524562057","433.707","433.707","433.707"
"150225.523542057","431.948","431.948","431.948"
"150240.524858819","424.904","424.904","424.904"
"150255.522428001","430.289","430.289","430.289"
"150270.523804699","431.202","431.202","431.202"
"150285.523144399","425.874","425.874","425.874"
"150300.524673166","439.985","439.985","439.985"
"150315.523637403","431.086","431.086","431.086"
"150330.523352756","429.523","429.523","429.523"
"150345.523642555","429.321","429.321","429.321"
"150360.523266747","427.897","427.897","427.897"
"150375.523701534","430.006","430.006","430.006"
"150390.523437016","436.824","436.824","436.824"
"150405.523424996","428.32","428.32","428.32"
"150420.524123901","431.348","431.348","431.348"
"150435.523664393","425.927","425.927","425.927"
"150450.522676417","428.536","428.536","428.536"
"150465.523178303","431.951","431.951","431.951"
"150480.524607443","423.921","423.921","423.921"
"150495.52279141","427.064","427.064","427.064"
"150510.523250473","430.357","430.357","430.357"
"150525.523631339","424.563","424.563","424.563"
"150540.525011564","426.544","426.544","426.544"
"150555.523440763","431.281","431.281","431.281"
"150570.5228264","424.295","424.295","424.295"
"150585.523762457","435.269","435.269","435.269"
"150600.524772144","431.005","431.005","431.005"
"150615.523291514","433.343","433.343","433.343"
"150630.523720657","430.958","430.958","430.958"
"150645.523338195","429.478","429.478","429.478"
"150660.523260255","431.395","431.395","431.395"
"150675.523014427","430.274","430.274","430.274"
"150690.523704307","431.791","431.791","431.791"
"150705.523861094","431.473","431.473","431.473"
"150720.523470763","426.201","426.201","426.201"
"150735.524039157","426.539","426.539","426.539"
"150750.522935651","431.14","431.14","431.14"
"150765.522952657","427.672","427.672","427.672"
"150780.522923222","428.291","428.291","428.291"
"150795.52339888","432.67","432.67","432.67"
"150810.523563906","429.083","429.083","429.083"
"150825.522987279","432.005","432.005","432.005"
"150840.523548857","432.237","432.237","432.237"
"150855.524057686","427.554","427.554","427.554"
"150870.524692352","433.569","433.569","433.569"
"150885.524293738","431.573","431.573","431.573"
"150900.522650071","433.309","433.309","433.309"
"150915.523126558","431.615","431.615","431.615"
"150930.523610507","430.269","430.269","430.269"
"150945.523681016","430.959","430.959","430.959"
"150960.523528582","430.39","430.39","430.39"
"150975.523509806","430.479","430.479","430.479"
"150990.523598144","431.371","431.371","431.371"
"151005.522613398","426.811","426.811","426.811"
"151020.52345404","428.352","428.352","428.352"
"151035.524258248","431.851","431.851","431.851"
"151050.525383503","426.731","426.731","426.731"
"151065.523534432","429.758","429.758","429.758"
"151080.522472801","430.445","430.445","430.445"
"151095.523127844","426.771","426.771","426.771"
"151110.522572833","430.923","430.923","430.923"
"151125.523422482","431.267","431.267","431.267"
"151140.523593002","432.9","432.9","432.9"
"151155.524539927","433.832","433.832","433.832"
"151170.523802932","431.457","431.457","431.457"
"151185.523558475","432.66","432.66","432.66"
"151200.523603702","435.129","435.129","435.129"
"151215.525491054","428.513","428.513","428.513"
"151230.523015296","431.329","431.329","431.329"
"151245.523627437","429.595","429.595","429.595"
"151260.523152963","433.536","433.536","433.536"
"151275.523890131","431.9","431.9","431.9"
"151290.522940333","426.154","426.154","426.154"
"151305.523558544","429.02","429.02","429.02"
"151320.524832487","431.399","431.399","431.399"
"151335.523637081","428.122","428.122","428.122"
"151350.523348377","432.446","432.446","432.446"
"151365.522608278","431.995","431.995","431.995"
"151380.523546549","424.482","424.482","424.482"
"151395.523886221","430.892","430.892","430.892"
"151410.523734293","431.317","431.317","431.317"
"151425.523340623","433.103","433.103","433.103"
"151440.52285179","432.622","432.622","432.622"
"151455.523887934","428.206","428.206","428.206"
"151470.523779725","431.862","431.862","431.862"
"151485.526342192","430.718","430.718","430.718"
"151500.523356873","428.861","428.861","428.861"
"151515.52265291","432.238","432.238","432.238"
"151530.524793365","427.709","427.709","427.709"
"151545.523604456","430.357","430.357","430.357"
"151560.523490077","432.44","432.44","432.44"
"151575.523618872","425.484","425.484","425.484"
"151590.523701155","429.253","429.253","429.253"
"151605.522705561","432.172","432.172","432.172"
"151620.541431578","426.506","426.506","426.506"
"151635.523824209","430.319","430.319","430.319"
"151650.52335681","431.42","431.42","431.42"
"151665.523440915","432.631","432.631","432.631"
"151680.523094076","437.063","437.063","437.063"
"151695.524211196","431.583","431.583","431.583"
"151710.523815114","433.382","433.382","433.382"
"151725.522717969","435.417","435.417","435.417"
"151740.522890734","430.378","430.378","430.378"
"151755.523602925","430.98","430.98","430.98"
"151770.524834538","424.003","424.003","424.003"
"151785.523195006","429.694","429.694","429.694"
"151800.522838304","431.913","431.913","431.913"
"151815.5231783","426.514","426.514","426.514"
"151830.522980232","429.772","429.772","429.772"
"151845.523139068","431.022","431.022","431.022"
"151860.523462058","424.41","424.41","424.41"
"151875.522575574","433.531","433.531","433.531"
"151890.523276944","431.626","431.626","431.626"
"151905.523440653","424.61","424.61","424.61"
"151920.522221094","434.807","434.807","434.807"
"151935.524376421","432.679","432.679","432.679"
"151950.523137603","432.592","432.592","432.592"
"151965.524493443","432.879","432.879","432.879"
"151980.524002361","429.602","429.602","429.602"
"151995.522528468","432.134","432.134","432.134"
"152010.523412874","427.886","427.886","427.886"
"152025.523512674","431.549","431.549","431.549"
"152040.524670873","431.816","431.816","431.816"
"152055.523305158","427.186","427.186","427.186"
"152070.523606275","430.726","430.726","430.726"
"152085.523834081","432.062","432.062","432.062"
"152100.522664279","426.737","426.737","426.737"
"152115.522938199","429.9","429.9","429.9"
"152130.523768689","431.096","431.096","431.096"
"152145.525104759","426.938","426.938","426.938"
"152160.522729782","434.229","434.229","434.229"
"152175.52297924","431.795","431.795","431.795"
"152190.523458869","432.781","432.781","432.781"
"152205.525043111","435.642","435.642","435.642"
"152220.52341949","430.694","430.694","430.694"
"152235.523808472","432.871","432.871","432.871"
"152250.523103223","434.261","434.261","434.261"
"152265.523422788","429.18","429.18","429.18"
"152280.523554907","431.47","431.47","431.47"
"152295.524670725","426.541","426.541","426.541"
"152310.524640764","435.31","435.31","435.31"
"152325.524043436","431.223","431.223","431.223"
"152340.523089754","425.066","425.066","425.066"
"152355.523437217","427.934","427.934","427.934"
"152370.523619085","431.642","431.642","431.642"
"152385.523498172","427.956","427.956","427.956"
"152400.524593819","432.181","432.181","432.181"
"152415.52286885","432.602","432.602","432.602"
"152430.523116443","429.092","429.092","429.092"
"152445.52288711","430.651","430.651","430.651"
"152460.522781801","427.761","427.761","427.761"
"152475.522903062","430.598","430.598","430.598"
"152490.522989432","433.462","433.462","433.462"
"152505.522985379","428.798","428.798","428.798"
"152520.52375255","432.137","432.137","432.137"
"152535.523525337","425.242","425.242","425.242"
"152550.523568583","429.381","429.381","429.381"
"152565.524470387","430.888","430.888","430.888"
"152580.522481262","427.91","427.91","427.91"
"152595.52269985","428.751","428.751","428.751"
"152610.522877707","431.749","431.749","431.749"
"152625.525048601","424.685","424.685","424.685"
"152640.523377181","429.879","429.879","429.879"
"152655.522935309","432.731","432.731","432.731"
"152670.523095133","423.59","423.59","423.59"
"152685.523576587","433.484","433.484","433.484"
"152700.522956153","431.665","431.665","431.665"
"152715.523134555","432.566","432.566","432.566"
"152730.524233802","434.757","434.757","434.757"
"152745.522966526","429.968","429.968","429.968"
"152760.523762362","430.546","430.546","430.546"
"152775.523360581","429.771","429.771","429.771"
"152790.524027555","427.91","427.91","427.91"
"152805.524131567","430.845","430.845","430.845"
"152820.524465856","425.941","425.941","425.941"
"152835.523075875","429.232","429.232","429.232"
"152850.523450011","431.479","431.479","431.479"
"152865.522971286","426.364","426.364","426.364"
"152880.523015379","430.849","430.849","430.849"
"152895.523904944","429.901","429.901","429.901"
"152910.523412639","427.419","427.419","427.419"
"152925.524360226","432.366","432.366","432.366"
"152940.523114269","432.776","432.776","432.776"
"152955.523418695","429.351","429.351","429.351"
"152970.523518515","436.405","436.405","436.405"
"152985.524909447","427.966","427.966","427.966"
"153000.522545154","430.922","430.922","430.922"
"153015.524389973","432.317","432.317","432.317"
"153030.523288159","426.351","426.351","426.351"
"153045.522738921","432.165","432.165","432.165"
"153060.523447663","425.766","425.766","425.766"
"153075.522948748","430.344","430.344","430.344"
"153090.523488578","432.214","432.214","432.214"
"153105.523170676","428.242","428.242","428.242"
"153120.525607788","429.392","429.392","429.392"
"153135.523429178","431.536","431.536","431.536"
"153150.523838466","427.175","427.175","427.175"
"153165.523437514","437.089","437.089","437.089"
"153180.523111334","431.195","431.195","431.195"
"153195.523904155","426.806","426.806","426.806"
"153210.522704665","431.283","431.283","431.283"
"153225.525183006","432.418","432.418","432.418"
"153240.523656302","428.509","428.509","428.509"
"153255.522515325","436.35","436.35","436.35"
"153270.523612189","429.182","429.182","429.182"
"153285.523351783","431.77","431.77","431.77"
"153300.523344654","433.938","433.938","433.938"
"153315.522571569","84.766","84.766","84.766"
"153330.523334557","80.108","80.108","80.108"
"153345.523239294","78.101","78.101","78.101"
"153360.523110948","75.499","75.499","75.499"
"153375.523570334","73.186","73.186","73.186"
"153390.522958397","72.722","72.722","72.722"
"153405.523961079","422.3","422.3","422.3"
"153420.523351116","426.204","426.204","426.204"
"153435.523800945","431.983","431.983","431.983"
"153450.52357142","426.63","426.63","426.63"
"153465.52322414","429.833","429.833","429.833"
"153480.524552462","428.862","428.862","428.862"
"153495.523200096","428.783","428.783","428.783"
"153510.522626657","429.77","429.77","429.77"
"153525.522755829","424.249","424.249","424.249"
"153540.523280834","432.478","432.478","432.478"
"153555.522555594","429.012","429.012","429.012"
"153570.523503744","426.092","426.092","426.092"
"153585.52297708","427.444","427.444","427.444"
"153600.523055381","430.2","430.2","430.2"
"153615.523430523","426.397","426.397","426.397"
"153630.524989034","432.202","432.202","432.202"
"153645.523106874","431.3","431.3","431.3"
"153660.523510074","428.663","428.663","428.663"
"153675.523007741","430.547","430.547","430.547"
"153690.523295843","430.059","430.059","430.059"
"153705.523639067","430.66","430.66","430.66"
"153720.523702522","434.73","434.73","434.73"
"153735.523314105","431.344","431.344","431.344"
"153750.523465806","431.012","431.012","431.012"
"153765.523114974","423.279","423.279","423.279"
"153780.523498338","429.213","429.213","429.213"
"153795.523337987","430.93","430.93","430.93"
"153810.524111853","427.944","427.944","427.944"
"153825.523243003","433.747","433.747","433.747"
"153840.523172482","430.753","430.753","430.753"
"153855.523389456","425.379","425.379","425.379"
"153870.524176905","434.169","434.169","434.169"
"153885.523105165","431.455","431.455","431.455"
"153900.523152134","426.65","426.65","426.65"
"153915.524264262","439.347","439.347","439.347"
"153930.523330064","431.486","431.486","431.486"
"153945.523325364","432.753","432.753","432.753"
"153960.52325552","432.575","432.575","432.575"
"153975.52222237","429.122","429.122","429.122"
"153990.523421345","431.267","431.267","431.267"
"154005.523836371","434.185","434.185","434.185"
"154020.524903028","430.114","430.114","430.114"
"154035.523107335","432.436","432.436","432.436"
"154050.523118194","426.833","426.833","426.833"
"154065.523005665","428.384","428.384","428.384"
"154080.523889235","432.139","432.139","432.139"
"154095.526215929","426.621","426.621","426.621"
"154110.523544773","429.003","429.003","429.003"
"154125.523589892","432.027","432.027","432.027"
"154140.523432059","423.925","423.925","423.925"
"154155.523448007","432.817","432.817","432.817"
"154170.523386075","432.215","432.215","432.215"
"154185.522747351","423.993","423.993","423.993"
"154200.523023915","435.407","435.407","435.407"
"154215.523526445","431.411","431.411","431.411"
"154230.525583209","432.568","432.568","432.568"
"154245.52476659","433.83","433.83","433.83"
"154260.523096232","428.798","428.798","428.798"
"154275.523290528","432.554","432.554","432.554"
"154290.522962244","426.581","426.581","426.581"
"154305.523535697","432.842","432.842","432.842"
"154320.523914208","431.3","431.3","431.3"
"154335.523502119","428.402","428.402","428.402"
"154350.525076665","429.995","429.995","429.995"
"154365.523166077","431.942","431.942","431.942"
"154380.522961758","426.181","426.181","426.181"
"154395.522440184","429.858","429.858","429.858"
"154410.523527923","431.821","431.821","431.821"
"154425.52405664","426.554","426.554","426.554"
"154440.52316533","432.899","432.899","432.899"
"154455.524878225","431.608","431.608","431.608"
"154470.52365625","427.658","427.658","427.658"
"154485.523822414","432.092","432.092","432.092"
"154500.52380757","430.125","430.125","430.125"
"154515.523659228","432.662","432.662","432.662"
"154530.522649076","433.48","433.48","433.48"
"154545.524365424","431.164","431.164","431.164"
"154560.523916109","432.057","432.057","432.057"
"154575.52243951","426.922","426.922","426.922"
"154590.524425343","428.074","428.074","428.074"
"154605.523227205","430.658","430.658","430.658"
"154620.523773123","425.833","425.833","425.833"
"154635.523433557","429.975","429.975","429.975"
"154650.524479271","430.816","430.816","430.816"
"154665.523616814","424.605","424.605","424.605"
"154680.523114926","427.498","427.498","427.498"
"154695.523896428","429.618","429.618","429.618"
"154710.52346407","426.887","426.887","426.887"
"154725.524308012","433.414","433.414","433.414"
"154740.524446233","431.315","431.315","431.315"
"154755.525474451","426.765","426.765","426.765"
"154770.523649988","432.059","432.059","432.059"
"154785.523222763","427.968","427.968","427.968"
"154800.523602462","431.061","431.061","431.061"
"154815.523523276","430.524","430.524","430.524"
"154830.523276514","428.69","428.69","428.69"
"154845.52350568","431.584","431.584","431.584"
"154860.523401508","425.694","425.694","425.694"
"154875.523525146","428.09","428.09","428.09"
"154890.523982819","430.526","430.526","430.526"
"154905.5250132","423.454","423.454","423.454"
"154920.523684194","424.92","424.92","424.92"
"154935.523415852","431.073","431.073","431.073"
"154950.523507132","423.679","423.679","423.679"
"154965.52305579","428.075","428.075","428.075"
"154980.524123804","430.878","430.878","430.878"
"154995.52399642","424.524","424.524","424.524"
"155010.523015272","435.075","435.075","435.075"
"155025.523259251","431.422","431.422","431.422"
"155040.525259634","431.808","431.808","431.808"
"155055.523597037","431.19","431.19","431.19"
"155070.523062319","429.867","429.867","429.867"
"155085.522487203","430.506","430.506","430.506"
"155100.523019408","429.508","429.508","429.508"
"155115.522811718","429.285","429.285","429.285"
"155130.523078979","430.62","430.62","430.62"
"155145.523091236","423.548","423.548","423.548"
"155160.523588444","428.602","428.602","428.602"
"155175.523113042","431.737","431.737","431.737"
"155190.524914964","426.009","426.009","426.009"
"155205.523350451","430.926","430.926","430.926"
"155220.523471181","431.553","431.553","431.553"
"155235.52399797","429.015","429.015","429.015"
"155250.523105725","428.941","428.941","428.941"
"155265.523869952","431.977","431.977","431.977"
"155280.523398748","428.235","428.235","428.235"
"155295.523118599","435.627","435.627","435.627"
"155310.524244497","430.546","430.546","430.546"
"155325.52311717","433.554","433.554","433.554"
"155340.523434578","433.933","433.933","433.933"
"155355.52451936","430.176","430.176","430.176"
"155370.523713508","430.771","430.771","430.771"
"155385.523281047","423.547","423.547","423.547"
"155400.523008876","428.84","428.84","428.84"
"155415.52352617","430.777","430.777","430.777"
"155430.523437301","427.779","427.779","427.779"
"155445.523498563","435.175","435.175","435.175"
"155460.522864234","430.692","430.692","430.692"
"155475.524429515","426.091","426.091","426.091"
"155490.524522133","431.567","431.567","431.567"
"155505.523128277","432.373","432.373","432.373"
"155520.522886143","426.029","426.029","426.029"
"155535.524105121","429.501","429.501","429.501"
"155550.523397677","431.101","431.101","431.101"
"155565.524339181","428.576","428.576","428.576"
"155580.523806241","434.084","434.084","434.084"
"155595.523214666","426.917","426.917","426.917"
"155610.523253011","431.348","431.348","431.348"
"155625.523424532","429.307","429.307","429.307"
"155640.523222021","428.379","428.379","428.379"
"155655.52269031","431.615","431.615","431.615"
"155670.523315561","426.71","426.71","426.71"
"155685.524369848","432.778","432.778","432.778"
"155700.523326395","430.607","430.607","430.607"
"155715.522785475","427.489","427.489","427.489"
"155730.523442493","430.286","430.286","430.286"
"155745.523213311","431.584","431.584","431.584"
"155760.52317751","428.14","428.14","428.14"
"155775.522810974","428.316","428.316","428.316"
"155790.52304263","430.84","430.84","430.84"
"155805.523794188","425.777","425.777","425.777"
"155820.522548626","435.873","435.873","435.873"
"155835.524022688","430.617","430.617","430.617"
"155850.523719095","432.954","432.954","432.954"
"155865.52473738","432.558","432.558","432.558"
"155880.524050064","428.711","428.711","428.711"
"155895.523109525","432.105","432.105","432.105"
"155910.522758918","426.855","426.855","426.855"
"155925.522588279","432.772","432.772","432.772"
"155940.523886","430.769","430.769","430.769"
"155955.522549806","429.593","429.593","429.593"
"155970.523413017","430.184","430.184","430.184"
"155985.52343173","430.692","430.692","430.692"
"156000.52339877","425.982","425.982","425.982"
"156015.523291295","435.904","435.904","435.904"
"156030.523746913","431.667","431.667","431.667"
"156045.524279768","425.854","425.854","425.854"
"156060.523048295","434.944","434.944","434.944"
"156075.523486521","431.278","431.278","431.278"
"156090.523615574","429.001","429.001","429.001"
"156105.523011256","433.174","433.174","433.174"
"156120.523461516","429.013","429.013","429.013"
"156135.52270447","431.214","431.214","431.214"
"156150.523850736","426.313","426.313","426.313"
"156165.525136935","427.812","427.812","427.812"
"156180.52298801","430.941","430.941","430.941"
"156195.523107569","426.471","426.471","426.471"
"156210.523678693","428.878","428.878","428.878"
"156225.524491407","430.552","430.552","430.552"
"156240.523475879","427.161","427.161","427.161"
"156255.524640233","435.944","435.944","435.944"
"156270.522747352","431.726","431.726","431.726"
"156285.523201618","428.028","428.028","428.028"
"156300.524078741","427.8","427.8","427.8"
"156315.523266324","430.763","430.763","430.763"
"156330.522966022","426.943","426.943","426.943"
"156345.523675696","439.153","439.153","439.153"
"156360.523737189","431.219","431.219","431.219"
"156375.524016241","432.72","432.72","432.72"
"156390.523086137","433.141","433.141","433.141"
"156405.524002393","428.534","428.534","428.534"
"156420.523086849","431.991","431.991","431.991"
"156435.524424669","424.45","424.45","424.45"
"156450.52511161","429.291","429.291","429.291"
"156465.522955872","431.336","431.336","431.336"
"156480.5228437","427.268","427.268","427.268"
"156495.523444567","431.997","431.997","431.997"
"156510.523106868","431.844","431.844","431.844"
"156525.524084784","425.133","425.133","425.133"
"156540.523114123","429.651","429.651","429.651"
"156555.523107753","432.114","432.114","432.114"
"156570.523678803","426.812","426.812","426.812"
"156585.523174446","433.972","433.972","433.972"
"156600.523367265","432.05","432.05","432.05"
"156615.522914814","434.626","434.626","434.626"
"156630.523906246","434.243","434.243","434.243"
"156645.522917085","430.705","430.705","430.705"
"156660.523129571","430.221","430.221","430.221"
"156675.523253107","427.026","427.026","427.026"
"156690.523174807","429.88","429.88","429.88"
"156705.52272859","431.751","431.751","431.751"
"156720.522520956","428.316","428.316","428.316"
"156735.524393623","429.489","429.489","429.489"
"156750.522874369","431.482","431.482","431.482"
"156765.524171066","427.1","427.1","427.1"
"156780.523675976","435.997","435.997","435.997"
"156795.524611996","430.827","430.827","430.827"
"156810.523407178","427.965","427.965","427.965"
"156825.523929843","430.609","430.609","430.609"
"156840.522653989","431.567","431.567","431.567"
"156855.523916441","426.891","426.891","426.891"
"156870.524009818","434.436","434.436","434.436"
"156885.523023897","430.769","430.769","430.769"
"156900.5232847","433.061","433.061","433.061"
"156915.523967586","433.443","433.443","433.443"
"156930.523447184","428.434","428.434","428.434"
"156945.523539974","431.046","431.046","431.046"
"156960.523016017","425.873","425.873","425.873"
"156975.524307862","428.527","428.527","428.527"
"156990.523789653","431.206","431.206","431.206"
"157005.523519902","428.887","428.887","428.887"
"157020.523622199","431.555","431.555","431.555"
"157035.523481895","431.357","431.357","431.357"
"157050.523679935","423.618","423.618","423.618"
"157065.523732051","428.411","428.411","428.411"
"157080.52269333","431.416","431.416","431.416"
"157095.523229943","425.505","425.505","425.505"
"157110.522437776","436.761","436.761","436.761"
"157125.524680052","431.414","431.414","431.414"
"157140.523342611","432.402","432.402","432.402"
"157155.524660699","435.246","435.246","435.246"
"157170.522392956","429.536","429.536","429.536"
"157185.523781418","431.508","431.508","431.508"
"157200.522437752","428.515","428.515","428.515"
"157215.524382947","431.144","431.144","431.144"
"157230.523186295","431.377","431.377","431.377"
"157245.523095463","425.248","425.248","425.248"
"157260.523051234","427.384","427.384","427.384"
"157275.523100927","432.556","432.556","432.556"
"157290.522688031","427.735","427.735","427.735"
"157305.523645365","428.724","428.724","428.724"
"157320.52416188","432.097","432.097","432.097"
"157335.52306509","427.277","427.277","427.277"
"157350.523415097","433.981","433.981","433.981"
"157365.522901699","430.856","430.856","430.856"
"157380.522836737","427.998","427.998","427.998"
"157395.523297659","433.599","433.599","433.599"
"157410.523529926","429.357","429.357","429.357"
"157425.523713803","431.199","431.199","431.199"
"157440.522846366","434.065","434.065","434.065"
"157455.52323778","428.819","428.819","428.819"
"157470.52310981","431.848","431.848","431.848"
"157485.524404838","426.215","426.215","426.215"
"157500.522776334","431.807","431.807","431.807"
"157515.523787533","431.79","431.79","431.79"
"157530.523267035","426.607","426.607","426.607"
"157545.52455044","429.158","429.158","429.158"
"157560.525665229","432.036","432.036","432.036"
"157575.523718647","425.027","425.027","425.027"
"157590.522496737","429.735","429.735","429.735"
"157605.523286214","431.323","431.323","431.323"
"157620.525103678","424.117","424.117","424.117"
"157635.524066448","434.621","434.621","434.621"
"157650.52337613","431.927","431.927","431.927"
"157665.523418501","433.366","433.366","433.366"
"157680.523689429","433.602","433.602","433.602"
"157695.52342931","426.247","426.247","426.247"
"157710.523443447","431.355","431.355","431.355"
"157725.523348982","425.909","425.909","425.909"
"157740.523386239","427.345","427.345","427.345"
"157755.52462273","432.097","432.097","432.097"
"157770.523833269","430.891","430.891","430.891"
"157785.522869463","431.004","431.004","431.004"
"157800.523106483","431.006","431.006","431.006"
"157815.522953543","425.889","425.889","425.889"
"157830.523112799","429.1","429.1","429.1"
"157845.523645127","432.003","432.003","432.003"
"157860.523784817","427.485","427.485","427.485"
"157875.52249539","432.19","432.19","432.19"
"157890.523374132","431.663","431.663","431.663"
"157905.523693809","430.608","430.608","430.608"
"157920.524749943","437.037","437.037","437.037"
"157935.522997184","83.671","83.671","83.671"
"157950.5234101","79.942","79.942","79.942"
"157965.523049449","78.173","78.173","78.173"
"157980.522268949","288.933","288.933","288.933"
"157995.523392453","425.066","425.066","425.066"
"158010.523487894","429.094","429.094","429.094"
"158025.523360994","421.803","421.803","421.803"
"158040.52319655","427.762","427.762","427.762"
"158055.524249886","430.067","430.067","430.067"
"158070.523754064","424.17","424.17","424.17"
"158085.523223412","430.961","430.961","430.961"
"158100.524053518","430.097","430.097","430.097"
"158115.523207813","426.586","426.586","426.586"
"158130.522976023","433.943","433.943","433.943"
"158145.52260857","431.19","431.19","431.19"
"158160.523632575","423.114","423.114","423.114"
"158175.52339548","435.587","435.587","435.587"
"158190.523439932","431.659","431.659","431.659"
"158205.523252323","424.596","424.596","424.596"
"158220.523469122","433.939","433.939","433.939"
"158235.523087357","431.964","431.964","431.964"
"158250.522488898","432.298","432.298","432.298"
"158265.523940184","433.078","433.078","433.078"
"158280.523455348","429.427","429.427","429.427"
"158295.523385744","431.692","431.692","431.692"
"158310.523340173","431.869","431.869","431.869"
"158325.524581956","429.09","429.09","429.09"
"158340.524757245","431.484","431.484","431.484"
"158355.523001308","426.284","426.284","426.284"
"158370.524128956","431.922","431.922","431.922"
"158385.523355971","431.008","431.008","431.008"
"158400.523045118","428.863","428.863","428.863"
"158415.522398138","434.052","434.052","434.052"
"158430.525298056","431.945","431.945","431.945"
"158445.523181744","426.11","426.11","426.11"
"158460.523252194","432.029","432.029","432.029"
"158475.523648548","431.971","431.971","431.971"
"158490.523682687","433.184","433.184","433.184"
"158505.523451867","431.523","431.523","431.523"
"158520.524417041","430.047","430.047","430.047"
"158535.523196846","430.648","430.648","430.648"
"158550.523911219","429.489","429.489","429.489"
"158565.522927102","428.783","428.783","428.783"
"158580.524638007","432.224","432.224","432.224"
"158595.523275995","426.55","426.55","426.55"
"158610.523733136","429.68","429.68","429.68"
"158625.523263296","431.956","431.956","431.956"
"158640.523149745","428.314","428.314","428.314"
"158655.523766609","431.99","431.99","431.99"
"158670.523570285","431.523","431.523","431.523"
"158685.523325405","428.11","428.11","428.11"
"158700.522500465","433.685","433.685","433.685"
"158715.523760309","431.979","431.979","431.979"
"158730.523336387","427.832","427.832","427.832"
"158745.524477052","435.303","435.303","435.303"
"158760.523446857","431.053","431.053","431.053"
"158775.523618939","433.956","433.956","433.956"
"158790.522809744","438.178","438.178","438.178"
"158805.52261813","430.476","430.476","430.476"
"158820.523687874","430.842","430.842","430.842"
"158835.524764237","424.848","424.848","424.848"
"158850.523324651","428.724","428.724","428.724"
"158865.524373743","430.957","430.957","430.957"
"158880.524580166","428.728","428.728","428.728"
"158895.524123986","430.364","430.364","430.364"
"158910.523408488","431.607","431.607","431.607"
"158925.523213841","424.137","424.137","424.137"
"158940.52343079","438.197","438.197","438.197"
"158955.524178943","431.625","431.625","431.625"
"158970.523616386","424.87","424.87","424.87"
"158985.524053542","435.105","435.105","435.105"
"159000.523860379","431.622","431.622","431.622"
"159015.523888397","432.696","432.696","432.696"
"159030.52464498","433.67","433.67","433.67"
"159045.524768929","428.691","428.691","428.691"
"159060.523854847","431.661","431.661","431.661"
"159075.524987173","428.663","428.663","428.663"
"159090.523522764","432.476","432.476","432.476"
"159105.523230327","431.395","431.395","431.395"
"159120.524077605","426.105","426.105","426.105"
