"Relative Time (Process)","ft1 - system/gpu.0.powerWatts","ft1 - system/gpu.0.powerWatts__MIN","ft1 - system/gpu.0.powerWatts__MAX"
"68531.452850493","73.515","73.515","73.515"
"68546.453331949","71.598","71.598","71.598"
"68561.453046532","419.411","419.411","419.411"
"68576.453416315","421.231","421.231","421.231"
"68591.454361061","417.854","417.854","417.854"
"68606.453226298","424.154","424.154","424.154"
"68621.453441093","425.734","425.734","425.734"
"68636.453577929","421.669","421.669","421.669"
"68651.454985408","424.674","424.674","424.674"
"68666.453559633","426.77","426.77","426.77"
"68681.453483571","424.08","424.08","424.08"
"68696.453143818","428.458","428.458","428.458"
"68711.453674998","427.132","427.132","427.132"
"68726.45347378","422.788","422.788","422.788"
"68741.453334068","428.222","428.222","428.222"
"68756.452906218","427.031","427.031","427.031"
"68771.454313705","419.426","419.426","419.426"
"68786.453203272","424.433","424.433","424.433"
"68801.454455142","427.442","427.442","427.442"
"68816.453668662","422.422","422.422","422.422"
"68831.452903122","430.106","430.106","430.106"
"68846.453652333","427.523","427.523","427.523"
"68861.458046546","421.429","421.429","421.429"
"68876.45344948","425.337","425.337","425.337"
"68891.453187764","427.858","427.858","427.858"
"68906.45316397","424.682","424.682","424.682"
"68921.453272902","429.783","429.783","429.783"
"68936.454035191","428.263","428.263","428.263"
"68951.453528871","430.066","430.066","430.066"
"68966.453097455","434.361","434.361","434.361"
"68981.453349937","424.709","424.709","424.709"
"68996.453046774","427.612","427.612","427.612"
"69011.454163222","406.124","406.124","406.124"
"69026.454369404","427.384","427.384","427.384"
"69041.453565854","426.877","426.877","426.877"
"69056.452901712","422.041","422.041","422.041"
"69071.453102517","423.762","423.762","423.762"
"69086.453615013","428.119","428.119","428.119"
"69101.455129808","424.35","424.35","424.35"
"69116.452944548","428.083","428.083","428.083"
"69131.455609109","427.76","427.76","427.76"
"69146.452953847","423.901","423.901","423.901"
"69161.452810618","425.169","425.169","425.169"
"69176.452892531","426.796","426.796","426.796"
"69191.454351967","419.368","419.368","419.368"
"69206.455544762","422.549","422.549","422.549"
"69221.455219697","427.452","427.452","427.452"
"69236.454002142","421.691","421.691","421.691"
"69251.453771873","426.788","426.788","426.788"
"69266.453889701","428.39","428.39","428.39"
"69281.453607516","422.43","422.43","422.43"
"69296.454325629","427.307","427.307","427.307"
"69311.453023144","427.412","427.412","427.412"
"69326.453425753","429.669","429.669","429.669"
"69341.454246007","428.055","428.055","428.055"
"69356.453183091","423.996","423.996","423.996"
"69371.453061488","426.91","426.91","426.91"
"69386.454043328","428.487","428.487","428.487"
"69401.453449821","426.179","426.179","426.179"
"69416.453499381","428.071","428.071","428.071"
"69431.454625357","426.596","426.596","426.596"
"69446.455423964","425.05","425.05","425.05"
"69461.453755508","427.424","427.424","427.424"
"69476.45338956","419.824","419.824","419.824"
"69491.453241067","424.004","424.004","424.004"
"69506.453138953","427.039","427.039","427.039"
"69521.452885367","422.27","422.27","422.27"
"69536.453299013","429.982","429.982","429.982"
"69551.453171678","427.671","427.671","427.671"
"69566.452812543","422.855","422.855","422.855"
"69581.452979397","425.096","425.096","425.096"
"69596.453626402","426.782","426.782","426.782"
"69611.453271343","418.918","418.918","418.918"
"69626.453889999","424.486","424.486","424.486"
"69641.452997556","427.471","427.471","427.471"
"69656.453010539","425.162","425.162","425.162"
"69671.453369758","428.773","428.773","428.773"
"69686.453328513","427.492","427.492","427.492"
"69701.454861601","420.984","420.984","420.984"
"69716.453453932","426.011","426.011","426.011"
"69731.452894709","426.958","426.958","426.958"
"69746.453764609","424.094","424.094","424.094"
"69761.453295251","429.093","429.093","429.093"
"69776.453458567","427.177","427.177","427.177"
"69791.453559868","429.293","429.293","429.293"
"69806.455009137","433.142","433.142","433.142"
"69821.45320661","424.754","424.754","424.754"
"69836.453802492","426.148","426.148","426.148"
"69851.456303623","426.091","426.091","426.091"
"69866.453851047","425.084","425.084","425.084"
"69881.453549082","427.439","427.439","427.439"
"69896.45376649","420.461","420.461","420.461"
"69911.455113534","425.445","425.445","425.445"
"69926.45302364","429.496","429.496","429.496"
"69941.455581235","424.819","424.819","424.819"
"69956.453315653","428.797","428.797","428.797"
"69971.453432161","427.984","427.984","427.984"
"69986.453356772","423.815","423.815","423.815"
"70001.452917742","428.593","428.593","428.593"
"70016.454131421","429.594","429.594","429.594"
"70031.454502195","423.931","423.931","423.931"
"70046.453207555","424.376","424.376","424.376"
"70061.454642601","428.857","428.857","428.857"
"70076.452888543","426.748","426.748","426.748"
"70091.453082043","423.568","423.568","423.568"
"70106.453148254","428.6","428.6","428.6"
"70121.452963188","424.39","424.39","424.39"
"70136.45320828","429.157","429.157","429.157"
"70151.454928597","428.583","428.583","428.583"
"70166.453767619","420.849","420.849","420.849"
"70181.453398246","435.7","435.7","435.7"
"70196.454220031","429.22","429.22","429.22"
"70211.452996832","426.327","426.327","426.327"
"70226.452820446","431.768","431.768","431.768"
"70241.453541947","429.124","429.124","429.124"
"70256.453191164","431.046","431.046","431.046"
"70271.453508468","435.095","435.095","435.095"
"70286.453728081","427.766","427.766","427.766"
"70301.453622373","428.537","428.537","428.537"
"70316.454149683","427.256","427.256","427.256"
"70331.45318974","428.461","428.461","428.461"
"70346.45321301","429.039","429.039","429.039"
"70361.455744404","422.024","422.024","422.024"
"70376.453058868","424.688","424.688","424.688"
"70391.452877332","429.006","429.006","429.006"
"70406.452790182","426.273","426.273","426.273"
"70421.453126164","426.076","426.076","426.076"
"70436.455148624","429.234","429.234","429.234"
"70451.453509479","424.287","424.287","424.287"
"70466.453075021","428.314","428.314","428.314"
"70481.453519222","429.55","429.55","429.55"
"70496.453357454","423.438","423.438","423.438"
"70511.453219303","432.465","432.465","432.465"
"70526.453387842","428.265","428.265","428.265"
"70541.452856943","421.916","421.916","421.916"
"70556.453088489","427.806","427.806","427.806"
"70571.45441897","428.7","428.7","428.7"
"70586.453008709","424.047","424.047","424.047"
"70601.453086399","428.513","428.513","428.513"
"70616.453223205","429.18","429.18","429.18"
"70631.453383807","423.434","423.434","423.434"
"70646.454439885","436.567","436.567","436.567"
"70661.453397044","431.222","431.222","431.222"
"70676.454621067","430.016","430.016","430.016"
"70691.453399946","428.839","428.839","428.839"
"70706.453050538","430.367","430.367","430.367"
"70721.453282579","430.59","430.59","430.59"
"70736.453842134","430.562","430.562","430.562"
"70751.453366102","424.626","424.626","424.626"
"70766.453190202","428.152","428.152","428.152"
"70781.453163376","431.974","431.974","431.974"
"70796.453301294","424.178","424.178","424.178"
"70811.453458865","428.738","428.738","428.738"
"70826.453773273","421.796","421.796","421.796"
"70841.452822969","427.091","427.091","427.091"
"70856.453467021","429.217","429.217","429.217"
"70871.453996976","425.313","425.313","425.313"
"70886.453289338","425.254","425.254","425.254"
"70901.453468431","428.715","428.715","428.715"
"70916.454700583","422.082","422.082","422.082"
"70931.453526667","426.773","426.773","426.773"
"70946.453053581","427.958","427.958","427.958"
"70961.454991193","424.457","424.457","424.457"
"70976.454883121","428.188","428.188","428.188"
"70991.453956621","429.284","429.284","429.284"
"71006.453855807","424.869","424.869","424.869"
"71021.453105904","424.91","424.91","424.91"
"71036.453023435","429.746","429.746","429.746"
"71051.455857925","426.474","426.474","426.474"
"71066.452979461","426.85","426.85","426.85"
"71081.452935414","428.827","428.827","428.827"
"71096.453099299","423.949","423.949","423.949"
"71111.45301084","433.967","433.967","433.967"
"71126.453499057","429.766","429.766","429.766"
"71141.453738509","425.103","425.103","425.103"
"71156.45328952","430.023","430.023","430.023"
"71171.454440498","429.227","429.227","429.227"
"71186.453304198","430.639","430.639","430.639"
"71201.453005203","429.128","429.128","429.128"
"71216.453579508","425.332","425.332","425.332"
"71231.453356999","430.919","430.919","430.919"
"71246.45360557","430.738","430.738","430.738"
"71261.45381145","427.748","427.748","427.748"
"71276.454335858","427.806","427.806","427.806"
"71291.453355858","424.012","424.012","424.012"
"71306.453041119","426.312","426.312","426.312"
"71321.453315638","429.139","429.139","429.139"
"71336.453265799","421.549","421.549","421.549"
"71351.453147355","429.393","429.393","429.393"
"71366.453566978","428.495","428.495","428.495"
"71381.453021407","425.447","425.447","425.447"
"71396.454939621","426.006","426.006","426.006"
"71411.453368268","429.361","429.361","429.361"
"71426.454077219","425.807","425.807","425.807"
"71441.453474848","427.006","427.006","427.006"
"71456.453576733","430.17","430.17","430.17"
"71471.453316199","423.931","423.931","423.931"
"71486.453077487","425.243","425.243","425.243"
"71501.45292378","429.15","429.15","429.15"
"71516.453621563","421.649","421.649","421.649"
"71531.453595396","421.831","421.831","421.831"
"71546.45317689","429.362","429.362","429.362"
"71561.453667174","423.413","423.413","423.413"
"71576.452882841","434.6","434.6","434.6"
"71591.454020224","428.133","428.133","428.133"
"71606.453478194","423.379","423.379","423.379"
"71621.452901968","429.031","429.031","429.031"
"71636.453374372","429.418","429.418","429.418"
"71651.453158697","429.267","429.267","429.267"
"71666.453003257","428.649","428.649","428.649"
"71681.452829435","426.31","426.31","426.31"
"71696.453384396","431.232","431.232","431.232"
"71711.453025476","431.747","431.747","431.747"
"71726.453402685","423.323","423.323","423.323"
"71741.453575364","427.038","427.038","427.038"
"71756.454966882","425.315","425.315","425.315"
"71771.453402252","425.124","425.124","425.124"
"71786.453699758","427.107","427.107","427.107"
"71801.453597125","418.792","418.792","418.792"
"71816.454800028","424.618","424.618","424.618"
"71831.452971132","426.354","426.354","426.354"
"71846.453431325","424.292","424.292","424.292"
"71861.453271892","424.56","424.56","424.56"
"71876.4532431","427.426","427.426","427.426"
"71891.453158222","423.06","423.06","423.06"
"71906.453581933","426.343","426.343","426.343"
"71921.454146196","428.151","428.151","428.151"
"71936.452963935","422.149","422.149","422.149"
"71951.453133069","423.483","423.483","423.483"
"71966.453033906","429.177","429.177","429.177"
"71981.453410266","422.759","422.759","422.759"
"71996.454116282","428.133","428.133","428.133"
"72011.453079697","427.885","427.885","427.885"
"72026.453337743","423.051","423.051","423.051"
"72041.454019507","431.954","431.954","431.954"
"72056.453073936","428.175","428.175","428.175"
"72071.453558997","424.372","424.372","424.372"
"72086.453274774","427.55","427.55","427.55"
"72101.453173744","427.724","427.724","427.724"
"72116.452988383","428.28","428.28","428.28"
"72131.452993622","428.793","428.793","428.793"
"72146.452789217","422.999","422.999","422.999"
"72161.453177152","426.949","426.949","426.949"
"72176.453914274","427.338","427.338","427.338"
"72191.454725886","425.096","425.096","425.096"
"72206.453213049","426.791","426.791","426.791"
"72221.454274482","420.793","420.793","420.793"
"72236.454540747","425.059","425.059","425.059"
"72251.453912885","427.669","427.669","427.669"
"72266.453433123","425.186","425.186","425.186"
"72281.453153483","430.57","430.57","430.57"
"72296.453638585","427.236","427.236","427.236"
"72311.453987425","422.422","422.422","422.422"
"72326.453446829","425.957","425.957","425.957"
"72341.454535471","427.609","427.609","427.609"
"72356.453004569","422.005","422.005","422.005"
"72371.454373407","425.218","425.218","425.218"
"72386.453277199","426.858","426.858","426.858"
"72401.453496747","421.719","421.719","421.719"
"72416.453129136","424.448","424.448","424.448"
"72431.453290304","427.632","427.632","427.632"
"72446.453272753","422.62","422.62","422.62"
"72461.455264171","427.751","427.751","427.751"
"72476.453226543","426.12","426.12","426.12"
"72491.453525848","423.899","423.899","423.899"
"72506.453555133","428.406","428.406","428.406"
"72521.453174992","427.59","427.59","427.59"
"72536.453469951","423.761","423.761","423.761"
"72551.452839658","429.209","429.209","429.209"
"72566.453550328","427.415","427.415","427.415"
"72581.453586518","428.61","428.61","428.61"
"72596.453650449","431.139","431.139","431.139"
"72611.453323298","424.725","424.725","424.725"
"72626.454106293","427.843","427.843","427.843"
"72641.454059838","423.11","423.11","423.11"
"72656.453892242","424.257","424.257","424.257"
"72671.453664647","426.736","426.736","426.736"
"72686.454112651","424.241","424.241","424.241"
"72701.453368142","425.251","425.251","425.251"
"72716.453347345","428.466","428.466","428.466"
"72731.453246282","423.132","423.132","423.132"
"72746.453364944","425.907","425.907","425.907"
"72761.453629177","427.75","427.75","427.75"
"72776.453650582","420.672","420.672","420.672"
"72791.453825473","422.079","422.079","422.079"
"72806.453529971","428.427","428.427","428.427"
"72821.453052976","422.662","422.662","422.662"
"72836.453578529","423.969","423.969","423.969"
"72851.455007969","427.664","427.664","427.664"
"72866.452979004","424.044","424.044","424.044"
"72881.453111552","429.655","429.655","429.655"
"72896.453576604","427.62","427.62","427.62"
"72911.454948801","419.089","419.089","419.089"
"72926.453384559","429.016","429.016","429.016"
"72941.453024596","427.342","427.342","427.342"
"72956.453525759","425.214","425.214","425.214"
"72971.453289772","423.371","423.371","423.371"
"72986.453278832","426.384","426.384","426.384"
"73001.453109142","429.076","429.076","429.076"
"73016.453459546","428.041","428.041","428.041"
"73031.453811502","424.514","424.514","424.514"
"73046.45330682","427.793","427.793","427.793"
"73061.453937359","431.913","431.913","431.913"
"73076.452790738","80.008","80.008","80.008"
"73091.453827258","422.031","422.031","422.031"
"73106.452911432","426.483","426.483","426.483"
"73121.453345184","424.18","424.18","424.18"
"73136.453249701","427.03","427.03","427.03"
"73151.45359899","421.461","421.461","421.461"
"73166.453345475","424.507","424.507","424.507"
"73181.453612281","428.005","428.005","428.005"
"73196.452916971","420.641","420.641","420.641"
"73211.452995605","423.81","423.81","423.81"
"73226.453240751","427.276","427.276","427.276"
"73241.454984307","421.12","421.12","421.12"
"73256.453460307","427.055","427.055","427.055"
"73271.454860797","426.735","426.735","426.735"
"73286.453286934","421.446","421.446","421.446"
"73301.455218056","421.37","421.37","421.37"
"73316.453735155","427.457","427.457","427.457"
"73331.455040569","421.147","421.147","421.147"
"73346.453990921","428.684","428.684","428.684"
"73361.454005731","427.619","427.619","427.619"
"73376.452921036","421.795","421.795","421.795"
"73391.453656341","424.28","424.28","424.28"
"73406.453742682","426.651","426.651","426.651"
"73421.453437969","418.986","418.986","418.986"
"73436.453237687","430.943","430.943","430.943"
"73451.45320598","429.059","429.059","429.059"
"73466.453126541","427.172","427.172","427.172"
"73481.453390483","424.826","424.826","424.826"
"73496.454889486","426.383","426.383","426.383"
"73511.453456598","428.438","428.438","428.438"
"73526.454561997","430.675","430.675","430.675"
"73541.454813035","426.451","426.451","426.451"
"73556.453611482","426.821","426.821","426.821"
"73571.454762092","423.895","423.895","423.895"
"73586.452929644","424.61","424.61","424.61"
"73601.454211632","425.863","425.863","425.863"
"73616.454376476","419.587","419.587","419.587"
"73631.453737093","427.065","427.065","427.065"
"73646.453628362","427.809","427.809","427.809"
"73661.453983282","423.66","423.66","423.66"
"73676.45342844","423.856","423.856","423.856"
"73691.453092352","426.863","426.863","426.863"
"73706.45286273","422.802","422.802","422.802"
"73721.455022184","425.075","425.075","425.075"
"73736.454133883","426.566","426.566","426.566"
"73751.453316806","419.944","419.944","419.944"
"73766.453750355","427.929","427.929","427.929"
"73781.453512527","426.486","426.486","426.486"
"73796.453803002","422.021","422.021","422.021"
"73811.454407909","426.014","426.014","426.014"
"73826.453562119","426.743","426.743","426.743"
"73841.453194773","420.414","420.414","420.414"
"73856.453159915","424.113","424.113","424.113"
"73871.453003909","427.756","427.756","427.756"
"73886.453392105","423.642","423.642","423.642"
"73901.45427633","429.434","429.434","429.434"
"73916.453287397","427.719","427.719","427.719"
"73931.453465111","427.811","427.811","427.811"
"73946.453268275","429.861","429.861","429.861"
"73961.453101697","422.498","422.498","422.498"
"73976.453780214","426.207","426.207","426.207"
"73991.45316414","410.943","410.943","410.943"
"74006.453348866","425.302","425.302","425.302"
"74021.453498171","426.78","426.78","426.78"
"74036.454707084","422.127","422.127","422.127"
"74051.454655635","423.915","423.915","423.915"
"74066.453052374","426.556","426.556","426.556"
"74081.453052247","423.588","423.588","423.588"
"74096.453514659","423.161","423.161","423.161"
"74111.453151662","426.964","426.964","426.964"
"74126.453315315","422.752","422.752","422.752"
"74141.453323263","426.204","426.204","426.204"
"74156.454980181","427.708","427.708","427.708"
"74171.454318468","422.001","422.001","422.001"
"74186.454457446","422.742","422.742","422.742"
"74201.453605658","428.212","428.212","428.212"
"74216.45377718","422.263","422.263","422.263"
"74231.454367889","422.385","422.385","422.385"
"74246.453454406","428.52","428.52","428.52"
"74261.45340779","423.037","423.037","423.037"
"74276.454250106","425.871","425.871","425.871"
"74291.453999449","427.969","427.969","427.969"
"74306.454201519","423.443","423.443","423.443"
"74321.453793296","432.624","432.624","432.624"
"74336.453317049","427.945","427.945","427.945"
"74351.453335225","428.812","428.812","428.812"
"74366.453201","428.279","428.279","428.279"
"74381.453512791","427.469","427.469","427.469"
"74396.453196057","429.108","429.108","429.108"
"74411.45348645","431.174","431.174","431.174"
"74426.453223809","424.686","424.686","424.686"
"74441.454138315","427.102","427.102","427.102"
"74456.454044539","421.22","421.22","421.22"
"74471.454650343","427.759","427.759","427.759"
"74486.453285012","427.31","427.31","427.31"
"74501.453881756","423.674","423.674","423.674"
"74516.453219246","423.927","423.927","423.927"
"74531.454451326","426.548","426.548","426.548"
"74546.454196443","421.785","421.785","421.785"
"74561.453807615","427.827","427.827","427.827"
"74576.452983169","427.031","427.031","427.031"
"74591.454491067","421.355","421.355","421.355"
"74606.453777341","422.716","422.716","422.716"
"74621.453202813","426.503","426.503","426.503"
"74636.453362493","419.349","419.349","419.349"
"74651.453731907","423.958","423.958","423.958"
"74666.454293828","426.644","426.644","426.644"
"74681.453913506","422.14","422.14","422.14"
"74696.453147443","435.531","435.531","435.531"
"74711.453051011","428.278","428.278","428.278"
"74726.45347308","422.633","422.633","422.633"
"74741.454177697","428.722","428.722","428.722"
"74756.45320803","428.163","428.163","428.163"
"74771.453535696","429.35","429.35","429.35"
"74786.453304439","427.531","427.531","427.531"
"74801.453167111","423.622","423.622","423.622"
"74816.45334673","427.366","427.366","427.366"
"74831.453697992","430.31","430.31","430.31"
"74846.454216912","422.117","422.117","422.117"
"74861.453319631","426.888","426.888","426.888"
"74876.453272639","420.681","420.681","420.681"
"74891.45583523","425.271","425.271","425.271"
"74906.455298749","427.245","427.245","427.245"
"74921.453907631","419.523","419.523","419.523"
"74936.453345308","425.057","425.057","425.057"
"74951.452957605","426.717","426.717","426.717"
"74966.453588992","423.939","423.939","423.939"
"74981.453264732","424.981","424.981","424.981"
"74996.453103432","426.895","426.895","426.895"
"75011.45278928","423.422","423.422","423.422"
"75026.453067531","426.124","426.124","426.124"
"75041.453192505","426.887","426.887","426.887"
"75056.453563628","419.294","419.294","419.294"
"75071.455221001","423.637","423.637","423.637"
"75086.452957534","426.573","426.573","426.573"
"75101.454030257","422.103","422.103","422.103"
"75116.453178896","429.085","429.085","429.085"
"75131.452921772","427.914","427.914","427.914"
"75146.453206624","423.009","423.009","423.009"
"75161.45332387","426.917","426.917","426.917"
"75176.453302111","426.995","426.995","426.995"
"75191.45407402","424.296","424.296","424.296"
"75206.453251154","426.547","426.547","426.547"
"75221.452888812","427.377","427.377","427.377"
"75236.4532478","429.178","429.178","429.178"
"75251.453364412","429.564","429.564","429.564"
"75266.455573008","423.776","423.776","423.776"
"75281.453460073","427.956","427.956","427.956"
"75296.453748741","422.207","422.207","422.207"
"75311.453867333","424.311","424.311","424.311"
"75326.45311549","425.867","425.867","425.867"
"75341.453596696","419.928","419.928","419.928"
"75356.45309674","424.052","424.052","424.052"
"75371.453994607","428.223","428.223","428.223"
"75386.453392757","420.293","420.293","420.293"
"75401.453276063","428.602","428.602","428.602"
"75416.453103308","427.047","427.047","427.047"
"75431.453047506","422.822","422.822","422.822"
"75446.454030084","426.108","426.108","426.108"
"75461.45303213","427.438","427.438","427.438"
"75476.453793187","421.704","421.704","421.704"
"75491.453877328","431.048","431.048","431.048"
"75506.453849655","425.617","425.617","425.617"
"75521.453124393","428.927","428.927","428.927"
"75536.452841723","426.481","426.481","426.481"
"75551.453097361","425.387","425.387","425.387"
"75566.453256311","426.933","426.933","426.933"
"75581.453223166","425.78","425.78","425.78"
"75596.453118018","423.033","423.033","423.033"
"75611.45292921","428.104","428.104","428.104"
"75626.453318095","419.929","419.929","419.929"
"75641.454634252","426.968","426.968","426.968"
"75656.453108397","427.619","427.619","427.619"
"75671.453329793","422.523","422.523","422.523"
"75686.454414971","429.791","429.791","429.791"
"75701.453683628","427.713","427.713","427.713"
"75716.453574711","423.937","423.937","423.937"
"75731.453058481","423.64","423.64","423.64"
"75746.45317005","427.318","427.318","427.318"
"75761.453409291","422.298","422.298","422.298"
"75776.453275146","429.457","429.457","429.457"
"75791.453600456","427.783","427.783","427.783"
"75806.45342897","421.735","421.735","421.735"
"75821.455186592","427.526","427.526","427.526"
"75836.452996637","428.266","428.266","428.266"
"75851.470176144","422.826","422.826","422.826"
"75866.453216549","427.972","427.972","427.972"
"75881.453675165","427.87","427.87","427.87"
"75896.453975789","428.999","428.999","428.999"
"75911.453506317","425.475","425.475","425.475"
"75926.453271119","422.876","422.876","422.876"
"75941.453426401","426.131","426.131","426.131"
"75956.454643811","428.026","428.026","428.026"
"75971.453524876","425.004","425.004","425.004"
"75986.453905213","427.202","427.202","427.202"
"76001.453085538","424.189","424.189","424.189"
"76016.453769601","424.318","424.318","424.318"
"76031.453492101","426.549","426.549","426.549"
"76046.453623321","420.402","420.402","420.402"
"76061.453091456","423.894","423.894","423.894"
"76076.453149422","427.8","427.8","427.8"
"76091.453301171","422.418","422.418","422.418"
"76106.453462279","426.395","426.395","426.395"
"76121.45361273","428.545","428.545","428.545"
"76136.453573865","422.479","422.479","422.479"
"76151.453063442","423.605","423.605","423.605"
"76166.453299046","426.661","426.661","426.661"
"76181.455062673","419.034","419.034","419.034"
"76196.453465588","420.908","420.908","420.908"
"76211.453009041","427.271","427.271","427.271"
"76226.454494957","424.063","424.063","424.063"
"76241.453426375","426.673","426.673","426.673"
"76256.452977957","428.343","428.343","428.343"
"76271.453307478","422.972","422.972","422.972"
"76286.453508752","428.78","428.78","428.78"
"76301.453292321","427.97","427.97","427.97"
"76316.454642584","429.1","429.1","429.1"
"76331.454144303","426.858","426.858","426.858"
"76346.454642891","424.012","424.012","424.012"
"76361.45315845","427.26","427.26","427.26"
"76376.453013258","429.077","429.077","429.077"
"76391.453252839","425.342","425.342","425.342"
"76406.453467794","427.818","427.818","427.818"
"76421.454179023","423.951","423.951","423.951"
"76436.452999763","424.542","424.542","424.542"
"76451.453698157","426.196","426.196","426.196"
"76466.454371521","421.482","421.482","421.482"
"76481.453657305","424.208","424.208","424.208"
"76496.453223271","427.491","427.491","427.491"
"76511.454482175","424.232","424.232","424.232"
"76526.453744331","425.568","425.568","425.568"
"76541.453067993","428.134","428.134","428.134"
"76556.453880985","423.823","423.823","423.823"
"76571.453190859","425.845","425.845","425.845"
"76586.453930036","426.663","426.663","426.663"
"76601.453123617","418.895","418.895","418.895"
"76616.453725422","423.451","423.451","423.451"
"76631.453633161","426.901","426.901","426.901"
"76646.453488135","421.57","421.57","421.57"
"76661.453522533","428.818","428.818","428.818"
"76676.453293137","427.392","427.392","427.392"
"76691.453492392","424.658","424.658","424.658"
"76706.455391621","425.747","425.747","425.747"
"76721.454763677","427.397","427.397","427.397"
"76736.452975033","429.287","429.287","429.287"
"76751.453926866","427.336","427.336","427.336"
"76766.453026672","426.241","426.241","426.241"
"76781.453206316","427.956","427.956","427.956"
"76796.453669632","431.839","431.839","431.839"
"76811.453209543","422.827","422.827","422.827"
"76826.454036262","427.723","427.723","427.723"
"76841.453663202","420.363","420.363","420.363"
"76856.453239824","424.302","424.302","424.302"
"76871.453920027","427.414","427.414","427.414"
"76886.453414023","420.583","420.583","420.583"
"76901.453699398","424.037","424.037","424.037"
"76916.453709102","428.133","428.133","428.133"
"76931.45437227","421.363","421.363","421.363"
"76946.452933947","428.804","428.804","428.804"
"76961.453293868","426.926","426.926","426.926"
"76976.454287406","423.317","423.317","423.317"
"76991.453107522","425.019","425.019","425.019"
"77006.453486245","427.53","427.53","427.53"
"77021.453914487","419.752","419.752","419.752"
"77036.453202391","428.07","428.07","428.07"
"77051.453371302","427.705","427.705","427.705"
"77066.453620793","421.91","421.91","421.91"
"77081.454195261","431.976","431.976","431.976"
"77096.453906579","426.428","426.428","426.428"
"77111.453896654","423.449","423.449","423.449"
"77126.453383782","433.391","433.391","433.391"
"77141.454365569","428.043","428.043","428.043"
"77156.453465593","429.664","429.664","429.664"
"77171.453244986","428.412","428.412","428.412"
"77186.453582777","424.808","424.808","424.808"
"77201.454044595","427.287","427.287","427.287"
"77216.456017269","426.003","426.003","426.003"
"77231.45316253","422.62","422.62","422.62"
"77246.453388078","426.564","426.564","426.564"
"77261.452991328","419.142","419.142","419.142"
"77276.453066098","425.252","425.252","425.252"
"77291.452906562","428.04","428.04","428.04"
"77306.454749897","422.503","422.503","422.503"
"77321.454167526","425.255","425.255","425.255"
"77336.453651929","426.603","426.603","426.603"
"77351.453125705","422.142","422.142","422.142"
"77366.453085661","426.495","426.495","426.495"
"77381.453708215","427.638","427.638","427.638"
"77396.453115917","422.927","422.927","422.927"
"77411.453272931","425.228","425.228","425.228"
"77426.454383678","428.516","428.516","428.516"
"77441.453693318","423.235","423.235","423.235"
"77456.453012587","423.889","423.889","423.889"
"77471.453572355","427.11","427.11","427.11"
"77486.453245416","420.575","420.575","420.575"
"77501.45308904","427.051","427.051","427.051"
"77516.453289619","427.324","427.324","427.324"
"77531.453270099","423.767","423.767","423.767"
"77546.45301519","434.018","434.018","434.018"
"77561.453346612","427.727","427.727","427.727"
"77576.45337804","428.03","428.03","428.03"
"77591.453168677","430.792","430.792","430.792"
"77606.453570474","82.26","82.26","82.26"
"77621.453862098","420.319","420.319","420.319"
"77636.455037018","425.242","425.242","425.242"
"77651.453102083","420.539","420.539","420.539"
"77666.453875672","426.69","426.69","426.69"
"77681.452964313","427.274","427.274","427.274"
"77696.453474996","418.251","418.251","418.251"
"77711.453526932","428.223","428.223","428.223"
"77726.453087062","426.701","426.701","426.701"
"77741.455562603","426.368","426.368","426.368"
"77756.455234474","428.111","428.111","428.111"
"77771.452950889","424.677","424.677","424.677"
"77786.453659607","426.138","426.138","426.138"
"77801.453813608","428.994","428.994","428.994"
"77816.453319768","425.012","425.012","425.012"
"77831.453449363","425.886","425.886","425.886"
"77846.455247717","425.358","425.358","425.358"
"77861.453428239","424.163","424.163","424.163"
"77876.453415595","426.846","426.846","426.846"
"77891.453788902","422.149","422.149","422.149"
"77906.453468418","427.782","427.782","427.782"
"77921.454724016","426.679","426.679","426.679"
"77936.454438109","420.629","420.629","420.629"
"77951.45355393","425.635","425.635","425.635"
"77966.453445547","426.239","426.239","426.239"
"77981.453066607","421.332","421.332","421.332"
"77996.453559204","426.796","426.796","426.796"
"78011.452854789","426.822","426.822","426.822"
"78026.452956694","421.578","421.578","421.578"
"78041.453693545","428.623","428.623","428.623"
"78056.453603504","426.219","426.219","426.219"
"78071.453679931","422.01","422.01","422.01"
"78086.453701933","426.84","426.84","426.84"
"78101.453680919","427.466","427.466","427.466"
"78116.453532427","426.199","426.199","426.199"
"78131.453295903","431.063","431.063","431.063"
"78146.453458259","428.258","428.258","428.258"
"78161.453724824","430.454","430.454","430.454"
"78176.453789639","433.898","433.898","433.898"
"78191.45327162","428.293","428.293","428.293"
"78206.453575771","426.925","426.925","426.925"
"78221.453142718","429.002","429.002","429.002"
"78236.453116147","425.531","425.531","425.531"
"78251.453126243","428.552","428.552","428.552"
"78266.453050937","424.016","424.016","424.016"
"78281.452976825","425.881","425.881","425.881"
"78296.453562856","428.224","428.224","428.224"
"78311.453135954","425.618","425.618","425.618"
"78326.453153727","426.156","426.156","426.156"
"78341.453056169","429.241","429.241","429.241"
"78356.454634231","425.704","425.704","425.704"
"78371.453037714","429.036","429.036","429.036"
"78386.453466254","428.35","428.35","428.35"
"78401.452720925","424.471","424.471","424.471"
"78416.453117878","429.327","429.327","429.327"
"78431.454220829","428.756","428.756","428.756"
"78446.453033171","423.93","423.93","423.93"
"78461.452850039","425.228","425.228","425.228"
