"Relative Time (Process)","ft1 - system/gpu.0.powerWatts","ft1 - system/gpu.0.powerWatts__MIN","ft1 - system/gpu.0.powerWatts__MAX"
"34875.355587037","419.675","419.675","419.675"
"34890.355166693","425.269","425.269","425.269"
"34905.354428049","425.969","425.969","425.969"
"34920.354028762","418.07","418.07","418.07"
"34935.354594397","428.086","428.086","428.086"
"34950.355780313","426.339","426.339","426.339"
"34965.354024044","420.853","420.853","420.853"
"34980.355490597","425.66","425.66","425.66"
"34995.353855484","425.664","425.664","425.664"
"35010.357146488","419.693","419.693","419.693"
"35025.353773125","433.328","433.328","433.328"
"35040.354486576","426.149","426.149","426.149"
"35055.353977634","422.416","422.416","422.416"
"35070.354222916","430.794","430.794","430.794"
"35085.354182688","426.851","426.851","426.851"
"35100.353633782","421.691","421.691","421.691"
"35115.354425968","423.773","423.773","423.773"
"35130.353518947","427.256","427.256","427.256"
"35145.354293233","427.392","427.392","427.392"
"35160.354919907","426.259","426.259","426.259"
"35175.354099906","423.496","423.496","423.496"
"35190.354428082","425.563","425.563","425.563"
"35205.354417088","426.875","426.875","426.875"
"35220.354154164","426.017","426.017","426.017"
"35235.354094545","427.187","427.187","427.187"
"35250.355035299","422.05","422.05","422.05"
"35265.354323241","426.88","426.88","426.88"
"35280.354870782","426.422","426.422","426.422"
"35295.354275724","423.022","423.022","423.022"
"35310.354683589","425.58","425.58","425.58"
"35325.354226114","425.604","425.604","425.604"
"35340.353524386","423.363","423.363","423.363"
"35355.356587104","423.404","423.404","423.404"
"35370.355538295","426.634","426.634","426.634"
"35385.35420522","421.459","421.459","421.459"
"35400.354159073","421.945","421.945","421.945"
"35415.35428566","425.753","425.753","425.753"
"35430.355489488","420.827","420.827","420.827"
"35445.354011722","429.978","429.978","429.978"
"35460.353967238","425.356","425.356","425.356"
"35475.353459151","418.994","418.994","418.994"
"35490.353842497","424.59","424.59","424.59"
"35505.355630263","425.799","425.799","425.799"
"35520.353735563","420.566","420.566","420.566"
"35535.35443638","424.935","424.935","424.935"
"35550.354227165","425.938","425.938","425.938"
"35565.35404409","418.703","418.703","418.703"
"35580.353862148","426.581","426.581","426.581"
"35595.354762115","426.35","426.35","426.35"
"35610.354109291","422.157","422.157","422.157"
"35625.35476112","425.707","425.707","425.707"
"35640.354435697","426.519","426.519","426.519"
"35655.354077999","428.371","428.371","428.371"
"35670.353810222","424.758","424.758","424.758"
"35685.353992273","423.234","423.234","423.234"
"35700.354150628","426.892","426.892","426.892"
"35715.355570234","427.047","427.047","427.047"
"35730.353903179","424.209","424.209","424.209"
"35745.354305988","426.543","426.543","426.543"
"35760.353826159","423.923","423.923","423.923"
"35775.354302383","422.405","422.405","422.405"
"35790.354358057","425.665","425.665","425.665"
"35805.353661766","419.641","419.641","419.641"
"35820.354504037","424.024","424.024","424.024"
"35835.354279684","426.647","426.647","426.647"
"35850.354416148","421.046","421.046","421.046"
"35865.354195629","423.028","423.028","423.028"
"35880.354040665","425.731","425.731","425.731"
"35895.353725563","421.778","421.778","421.778"
"35910.353846574","423.15","423.15","423.15"
"35925.353609368","427.013","427.013","427.013"
"35940.354940488","422.409","422.409","422.409"
"35955.355586845","422.655","422.655","422.655"
"35970.354104742","426.555","426.555","426.555"
"35985.353973577","422.199","422.199","422.199"
"36000.353967467","424.544","424.544","424.544"
"36015.354097359","425.855","425.855","425.855"
"36030.354223055","424.036","424.036","424.036"
"36045.354255913","426.77","426.77","426.77"
"36060.353490134","426.578","426.578","426.578"
"36075.353907152","422.033","422.033","422.033"
"36090.354482035","431.801","431.801","431.801"
"36105.35381127","426.376","426.376","426.376"
"36120.353998668","419.853","419.853","419.853"
"36135.355600176","435.164","435.164","435.164"
"36150.354438586","426.702","426.702","426.702"
"36165.354377834","423.861","423.861","423.861"
"36180.355004017","425.158","425.158","425.158"
"36195.354230212","426.226","426.226","426.226"
"36210.354503104","429.297","429.297","429.297"
"36225.353940929","424.299","424.299","424.299"
"36240.355249512","422.087","422.087","422.087"
"36255.353843757","426.569","426.569","426.569"
"36270.353880096","426.563","426.563","426.563"
"36285.355014664","423.701","423.701","423.701"
"36300.353997717","426.541","426.541","426.541"
"36315.353938977","422.888","422.888","422.888"
"36330.354145725","424.555","424.555","424.555"
"36345.354297007","427.757","427.757","427.757"
"36360.353521648","422.348","422.348","422.348"
"36375.354740428","425.734","425.734","425.734"
"36390.353940447","426.045","426.045","426.045"
"36405.353846468","422.062","422.062","422.062"
"36420.354663054","415.463","415.463","415.463"
"36435.353861521","426.714","426.714","426.714"
"36450.354384045","420.098","420.098","420.098"
"36465.353563194","427.743","427.743","427.743"
"36480.354499946","425.112","425.112","425.112"
"36495.354027943","421.598","421.598","421.598"
"36510.354463956","420.7","420.7","420.7"
"36525.354684264","425.626","425.626","425.626"
"36540.354505129","419.024","419.024","419.024"
"36555.353822691","78.762","78.762","78.762"
"36570.354249891","72.842","72.842","72.842"
"36585.354172423","71.343","71.343","71.343"
"36600.35407743","70.138","70.138","70.138"
"36615.354537744","417.892","417.892","417.892"
"36630.354143264","424.044","424.044","424.044"
"36645.354016888","426.759","426.759","426.759"
"36660.354259582","422.883","422.883","422.883"
"36675.353701795","426.271","426.271","426.271"
"36690.353988141","422.709","422.709","422.709"
"36705.354971592","424.461","424.461","424.461"
"36720.35408669","427.651","427.651","427.651"
"36735.354308087","428.772","428.772","428.772"
"36750.354174016","423.127","423.127","423.127"
"36765.353930627","427.316","427.316","427.316"
"36780.35375788","429.162","429.162","429.162"
"36795.354583646","422.404","422.404","422.404"
"36810.354336699","424.852","424.852","424.852"
"36825.354334182","422.473","422.473","422.473"
"36840.353968001","423.882","423.882","423.882"
"36855.353837749","426.596","426.596","426.596"
"36870.355743146","420.831","420.831","420.831"
"36885.354115997","424.461","424.461","424.461"
"36900.35404843","425.42","425.42","425.42"
"36915.35342221","422.165","422.165","422.165"
"36930.3563451","420.875","420.875","420.875"
"36945.354202057","426.069","426.069","426.069"
"36960.353810491","424.149","424.149","424.149"
"36975.353662275","424.793","424.793","424.793"
"36990.354008306","425.71","425.71","425.71"
"37005.355048381","418.277","418.277","418.277"
"37020.354213673","425.343","425.343","425.343"
"37035.354879902","427.242","427.242","427.242"
"37050.353949845","421.623","421.623","421.623"
"37065.355999213","427.845","427.845","427.845"
"37080.355692058","426.394","426.394","426.394"
"37095.354209249","422.46","422.46","422.46"
"37110.354586489","425.575","425.575","425.575"
"37125.354022873","426.756","426.756","426.756"
"37140.353788329","428.139","428.139","428.139"
"37155.356026454","426.176","426.176","426.176"
"37170.355014572","423.488","423.488","423.488"
"37185.35460213","424.148","424.148","424.148"
"37200.353581091","426.555","426.555","426.555"
"37215.354534308","426.026","426.026","426.026"
"37230.353978941","426.87","426.87","426.87"
"37245.354066815","417.988","417.988","417.988"
"37260.353990404","427.064","427.064","427.064"
"37275.354081736","426.061","426.061","426.061"
"37290.353526864","421.5","421.5","421.5"
"37305.353975848","423.627","423.627","423.627"
"37320.353949588","425.998","425.998","425.998"
"37335.354408869","421.792","421.792","421.792"
"37350.353789218","424.009","424.009","424.009"
"37365.354220291","425.504","425.504","425.504"
"37380.353820212","420.441","420.441","420.441"
"37395.354034094","422.889","422.889","422.889"
"37410.35367215","426.971","426.971","426.971"
"37425.353907407","421.051","421.051","421.051"
"37440.355362751","425.446","425.446","425.446"
"37455.354412909","426.612","426.612","426.612"
"37470.35444985","421.136","421.136","421.136"
"37485.354419033","423.461","423.461","423.461"
"37500.353572741","426.539","426.539","426.539"
"37515.35492204","425.734","425.734","425.734"
"37530.354187582","428.698","428.698","428.698"
"37545.353797532","426.408","426.408","426.408"
"37560.353802663","428.408","428.408","428.408"
"37575.3557117","431.129","431.129","431.129"
"37590.355829489","426.029","426.029","426.029"
"37605.354126438","426.701","426.701","426.701"
"37620.3544061","426.366","426.366","426.366"
"37635.353877635","424.545","424.545","424.545"
"37650.354273569","426.466","426.466","426.466"
"37665.354544483","420.587","420.587","420.587"
"37680.353559219","424.598","424.598","424.598"
"37695.353866318","426.155","426.155","426.155"
"37710.35559408","419.533","419.533","419.533"
"37725.354849209","425.256","425.256","425.256"
"37740.354153139","426.458","426.458","426.458"
"37755.354269863","422.39","422.39","422.39"
"37770.354194802","423.992","423.992","423.992"
"37785.356166306","425.152","425.152","425.152"
"37800.353515764","421.918","421.918","421.918"
"37815.354286172","420.363","420.363","420.363"
"37830.353869811","426.599","426.599","426.599"
"37845.356290109","422.222","422.222","422.222"
"37860.356245396","421.656","421.656","421.656"
"37875.35369218","426.634","426.634","426.634"
"37890.355891522","422","422","422"
"37905.354796446","429.781","429.781","429.781"
"37920.354149153","427.732","427.732","427.732"
"37935.354325294","421.483","421.483","421.483"
"37950.354651516","433.958","433.958","433.958"
"37965.353441534","426.093","426.093","426.093"
"37980.354043212","418.452","418.452","418.452"
"37995.354335832","428.363","428.363","428.363"
"38010.354703023","426.489","426.489","426.489"
"38025.353909884","422.313","422.313","422.313"
"38040.354117568","431.358","431.358","431.358"
"38055.354055078","427.742","427.742","427.742"
"38070.354150157","428.015","428.015","428.015"
"38085.356693642","429.726","429.726","429.726"
"38100.355469147","422.497","422.497","422.497"
"38115.354046934","426.289","426.289","426.289"
"38130.353903574","430.589","430.589","430.589"
"38145.353873154","424.747","424.747","424.747"
"38160.354198109","427.976","427.976","427.976"
"38175.354238976","421.413","421.413","421.413"
"38190.354638544","424.018","424.018","424.018"
"38205.35451448","426.336","426.336","426.336"
"38220.353426971","421.452","421.452","421.452"
"38235.353842798","424.741","424.741","424.741"
"38250.355387023","426.381","426.381","426.381"
"38265.355076528","420.666","420.666","420.666"
"38280.354410794","425.617","425.617","425.617"
"38295.35544949","426.096","426.096","426.096"
"38310.354565051","421.519","421.519","421.519"
"38325.354097161","426.478","426.478","426.478"
"38340.35437471","427.554","427.554","427.554"
"38355.354795885","421.702","421.702","421.702"
"38370.355916851","425.971","425.971","425.971"
"38385.355265155","427.643","427.643","427.643"
"38400.353412824","419.179","419.179","419.179"
"38415.354809152","425.931","425.931","425.931"
"38430.354506115","426.41","426.41","426.41"
"38445.354567713","421.888","421.888","421.888"
"38460.354174985","432.424","432.424","432.424"
"38475.354893485","426.964","426.964","426.964"
"38490.354256971","420.028","420.028","420.028"
"38505.354989957","428.986","428.986","428.986"
"38520.354235598","425.949","425.949","425.949"
"38535.354132217","421.783","421.783","421.783"
"38550.353951552","428.883","428.883","428.883"
"38565.354824167","427.524","427.524","427.524"
"38580.354101999","428.135","428.135","428.135"
"38595.355066794","425.479","425.479","425.479"
"38610.35399727","424.934","424.934","424.934"
"38625.354054422","428.275","428.275","428.275"
"38640.354275379","427.799","427.799","427.799"
"38655.354810441","424.666","424.666","424.666"
"38670.35409565","426.027","426.027","426.027"
"38685.354321678","426.355","426.355","426.355"
"38700.35424243","424.67","424.67","424.67"
"38715.354602852","425.952","425.952","425.952"
"38730.353948082","420.842","420.842","420.842"
"38745.353396953","425.143","425.143","425.143"
"38760.35480758","426.219","426.219","426.219"
"38775.354880331","419.97","419.97","419.97"
"38790.354887988","422.482","422.482","422.482"
"38805.354268533","425.727","425.727","425.727"
"38820.353823113","422.404","422.404","422.404"
"38835.354369492","423.26","423.26","423.26"
"38850.356301262","426.451","426.451","426.451"
"38865.357014824","422.17","422.17","422.17"
"38880.355009145","428.379","428.379","428.379"
"38895.35392817","425.975","425.975","425.975"
"38910.354742269","421.48","421.48","421.48"
"38925.353768734","427.883","427.883","427.883"
"38940.353923924","427.521","427.521","427.521"
"38955.354783604","423.476","423.476","423.476"
"38970.355492853","428.02","428.02","428.02"
"38985.353833096","427.099","427.099","427.099"
"39000.356112183","421.285","421.285","421.285"
"39015.354112204","426.814","426.814","426.814"
"39030.354193196","426.412","426.412","426.412"
"39045.354120866","419.739","419.739","419.739"
"39060.354891634","425.427","425.427","425.427"
"39075.353971899","427.26","427.26","427.26"
"39090.353952601","423.864","423.864","423.864"
"39105.354237152","426.366","426.366","426.366"
"39120.356638704","425.686","425.686","425.686"
"39135.354149603","428.048","428.048","428.048"
"39150.354305814","425.205","425.205","425.205"
"39165.355144546","423.386","423.386","423.386"
"39180.35493697","425.589","425.589","425.589"
"39195.353818215","427.088","427.088","427.088"
"39210.354071034","424.371","424.371","424.371"
"39225.354093413","426.188","426.188","426.188"
"39240.355172624","422.995","422.995","422.995"
"39255.354260047","426.969","426.969","426.969"
"39270.354710711","426.15","426.15","426.15"
"39285.354258539","421.897","421.897","421.897"
"39300.354321102","425.986","425.986","425.986"
"39315.355334587","425.105","425.105","425.105"
"39330.353986583","422.582","422.582","422.582"
"39345.355015136","421.844","421.844","421.844"
"39360.354771439","426.032","426.032","426.032"
"39375.354017484","421.806","421.806","421.806"
"39390.356243441","427.194","427.194","427.194"
"39405.354248763","427.15","427.15","427.15"
"39420.353946341","421.597","421.597","421.597"
"39435.358945897","424.477","424.477","424.477"
"39450.353849778","427.824","427.824","427.824"
"39465.354025678","423.748","423.748","423.748"
"39480.354643156","430.571","430.571","430.571"
"39495.354304888","426.294","426.294","426.294"
"39510.35371252","421.182","421.182","421.182"
"39525.355936841","427.07","427.07","427.07"
"39540.353646504","427.48","427.48","427.48"
"39555.354301617","418.94","418.94","418.94"
"39570.355438671","430.262","430.262","430.262"
"39585.353462751","427.144","427.144","427.144"
"39600.353895401","424.136","424.136","424.136"
"39615.354375707","424.224","424.224","424.224"
"39630.354057111","426.346","426.346","426.346"
"39645.354123512","428.45","428.45","428.45"
"39660.35437843","430.064","430.064","430.064"
"39675.354414761","424.397","424.397","424.397"
"39690.35430428","425.626","425.626","425.626"
"39705.3548215","425.272","425.272","425.272"
"39720.353720948","426.182","426.182","426.182"
"39735.35448638","427.629","427.629","427.629"
"39750.354191296","421.209","421.209","421.209"
"39765.353945526","422.758","422.758","422.758"
"39780.355085229","426.574","426.574","426.574"
"39795.353676216","423.639","423.639","423.639"
"39810.356537936","427.379","427.379","427.379"
"39825.355769102","426.039","426.039","426.039"
"39840.355885904","423.536","423.536","423.536"
"39855.354410379","426.022","426.022","426.022"
"39870.358588687","427.639","427.639","427.639"
"39885.35419148","423.382","423.382","423.382"
"39900.35412275","425.61","425.61","425.61"
"39915.355481111","426.7","426.7","426.7"
"39930.354462431","421.788","421.788","421.788"
"39945.353887367","426.596","426.596","426.596"
"39960.355261644","428.036","428.036","428.036"
"39975.354117523","421.799","421.799","421.799"
"39990.356920691","424.705","424.705","424.705"
"40005.355817238","427.237","427.237","427.237"
"40020.35392251","419.216","419.216","419.216"
"40035.354054114","432.374","432.374","432.374"
"40050.356464824","426.422","426.422","426.422"
"40065.354985809","423.419","423.419","423.419"
"40080.353655509","429.221","429.221","429.221"
"40095.356655478","428.379","428.379","428.379"
"40110.354092286","426.478","426.478","426.478"
"40125.353609103","431.01","431.01","431.01"
"40140.356009093","426.327","426.327","426.327"
"40155.354467339","429.637","429.637","429.637"
"40170.353777645","429.733","429.733","429.733"
"40185.355412384","424.068","424.068","424.068"
"40200.354171778","426.861","426.861","426.861"
"40215.353627776","414.036","414.036","414.036"
"40230.354817523","423.757","423.757","423.757"
"40245.353955399","427.116","427.116","427.116"
"40260.353981564","420.083","420.083","420.083"
"40275.354440459","422.61","422.61","422.61"
"40290.353761284","426.915","426.915","426.915"
"40305.355582391","422.774","422.774","422.774"
"40320.354514837","425.047","425.047","425.047"
"40335.354299064","427.752","427.752","427.752"
"40350.35458582","422.606","422.606","422.606"
"40365.354581447","430.633","430.633","430.633"
"40380.354386398","426.703","426.703","426.703"
"40395.354052412","423.085","423.085","423.085"
"40410.354421385","427.475","427.475","427.475"
"40425.354877789","427.694","427.694","427.694"
"40440.353945506","425.884","425.884","425.884"
"40455.35424021","427.172","427.172","427.172"
"40470.353698537","423.694","423.694","423.694"
"40485.354079417","429.32","429.32","429.32"
"40500.354778951","430.656","430.656","430.656"
"40515.354088695","424.094","424.094","424.094"
"40530.354459229","426.982","426.982","426.982"
"40545.3542408","428.156","428.156","428.156"
"40560.354673297","426.964","426.964","426.964"
"40575.353924179","426.963","426.963","426.963"
"40590.35421807","423.485","423.485","423.485"
"40605.353663347","423.816","423.816","423.816"
"40620.353974831","426.784","426.784","426.784"
"40635.355598426","422.44","422.44","422.44"
"40650.356169599","425.886","425.886","425.886"
"40665.354163252","426.631","426.631","426.631"
"40680.35518806","424.039","424.039","424.039"
"40695.354252887","426.057","426.057","426.057"
"40710.353530865","426.794","426.794","426.794"
"40725.354592079","424.225","424.225","424.225"
"40740.354065066","425.197","425.197","425.197"
"40755.353521462","427.344","427.344","427.344"
"40770.353889415","421.799","421.799","421.799"
"40785.354622283","430.42","430.42","430.42"
"40800.354311424","426.64","426.64","426.64"
"40815.354274749","424.944","424.944","424.944"
"40830.355430009","428.65","428.65","428.65"
"40845.35427163","428.543","428.543","428.543"
"40860.354448312","421.345","421.345","421.345"
"40875.353961648","426.746","426.746","426.746"
"40890.355250454","425.217","425.217","425.217"
"40905.354325926","420.9","420.9","420.9"
"40920.356556278","428.708","428.708","428.708"
"40935.354317972","427.41","427.41","427.41"
"40950.354239964","423.508","423.508","423.508"
"40965.354495625","424.535","424.535","424.535"
"40980.353744091","427.258","427.258","427.258"
"40995.356384561","428.586","428.586","428.586"
"41010.353948381","427.268","427.268","427.268"
"41025.35466795","423.696","423.696","423.696"
"41040.353940546","425.87","425.87","425.87"
"41055.353835025","426.154","426.154","426.154"
"41070.354634265","425.436","425.436","425.436"
"41085.35436742","427.176","427.176","427.176"
"41100.354191645","421.925","421.925","421.925"
"41115.355626834","425.258","425.258","425.258"
"41130.353752781","76.543","76.543","76.543"
"41145.353650795","73.27","73.27","73.27"
"41160.354288011","70.419","70.419","70.419"
"41175.354066732","415.871","415.871","415.871"
"41190.354313432","422.306","422.306","422.306"
"41205.353935823","423.419","423.419","423.419"
"41220.354138513","419.856","419.856","419.856"
"41235.354638716","424.949","424.949","424.949"
"41250.353830908","424.911","424.911","424.911"
"41265.354988282","420.954","420.954","420.954"
"41280.353506895","422.759","422.759","422.759"
"41295.353885005","424.089","424.089","424.089"
"41310.354832618","423.463","423.463","423.463"
"41325.353393126","426.355","426.355","426.355"
"41340.354004085","427.474","427.474","427.474"
"41355.354148948","421.295","421.295","421.295"
"41370.35411657","423.478","423.478","423.478"
"41385.354009203","426.008","426.008","426.008"
"41400.354093634","419.233","419.233","419.233"
"41415.35397317","428.637","428.637","428.637"
"41430.35643264","426.922","426.922","426.922"
"41445.354445767","426.149","426.149","426.149"
"41460.354835366","423.352","423.352","423.352"
"41475.354041836","423.985","423.985","423.985"
"41490.354620675","426.818","426.818","426.818"
"41505.35458473","427.95","427.95","427.95"
"41520.35440033","423.142","423.142","423.142"
"41535.353755996","425.709","425.709","425.709"
"41550.354530116","421.799","421.799","421.799"
"41565.354633","425.76","425.76","425.76"
"41580.35383017","426.065","426.065","426.065"
"41595.354595784","420.798","420.798","420.798"
"41610.355769039","422.909","422.909","422.909"
"41625.354497886","427.108","427.108","427.108"
"41640.354102453","421.852","421.852","421.852"
"41655.35442199","427.329","427.329","427.329"
"41670.353905212","425.767","425.767","425.767"
"41685.35374957","424.612","424.612","424.612"
"41700.354379274","425.504","425.504","425.504"
"41715.354161935","426.197","426.197","426.197"
"41730.354965027","418.879","418.879","418.879"
"41745.353902409","424.442","424.442","424.442"
"41760.354224556","426.856","426.856","426.856"
"41775.354513772","420.66","420.66","420.66"
"41790.355214663","428.51","428.51","428.51"
"41805.353824572","426.251","426.251","426.251"
"41820.354445317","420.026","420.026","420.026"
"41835.354576014","426.781","426.781","426.781"
"41850.353935207","425.882","425.882","425.882"
"41865.354310665","422.849","422.849","422.849"
"41880.355212928","426.511","426.511","426.511"
"41895.353555406","425.731","425.731","425.731"
"41910.35422456","428.178","428.178","428.178"
"41925.353802702","431.055","431.055","431.055"
"41940.355668945","425.016","425.016","425.016"
"41955.354312773","429.509","429.509","429.509"
"41970.354448318","430.969","430.969","430.969"
"41985.354155321","423.703","423.703","423.703"
"42000.354035742","426.437","426.437","426.437"
"42015.3572782","425.393","425.393","425.393"
"42030.355000325","425.301","425.301","425.301"
"42045.353845924","426.861","426.861","426.861"
"42060.353506876","420.147","420.147","420.147"
"42075.353690587","424.065","424.065","424.065"
"42090.354195407","426.001","426.001","426.001"
"42105.354170749","422.013","422.013","422.013"
"42120.354157608","426.407","426.407","426.407"
"42135.353728615","426.625","426.625","426.625"
"42150.354141361","421.777","421.777","421.777"
"42165.353922561","423.619","423.619","423.619"
"42180.353829641","425.582","425.582","425.582"
"42195.354072817","422.275","422.275","422.275"
"42210.353586441","427.14","427.14","427.14"
"42225.35407773","426.208","426.208","426.208"
"42240.353844983","422.635","422.635","422.635"
"42255.354183009","425.422","425.422","425.422"
"42270.354288156","426.759","426.759","426.759"
"42285.354389326","424.561","424.561","424.561"
"42300.354423572","425.834","425.834","425.834"
"42315.355784383","426.557","426.557","426.557"
"42330.353819201","421.65","421.65","421.65"
"42345.355961187","428.903","428.903","428.903"
"42360.355384475","426.543","426.543","426.543"
"42375.354488194","422.517","422.517","422.517"
"42390.354702891","432.958","432.958","432.958"
"42405.353949147","426.927","426.927","426.927"
"42420.35636056","427.732","427.732","427.732"
"42435.354266059","425.188","425.188","425.188"
"42450.353963941","427.64","427.64","427.64"
"42465.354396001","428.136","428.136","428.136"
"42480.353973129","424.729","424.729","424.729"
"42495.354912989","422.968","422.968","422.968"
"42510.354603006","426.596","426.596","426.596"
"42525.354175372","430.564","430.564","430.564"
"42540.354752106","423.2","423.2","423.2"
"42555.354821433","426.985","426.985","426.985"
"42570.354222788","424.512","424.512","424.512"
"42585.355966695","425.571","425.571","425.571"
"42600.354738143","426.781","426.781","426.781"
"42615.354359164","422.592","422.592","422.592"
"42630.355028283","425.517","425.517","425.517"
"42645.354521096","426.24","426.24","426.24"
"42660.353748997","422.228","422.228","422.228"
"42675.354330757","422.101","422.101","422.101"
"42690.354124533","426.414","426.414","426.414"
"42705.3541926","421.623","421.623","421.623"
"42720.353830077","425.772","425.772","425.772"
"42735.354622895","427.471","427.471","427.471"
"42750.356916087","422.787","422.787","422.787"
"42765.35400607","424.298","424.298","424.298"
"42780.355360416","427.152","427.152","427.152"
"42795.354592775","421.017","421.017","421.017"
"42810.353338234","423.965","423.965","423.965"
"42825.35426003","427.281","427.281","427.281"
"42840.353362502","422.911","422.911","422.911"
"42855.353669196","426.985","426.985","426.985"
"42870.354525781","427.121","427.121","427.121"
"42885.354496818","421.35","421.35","421.35"
"42900.353909271","431.155","431.155","431.155"
"42915.354230478","426.568","426.568","426.568"
"42930.354771698","422.648","422.648","422.648"
"42945.354006629","430.407","430.407","430.407"
"42960.354245633","427.4","427.4","427.4"
"42975.353830061","423.445","423.445","423.445"
"42990.355658605","424.196","424.196","424.196"
"43005.354283133","427.625","427.625","427.625"
"43020.354167463","429.375","429.375","429.375"
"43035.355175863","432.347","432.347","432.347"
"43050.353959932","425.97","425.97","425.97"
"43065.354520527","426.544","426.544","426.544"
"43080.35427872","425.055","425.055","425.055"
"43095.354161377","424.843","424.843","424.843"
"43110.353876724","426.259","426.259","426.259"
"43125.353420767","418.61","418.61","418.61"
"43140.353579213","425.089","425.089","425.089"
"43155.353680219","426.061","426.061","426.061"
"43170.354199287","419.996","419.996","419.996"
"43185.35428658","424.605","424.605","424.605"
"43200.353841665","426.321","426.321","426.321"
"43215.354315305","421.714","421.714","421.714"
"43230.354319348","426.48","426.48","426.48"
"43245.354190394","425.541","425.541","425.541"
"43260.354138027","421.023","421.023","421.023"
"43275.353854525","426.271","426.271","426.271"
"43290.353812528","425.934","425.934","425.934"
"43305.353822073","420.529","420.529","420.529"
"43320.354377333","423.125","423.125","423.125"
"43335.353738342","426.728","426.728","426.728"
"43350.354211906","418.371","418.371","418.371"
"43365.353487078","424.795","424.795","424.795"
"43380.354260543","427.607","427.607","427.607"
"43395.354666263","420.15","420.15","420.15"
"43410.354055382","427.846","427.846","427.846"
"43425.354283497","426.05","426.05","426.05"
"43440.353909386","418.672","418.672","418.672"
"43455.355227106","429.803","429.803","429.803"
"43470.354068696","425.979","425.979","425.979"
"43485.354873514","424.895","424.895","424.895"
"43500.357234859","432.902","432.902","432.902"
"43515.354256424","426.643","426.643","426.643"
"43530.354136345","427.001","427.001","427.001"
"43545.353557413","422.871","422.871","422.871"
"43560.354898415","424.46","424.46","424.46"
"43575.353481907","428.15","428.15","428.15"
"43590.353519689","428.871","428.871","428.871"
"43605.354140179","423.32","423.32","423.32"
"43620.354358692","426.243","426.243","426.243"
"43635.354361943","427.242","427.242","427.242"
"43650.35546835","426.815","426.815","426.815"
"43665.353643729","426.317","426.317","426.317"
"43680.354311861","420.171","420.171","420.171"
"43695.354335762","424.987","424.987","424.987"
"43710.354513501","427.371","427.371","427.371"
"43725.355036015","420.127","420.127","420.127"
"43740.353657789","423.353","423.353","423.353"
"43755.353527896","426.422","426.422","426.422"
"43770.355550888","423.474","423.474","423.474"
"43785.353933285","424.088","424.088","424.088"
"43800.354821759","425.741","425.741","425.741"
"43815.355093339","422.757","422.757","422.757"
"43830.354009861","430.177","430.177","430.177"
"43845.355783705","425.568","425.568","425.568"
"43860.354369899","420.436","420.436","420.436"
"43875.354197704","425.445","425.445","425.445"
"43890.354585958","425.24","425.24","425.24"
"43905.354399502","421.222","421.222","421.222"
"43920.354449709","420.863","420.863","420.863"
"43935.353995412","425.33","425.33","425.33"
"43950.354414973","421.773","421.773","421.773"
"43965.353908701","423.924","423.924","423.924"
"43980.354309968","426.724","426.724","426.724"
"43995.354284032","419.993","419.993","419.993"
"44010.354096116","430.782","430.782","430.782"
"44025.354492046","426.233","426.233","426.233"
"44040.354250119","422.654","422.654","422.654"
"44055.353761582","433.256","433.256","433.256"
"44070.354541858","426.605","426.605","426.605"
"44085.35469039","427.704","427.704","427.704"
"44100.355677988","427.047","427.047","427.047"
"44115.354738665","424.599","424.599","424.599"
"44130.354384452","428.258","428.258","428.258"
"44145.357163459","431.117","431.117","431.117"
"44160.354658827","423.177","423.177","423.177"
"44175.354411822","426.704","426.704","426.704"
"44190.353760976","426.352","426.352","426.352"
"44205.354174503","425.103","425.103","425.103"
"44220.353617188","426.933","426.933","426.933"
"44235.35430833","420.715","420.715","420.715"
"44250.354712511","426.556","426.556","426.556"
"44265.354403937","426.182","426.182","426.182"
"44280.35520654","422.811","422.811","422.811"
"44295.355277042","425.582","425.582","425.582"
"44310.353954131","425.15","425.15","425.15"
"44325.353901826","411.217","411.217","411.217"
"44340.354273069","421.71","421.71","421.71"
"44355.35441222","426.685","426.685","426.685"
"44370.355901572","421.794","421.794","421.794"
"44385.354368043","423.427","423.427","423.427"
"44400.35442895","426.417","426.417","426.417"
"44415.356519246","421.513","421.513","421.513"
"44430.354392152","425.909","425.909","425.909"
"44445.354434222","426.567","426.567","426.567"
"44460.353361772","421.129","421.129","421.129"
"44475.353583006","420.135","420.135","420.135"
"44490.354749957","426.018","426.018","426.018"
"44505.353923932","420.713","420.713","420.713"
"44520.353773512","427.015","427.015","427.015"
"44535.355120355","426.119","426.119","426.119"
"44550.354545549","418.988","418.988","418.988"
"44565.354468469","431.618","431.618","431.618"
"44580.353828872","427.042","427.042","427.042"
"44595.354349656","422.651","422.651","422.651"
"44610.353780834","432.382","432.382","432.382"
"44625.354344214","426.902","426.902","426.902"
"44640.35388554","427.743","427.743","427.743"
"44655.35418909","425.649","425.649","425.649"
"44670.354287042","425.125","425.125","425.125"
"44685.354512299","428.988","428.988","428.988"
"44700.354900884","428.395","428.395","428.395"
"44715.354414651","423.856","423.856","423.856"
"44730.354088277","425.885","425.885","425.885"
"44745.354455977","424.716","424.716","424.716"
"44760.354228454","424.922","424.922","424.922"
"44775.354817524","426.459","426.459","426.459"
"44790.353898736","420.173","420.173","420.173"
"44805.353984349","423.942","423.942","423.942"
