"Step","pi_hanoi_300_subtasks_no_masking - loss","pi_hanoi_300_subtasks_no_masking - loss__MIN","pi_hanoi_300_subtasks_no_masking - loss__MAX"
"13200","0.015333155170083046","0.015333155170083046","0.015333155170083046"
"13300","0.014853887259960175","0.014853887259960175","0.014853887259960175"
"13400","0.015249263495206833","0.015249263495206833","0.015249263495206833"
"13500","0.015209357254207134","0.015209357254207134","0.015209357254207134"
"13600","0.015163211151957512","0.015163211151957512","0.015163211151957512"
"13700","0.014753415249288082","0.014753415249288082","0.014753415249288082"
"13800","0.014817323535680771","0.014817323535680771","0.014817323535680771"
"13900","0.014959674328565598","0.014959674328565598","0.014959674328565598"
"14000","0.014582444913685322","0.014582444913685322","0.014582444913685322"
"14100","0.014360909350216389","0.014360909350216389","0.014360909350216389"
"14200","0.014511851593852043","0.014511851593852043","0.014511851593852043"
"14300","0.014650668017566204","0.014650668017566204","0.014650668017566204"
"14400","0.014363061636686325","0.014363061636686325","0.014363061636686325"
"14500","0.014387722127139568","0.014387722127139568","0.014387722127139568"
"14600","0.014557435177266598","0.014557435177266598","0.014557435177266598"
"14700","0.014505431056022644","0.014505431056022644","0.014505431056022644"
"14800","0.014257465489208698","0.014257465489208698","0.014257465489208698"
"14900","0.014767157845199108","0.014767157845199108","0.014767157845199108"
"15000","0.01477614976465702","0.01477614976465702","0.01477614976465702"
"15100","0.01436662208288908","0.01436662208288908","0.01436662208288908"
"15200","0.014370569959282875","0.014370569959282875","0.014370569959282875"
"15300","0.013980326242744923","0.013980326242744923","0.013980326242744923"
"15400","0.014725038781762123","0.014725038781762123","0.014725038781762123"
"15500","0.01399665605276823","0.01399665605276823","0.01399665605276823"
"15600","0.014061562716960907","0.014061562716960907","0.014061562716960907"
"15700","0.014496371150016785","0.014496371150016785","0.014496371150016785"
"15800","0.01428568921983242","0.01428568921983242","0.01428568921983242"
"15900","0.01389820035547018","0.01389820035547018","0.01389820035547018"
"16000","0.013950495049357414","0.013950495049357414","0.013950495049357414"
"16100","0.014434024691581726","0.014434024691581726","0.014434024691581726"
"16200","0.013777871616184711","0.013777871616184711","0.013777871616184711"
"16300","0.013761143200099468","0.013761143200099468","0.013761143200099468"
"16400","0.013692451640963554","0.013692451640963554","0.013692451640963554"
"16500","0.014145328663289547","0.014145328663289547","0.014145328663289547"
"16600","0.01374359242618084","0.01374359242618084","0.01374359242618084"
"16700","0.013634045608341694","0.013634045608341694","0.013634045608341694"
"16800","0.01402238104492426","0.01402238104492426","0.01402238104492426"
"16900","0.013921920210123062","0.013921920210123062","0.013921920210123062"
"17000","0.013874965719878674","0.013874965719878674","0.013874965719878674"
"17100","0.013766090385615826","0.013766090385615826","0.013766090385615826"
"17200","0.013395660556852818","0.013395660556852818","0.013395660556852818"
"17300","0.01357307843863964","0.01357307843863964","0.01357307843863964"
"17400","0.013716199435293674","0.013716199435293674","0.013716199435293674"
"17500","0.013521756045520306","0.013521756045520306","0.013521756045520306"
"17600","0.01354291196912527","0.01354291196912527","0.01354291196912527"
"17700","0.013367918320000172","0.013367918320000172","0.013367918320000172"
"17800","0.013362179510295391","0.013362179510295391","0.013362179510295391"
"17900","0.013720518909394741","0.013720518909394741","0.013720518909394741"
"18000","0.013396993279457092","0.013396993279457092","0.013396993279457092"
"18100","0.01329011656343937","0.01329011656343937","0.01329011656343937"
"18200","0.01340733002871275","0.01340733002871275","0.01340733002871275"
"18300","0.013508278876543045","0.013508278876543045","0.013508278876543045"
"18400","0.013029515743255615","0.013029515743255615","0.013029515743255615"
"18500","0.013747419230639935","0.013747419230639935","0.013747419230639935"
"18600","0.01315021887421608","0.01315021887421608","0.01315021887421608"
"18700","0.013174118474125862","0.013174118474125862","0.013174118474125862"
"18800","0.013179874047636986","0.013179874047636986","0.013179874047636986"
"18900","0.01310504786670208","0.01310504786670208","0.01310504786670208"
"19000","0.013252128846943378","0.013252128846943378","0.013252128846943378"
"19100","0.013010570779442787","0.013010570779442787","0.013010570779442787"
"19200","0.013020824640989304","0.013020824640989304","0.013020824640989304"
"19300","0.01246329303830862","0.01246329303830862","0.01246329303830862"
"19400","0.012814067304134369","0.012814067304134369","0.012814067304134369"
"19500","0.013327945955097675","0.013327945955097675","0.013327945955097675"
"19600","0.013055684044957161","0.013055684044957161","0.013055684044957161"
"19700","0.012681822292506695","0.012681822292506695","0.012681822292506695"
"19800","0.012918908149003983","0.012918908149003983","0.012918908149003983"
"19900","0.013139806687831879","0.013139806687831879","0.013139806687831879"
"20000","0.012685795314610004","0.012685795314610004","0.012685795314610004"
"20100","0.012561948038637638","0.012561948038637638","0.012561948038637638"
"20200","0.012551077641546726","0.012551077641546726","0.012551077641546726"
"20300","0.012853850610554218","0.012853850610554218","0.012853850610554218"
"20400","0.012653503566980362","0.012653503566980362","0.012653503566980362"
"20500","0.012711522169411182","0.012711522169411182","0.012711522169411182"
"20600","0.01245962269604206","0.01245962269604206","0.01245962269604206"
"20700","0.012678425759077072","0.012678425759077072","0.012678425759077072"
"20800","0.012822102755308151","0.012822102755308151","0.012822102755308151"
"20900","0.012325627729296684","0.012325627729296684","0.012325627729296684"
"21000","0.012562243267893791","0.012562243267893791","0.012562243267893791"
"21100","0.012374220415949821","0.012374220415949821","0.012374220415949821"
"21200","0.012074322439730167","0.012074322439730167","0.012074322439730167"
"21300","0.012124059721827507","0.012124059721827507","0.012124059721827507"
"21400","0.012591504491865635","0.012591504491865635","0.012591504491865635"
"21500","0.01267690397799015","0.01267690397799015","0.01267690397799015"
"21600","0.012630037032067776","0.012630037032067776","0.012630037032067776"
"21700","0.01227360125631094","0.01227360125631094","0.01227360125631094"
"21800","0.01216872688382864","0.01216872688382864","0.01216872688382864"
"21900","0.012298948131501675","0.012298948131501675","0.012298948131501675"
"22000","0.012355358339846134","0.012355358339846134","0.012355358339846134"
"22100","0.01249525137245655","0.01249525137245655","0.01249525137245655"
"22200","0.012122404761612415","0.012122404761612415","0.012122404761612415"
"22300","0.012601224705576897","0.012601224705576897","0.012601224705576897"
"22400","0.01226538885384798","0.01226538885384798","0.01226538885384798"
"22500","0.01223954651504755","0.01223954651504755","0.01223954651504755"
"22600","0.012035323306918144","0.012035323306918144","0.012035323306918144"
"22700","0.012140598148107529","0.012140598148107529","0.012140598148107529"
"22800","0.012391435913741589","0.012391435913741589","0.012391435913741589"
"22900","0.012114367447793484","0.012114367447793484","0.012114367447793484"
"23000","0.01234499178826809","0.01234499178826809","0.01234499178826809"
"23100","0.011938926763832569","0.011938926763832569","0.011938926763832569"
"23200","0.012124702334403992","0.012124702334403992","0.012124702334403992"
"23300","0.012306447140872478","0.012306447140872478","0.012306447140872478"
"23400","0.0120049137622118","0.0120049137622118","0.0120049137622118"
"23500","0.012156413868069649","0.012156413868069649","0.012156413868069649"
"23600","0.01221063919365406","0.01221063919365406","0.01221063919365406"
"23700","0.011911991983652115","0.011911991983652115","0.011911991983652115"
"23800","0.01194656454026699","0.01194656454026699","0.01194656454026699"
"23900","0.01202143169939518","0.01202143169939518","0.01202143169939518"
"24000","0.011473095044493675","0.011473095044493675","0.011473095044493675"
"24100","0.011681439355015755","0.011681439355015755","0.011681439355015755"
"24200","0.011743012815713882","0.011743012815713882","0.011743012815713882"
"24300","0.011802274733781815","0.011802274733781815","0.011802274733781815"
"24400","0.011595092713832855","0.011595092713832855","0.011595092713832855"
"24500","0.011675655841827393","0.011675655841827393","0.011675655841827393"
"24600","0.012039292603731155","0.012039292603731155","0.012039292603731155"
"24700","0.011704234406352043","0.011704234406352043","0.011704234406352043"
"24800","0.011952625587582588","0.011952625587582588","0.011952625587582588"
"24900","0.01175194326788187","0.01175194326788187","0.01175194326788187"
"25000","0.011681465432047844","0.011681465432047844","0.011681465432047844"
"25100","0.011885310523211956","0.011885310523211956","0.011885310523211956"
"25200","0.011645711027085781","0.011645711027085781","0.011645711027085781"
"25300","0.011871270835399628","0.011871270835399628","0.011871270835399628"
"25400","0.01157134398818016","0.01157134398818016","0.01157134398818016"
"25500","0.011460024863481522","0.011460024863481522","0.011460024863481522"
"25600","0.011390391737222672","0.011390391737222672","0.011390391737222672"
"25700","0.011763623915612698","0.011763623915612698","0.011763623915612698"
"25800","0.011400771327316761","0.011400771327316761","0.011400771327316761"
"25900","0.01154472678899765","0.01154472678899765","0.01154472678899765"
"26000","0.01165605615824461","0.01165605615824461","0.01165605615824461"
"26100","0.011365419253706932","0.011365419253706932","0.011365419253706932"
"26200","0.011999971233308315","0.011999971233308315","0.011999971233308315"
"26300","0.011510670185089111","0.011510670185089111","0.011510670185089111"
"26400","0.011858518235385418","0.011858518235385418","0.011858518235385418"
"26500","0.01101295929402113","0.01101295929402113","0.01101295929402113"
"26600","0.011458105407655239","0.011458105407655239","0.011458105407655239"
"26700","0.011411456391215324","0.011411456391215324","0.011411456391215324"
"26800","0.011521448381245136","0.011521448381245136","0.011521448381245136"
"26900","0.011381720192730427","0.011381720192730427","0.011381720192730427"
"27000","0.01135134045034647","0.01135134045034647","0.01135134045034647"
"27100","0.011241338215768337","0.011241338215768337","0.011241338215768337"
"27200","0.011291810311377048","0.011291810311377048","0.011291810311377048"
"27300","0.01146648358553648","0.01146648358553648","0.01146648358553648"
"27400","0.011419284157454967","0.011419284157454967","0.011419284157454967"
"27500","0.01111355796456337","0.01111355796456337","0.01111355796456337"
"27600","0.01117236353456974","0.01117236353456974","0.01117236353456974"
"27700","0.011082202196121216","0.011082202196121216","0.011082202196121216"
"27800","0.011217450723052025","0.011217450723052025","0.011217450723052025"
"27900","0.01138696726411581","0.01138696726411581","0.01138696726411581"
"28000","0.011428449302911758","0.011428449302911758","0.011428449302911758"
"28100","0.011136184446513653","0.011136184446513653","0.011136184446513653"
"28200","0.011535420082509518","0.011535420082509518","0.011535420082509518"
"28300","0.011447085998952389","0.011447085998952389","0.011447085998952389"
"28400","0.01168487872928381","0.01168487872928381","0.01168487872928381"
"28500","0.011188643053174019","0.011188643053174019","0.011188643053174019"
"28600","0.011342785321176052","0.011342785321176052","0.011342785321176052"
"28700","0.011766643263399601","0.011766643263399601","0.011766643263399601"
"28800","0.011299087665975094","0.011299087665975094","0.011299087665975094"
"28900","0.011352556757628918","0.011352556757628918","0.011352556757628918"
"29000","0.01146687287837267","0.01146687287837267","0.01146687287837267"
"29100","0.010907926596701145","0.010907926596701145","0.010907926596701145"
"29200","0.011227375827729702","0.011227375827729702","0.011227375827729702"
"29300","0.010933811776340008","0.010933811776340008","0.010933811776340008"
"29400","0.011082167737185955","0.011082167737185955","0.011082167737185955"
"29500","0.010967371985316277","0.010967371985316277","0.010967371985316277"
"29600","0.011320610530674458","0.011320610530674458","0.011320610530674458"
"29700","0.011546685360372066","0.011546685360372066","0.011546685360372066"
"29800","0.011256787925958633","0.011256787925958633","0.011256787925958633"
"29900","0.011215959675610065","0.011215959675610065","0.011215959675610065"
"30000","0.0110904760658741","0.0110904760658741","0.0110904760658741"
"30100","0.010888425633311272","0.010888425633311272","0.010888425633311272"
"30200","0.01108856312930584","0.01108856312930584","0.01108856312930584"
"30300","0.011151903308928013","0.011151903308928013","0.011151903308928013"
"30400","0.011515832506120205","0.011515832506120205","0.011515832506120205"
"30500","0.011193649843335152","0.011193649843335152","0.011193649843335152"
"30600","0.011172018013894558","0.011172018013894558","0.011172018013894558"
"30700","0.011524702422320843","0.011524702422320843","0.011524702422320843"
"30800","0.011494445614516735","0.011494445614516735","0.011494445614516735"
"30900","0.011355996131896973","0.011355996131896973","0.011355996131896973"
"31000","0.011235148645937443","0.011235148645937443","0.011235148645937443"
"31100","0.01110895350575447","0.01110895350575447","0.01110895350575447"
"31200","0.011537796817719936","0.011537796817719936","0.011537796817719936"
"31300","0.011593449860811234","0.011593449860811234","0.011593449860811234"
"31400","0.011249489150941372","0.011249489150941372","0.011249489150941372"
"31500","0.011410361155867577","0.011410361155867577","0.011410361155867577"
"31600","0.011185371316969395","0.011185371316969395","0.011185371316969395"
"31700","0.01112780999392271","0.01112780999392271","0.01112780999392271"
"31800","0.010973974131047726","0.010973974131047726","0.010973974131047726"
"31900","0.010916178114712238","0.010916178114712238","0.010916178114712238"
"32000","0.011287500150501728","0.011287500150501728","0.011287500150501728"
"32100","0.011158289387822151","0.011158289387822151","0.011158289387822151"
"32200","0.011113433167338371","0.011113433167338371","0.011113433167338371"
"32300","0.011382043361663818","0.011382043361663818","0.011382043361663818"
"32400","0.011317135766148567","0.011317135766148567","0.011317135766148567"
"32500","0.011184869334101677","0.011184869334101677","0.011184869334101677"
"32600","0.011019375175237656","0.011019375175237656","0.011019375175237656"
"32700","0.01140526495873928","0.01140526495873928","0.01140526495873928"
"32800","0.011359800584614277","0.011359800584614277","0.011359800584614277"
"32900","0.011095263995230198","0.011095263995230198","0.011095263995230198"
"33000","0.011365129612386227","0.011365129612386227","0.011365129612386227"
"33100","0.011150297708809376","0.011150297708809376","0.011150297708809376"
"33200","0.010974671691656113","0.010974671691656113","0.010974671691656113"
"33300","0.011210777796804905","0.011210777796804905","0.011210777796804905"
"33400","0.011085770092904568","0.011085770092904568","0.011085770092904568"
"33500","0.0110728545114398","0.0110728545114398","0.0110728545114398"
"33600","0.011117510497570038","0.011117510497570038","0.011117510497570038"
"33700","0.011074974201619625","0.011074974201619625","0.011074974201619625"
"33800","0.011060748249292374","0.011060748249292374","0.011060748249292374"
"33900","0.011305495165288448","0.011305495165288448","0.011305495165288448"
"34000","0.011176331900060177","0.011176331900060177","0.011176331900060177"
"34100","0.011549068614840508","0.011549068614840508","0.011549068614840508"
"34200","0.011156290769577026","0.011156290769577026","0.011156290769577026"
"34300","0.010701403021812439","0.010701403021812439","0.010701403021812439"
"34400","0.011145093478262424","0.011145093478262424","0.011145093478262424"
"34500","0.010923530906438828","0.010923530906438828","0.010923530906438828"
"34600","0.01099802739918232","0.01099802739918232","0.01099802739918232"
"34700","0.011277744546532631","0.011277744546532631","0.011277744546532631"
"34800","0.011170853860676289","0.011170853860676289","0.011170853860676289"
"34900","0.010949166491627693","0.010949166491627693","0.010949166491627693"
"35000","0.011064087972044945","0.011064087972044945","0.011064087972044945"
"35100","0.010897385887801647","0.010897385887801647","0.010897385887801647"
"35200","0.010827550664544106","0.010827550664544106","0.010827550664544106"
"35300","0.010865416377782822","0.010865416377782822","0.010865416377782822"
"35400","0.01119273528456688","0.01119273528456688","0.01119273528456688"
"35500","0.010788449086248875","0.010788449086248875","0.010788449086248875"
"35600","0.010864789597690105","0.010864789597690105","0.010864789597690105"
"35700","0.010726346634328365","0.010726346634328365","0.010726346634328365"
"35800","0.01081316452473402","0.01081316452473402","0.01081316452473402"
"35900","0.010731854476034641","0.010731854476034641","0.010731854476034641"
"36000","0.011123244650661945","0.011123244650661945","0.011123244650661945"
"36100","0.010964530520141125","0.010964530520141125","0.010964530520141125"
"36200","0.011080733500421047","0.011080733500421047","0.011080733500421047"
"36300","0.010779067873954773","0.010779067873954773","0.010779067873954773"
"36400","0.011100067757070065","0.011100067757070065","0.011100067757070065"
"36500","0.01112676877528429","0.01112676877528429","0.01112676877528429"
"36600","0.011217660270631313","0.011217660270631313","0.011217660270631313"
"36700","0.011072270572185516","0.011072270572185516","0.011072270572185516"
"36800","0.011018604971468449","0.011018604971468449","0.011018604971468449"
"36900","0.010999159887433052","0.010999159887433052","0.010999159887433052"
"37000","0.010837679728865623","0.010837679728865623","0.010837679728865623"
"37100","0.011173178441822529","0.011173178441822529","0.011173178441822529"
"37200","0.011189269833266735","0.011189269833266735","0.011189269833266735"
"37300","0.011050019413232803","0.011050019413232803","0.011050019413232803"
"37400","0.01085925754159689","0.01085925754159689","0.01085925754159689"
"37500","0.01093133445829153","0.01093133445829153","0.01093133445829153"
"37600","0.01102885976433754","0.01102885976433754","0.01102885976433754"
"37700","0.010684574954211712","0.010684574954211712","0.010684574954211712"
"37800","0.010871896520256996","0.010871896520256996","0.010871896520256996"
"37900","0.011008348315954208","0.011008348315954208","0.011008348315954208"
"38000","0.010980107821524143","0.010980107821524143","0.010980107821524143"
"38100","0.011109602637588978","0.011109602637588978","0.011109602637588978"
"38200","0.010822264477610588","0.010822264477610588","0.010822264477610588"
"38300","0.010873718187212944","0.010873718187212944","0.010873718187212944"
"38400","0.010725544765591621","0.010725544765591621","0.010725544765591621"
"38500","0.010908029042184353","0.010908029042184353","0.010908029042184353"
"38600","0.01117751095443964","0.01117751095443964","0.01117751095443964"
"38700","0.011184577830135822","0.011184577830135822","0.011184577830135822"
"38800","0.010889203287661076","0.010889203287661076","0.010889203287661076"
"38900","0.011105780489742756","0.011105780489742756","0.011105780489742756"
"39000","0.011020666919648647","0.011020666919648647","0.011020666919648647"
"39100","0.010821654461324215","0.010821654461324215","0.010821654461324215"
