#{"t_start": 1734416356.5535643, "env_id": "None"}
r,l,t
-714.084355,1000,38311.882278
-620.058748,1000,38332.834542
-2967.188294,1000,38353.88934
-660.617229,1000,38374.150584
-629.14896,1000,38639.402881
-632.570119,1000,38659.921406
-664.85334,1000,38681.303994
-650.494904,1000,38701.35806
-701.991549,1000,38721.684751
-646.912151,1000,38987.210814
-643.510992,1000,39007.573575
-29488.948201,1000,39028.519244
-919.26451,1000,39048.896227
-1125.906757,1000,39070.087969
-673.980618,1000,39346.826771
-3334.692649,1000,39364.003638
-60801.310871,1000,39386.249422
-662.608797,1000,39408.078792
-654.399866,1000,39430.279829
-645.343464,1000,39712.014366
-67700.591049,1000,39733.244814
-654.150293,1000,39755.483004
-609.416508,1000,39776.688306
-617.564018,1000,39797.806268
-665.487944,1000,40079.171069
-611.331376,1000,40099.35339
-722.183884,1000,40120.663873
-650.056973,1000,40142.539151
-660.995507,1000,40165.161968
-661.728183,1000,40439.020001
-3650.684981,1000,40460.585281
-709.883989,1000,40481.395391
-667.879526,1000,40504.862461
-670.067872,1000,40528.505341
-5475.513634,1000,19815.605535
-2177.436735,1000,19840.163359
-4675.431433,1000,19865.329053
-9780.090015,1000,19890.307003
-4022.846967,1000,19915.618303
-2279.278221,1000,19940.136516
-788.032985,1000,19965.156429
-3628.639373,1000,19985.998781
-11989.719458,1000,20010.030576
-4113.222589,1000,20030.81325
-952.763591,1000,20165.094108
-52315.851182,1000,20189.639965
-14040.815502,1000,20214.629666
-12180.021462,1000,20239.500402
-18303.104832,1000,20264.952936
-701.293277,1000,20291.479314
-1311.854537,1000,20319.140092
-3617.955265,1000,20344.231453
-777.784786,1000,20369.456413
-16878.343517,1000,20394.170711
-19931.546068,1000,20525.975102
-19753.741474,1000,20551.146486
-31776.361792,1000,20575.64666
-14131.335631,1000,20601.88724
-6494.621784,1000,20627.240388
-7758.848395,1000,20651.982664
-9040.233389,1000,20675.957071
-12315.944979,1000,20700.506468
-1736.076625,1000,20726.825691
-12434.077879,1000,20751.681016
-1728.657589,1000,20882.241381
-3738.285932,1000,20907.004498
-13626.241761,1000,20931.621035
-86433.048623,1000,20956.328986
-18043.030551,1000,20981.46054
-22647.98448,1000,21004.898134
-932.950543,1000,21030.020158
-42690.566518,1000,21054.312349
-2971.885242,1000,21079.056269
-37984.573636,1000,21103.49052
-31162.037752,1000,21229.605318
-43382.986051,1000,21254.169332
-56235.303208,1000,21278.952731
-49373.039385,1000,21303.34171
-41329.301949,1000,21327.751257
-6561.528623,1000,21352.476954
-24911.80704,1000,21376.47761
-2223.882123,1000,21400.684983
-54955.839718,1000,21424.684196
-24684.509813,1000,21448.136519
-43235.105518,1000,21576.462444
-26409.233137,1000,21600.405821
-31443.506299,1000,21626.169551
-7776.891148,1000,21650.513812
-39412.988174,1000,21675.246908
