gripper_x,gripper_y,gripper_z,closest_x,closest_y,closest_z,collision_penalty,total_reward,num_achieved_subgoals,done,timestep,episode
0.24082488330800458,0.5422752298201045,0.7933206009956466,0.14387844613638576,0.38788042716372806,0.821967891461696,-1000.0,-0.7230388485526602,0,False,27300,59
-0.008356896794824993,-0.06030645875444895,1.1558806769807266,-0.060923234942105456,-0.127197687131646,0.8259678185927278,-915.1199195063914,-0.5982770686485133,0,False,28100,61
-0.008356896794824993,-0.06030645875444895,1.1558806769807266,-0.042491407680527234,-0.1155477734626814,0.8398077958623674,-1000.0,-0.5982770686485133,0,False,28100,61
-0.13330470102128425,0.015030564538380142,0.9825821953168679,-0.16469697140638845,-0.09699567170918202,0.8460798929032525,0,-0.5744812053159882,0,False,28300,61
-0.5403462084868489,0.11363450748844245,1.1281789867128038,-0.4022840508822489,0.24751011215789398,0.8376048931801965,0,-0.7087769308504103,0,False,30700,66
-0.26069773809664176,0.3310658475944431,1.295518184679651,-0.3033714771103222,0.11982427836815884,0.8413546890382644,-49.55544244275847,-0.715556900619712,0,False,31600,68
-0.31510992176435637,0.11515360314203608,0.8921562143441071,-0.33388062749580893,0.1833366726186379,0.8251823017338973,-1000.0,-0.6240319323471706,0,False,33300,72
0.11726243763514468,0.10826966607890773,1.133228452555982,-0.01014599863311781,0.03669404250652013,0.8273754137328873,-355.8320157571739,-0.6189279848847968,0,False,35800,77
0.11726243763514468,0.10826966607890773,1.133228452555982,-0.011981704168816689,-0.030843947318377182,0.8537045768245248,-54.31045146614091,-0.6189279848847968,0,False,35800,77
-0.16989704779085518,-0.0024930633746478165,0.8771558935832222,-0.13877260945059836,-0.03607594970166017,0.8496682514254763,0,-0.5627916943480412,0,False,47100,103
-0.16379483886608912,-0.196113906440955,1.0855861124386326,-0.16112555731029454,-0.41485224079148475,0.8460086854182592,0,-0.596737129196816,0,False,51100,112
-0.08917449031254338,-0.17495526306237713,0.8721011621751456,-0.14900793128730203,-0.21832650203349926,0.847927546555376,0,-0.5392993873892045,0,False,51400,112
-0.10695539130966246,-0.11184072488083216,0.8693803909242803,-0.15586363815754992,-0.11765347847341767,0.8279627892135968,-158.5156306604281,-0.5363280313349956,0,False,51500,112
-0.08051781674896044,0.013084212737499157,0.878964626570102,-0.12156430014355976,-0.004809976321581231,0.8313286996068739,-116.92533506640551,-0.5452775076915957,0,False,51700,112
-0.10563408242420244,-0.03614321453995911,0.8678650997357414,-0.15626065315809332,-0.05127964359722255,0.8306276297152451,-123.6845150470259,-0.5396920989801762,0,False,51800,112
-0.09307523403685752,-0.08183084303475216,0.8898122822570204,-0.14747603903064194,-0.07935207796780998,0.8419953404568147,-63.84244581418389,-0.5325425830305797,0,False,51900,112
-0.015208351783730284,-0.40969433013147755,1.1635492680305586,-0.15365419685764095,-0.40324455951737453,0.8368388090621801,0,-0.6406752600545202,0,False,55900,121
-0.2931444282866525,-0.06698899067984629,0.8424334749491866,-0.3170552906298078,-0.03555353515735695,0.8348240951463844,-91.88870724832923,-0.5907709823397204,0,False,58300,127
-0.2675500191750466,0.342847272200827,0.9198509620760653,-0.13225669992297878,0.27944945235984703,0.8474448848449496,0,-0.6690343762442639,0,False,61300,134
-0.5006060419950927,-0.48100139596946145,0.8286785163309506,-0.3467165925338664,-0.416635582125841,0.8140702417958028,-47.66666183818205,-0.7038509959476572,0,False,62100,136
0.3815972574004655,0.2975361624669455,0.8666821512737312,0.3082934726839356,0.27491110450260536,0.8207636039814885,-1000.0,-0.6779310269216411,0,False,63200,138
-0.4147223325755751,-0.23129658028143674,0.7632321371517514,-0.4145271908608672,-0.26152085645770395,0.798823134934348,-50.37003972164408,-0.6434117185722618,0,False,65400,143
-0.42931120192454064,-0.26645810579545737,0.8650301005878299,-0.38817412770561144,-0.3231486926828263,0.8226550235348428,-475.4123217065248,-0.6469901185558161,0,False,65700,143
-0.15783303285117228,-0.7483015575491536,0.7887926124484135,-0.4021259959413019,-0.3923303504530048,0.8202442335893889,-110.71840946262525,-0.7111072755362349,0,False,65900,143
-0.2419876136311521,-0.38803302734723494,1.1852664677953086,-0.2260648169646768,-0.41141431154476377,0.8354462704460024,0,-0.6585138482546123,0,False,66100,145
-0.5243463136439411,-0.7632012322282484,0.6936087231216115,-0.34703570264890515,-0.21377006403158053,0.8246415594577376,-1000.0,-0.7730532115627973,0,False,66700,145
-0.029607581139481597,-0.1769542390943597,1.2278726933791781,-0.32265980029548214,-0.1701476692174849,0.8372783067325622,-63.442787887565956,-0.6213299362225222,0,False,71200,156
-0.11095530174289803,0.29372334091915386,1.1378185057517476,-0.3297832174901346,-0.17759271802778076,0.8229832085339692,-1000.0,-0.6669699163148315,0,False,72100,158
-0.054851407983454684,-0.6475239782191501,1.0865673686504753,-0.3893220497543165,-0.3204974388739844,0.8450287537739134,0,-0.6902540669440009,0,False,74400,162
-0.2733121047100499,-0.6707344998916751,1.055417258164826,-0.2645164544975695,-0.4065955104495795,0.8216429093780192,-73.6187189450527,-0.716789244353731,0,False,74600,162
-0.18278252378462362,-0.2717341721419256,0.8463590771750475,-0.19672679104251642,-0.3013355902404939,0.8312981135098686,-117.20477387884868,-0.5733074306292749,0,False,75800,165
-0.3688851415893684,-0.5427673934089117,0.9724290474909865,-0.2784971571842271,-0.09766645191936113,0.8146080708713198,-1000.0,-0.6916231895606508,0,False,76200,167
-0.3001563857123647,-0.45272227812331556,0.7749562305019541,-0.2930485818353813,-0.40312005514525484,0.8011380044225673,-324.6714493312129,-0.6547460064722789,0,False,76600,167
-0.15932277990124433,-0.1843119789204372,0.8576810721955577,-0.16294933737114556,-0.1266979250555891,0.8421310778891333,-63.4757333980844,-0.5567298988138255,0,False,77100,169
-0.09793428565673908,-0.3404147836449716,0.9913291368927833,-0.1850240578902524,-0.42387143834523516,0.8341177127339098,0,-0.5953478987852845,0,False,80500,176
-0.7050026815435405,0.3975960244305363,1.084412166385509,-0.38198237303499694,0.2733186690912818,0.8388156321195634,-61.5540402522769,-0.7818494904242377,0,False,82600,180
-0.7339076907567369,0.33860801040222477,0.9014630203685057,-0.37927938430680563,0.30792816646981713,0.8271766551277302,-1000.0,-0.775509148848667,0,False,83300,182
-0.5119499301574036,0.7661566109263397,0.6948663019003004,-0.4011046334988188,0.4000081027801743,0.76466599749421,-93.82546541027658,-0.8278327111380241,0,False,85200,187
-0.3823413647499834,-0.5533687918186486,1.0390370747141529,-0.2530106044989808,-0.3931930466995592,0.8206293985866119,-291.17670586250085,-0.7028884970008983,0,False,89400,195
-0.3554622951860976,-0.48382510865787826,1.037490003272174,-0.3702654880804893,-0.23080102122960078,0.8451149913374596,0,-0.679091896268311,0,False,91300,200
-0.607800834460549,0.4301323862484792,1.0258717760787095,-0.38497099529968665,0.3687289296207609,0.8248412937896723,-991.755134198462,-0.7661136567640976,0,False,96200,211
-0.42003129317829957,0.25152903533864107,0.86350283866029,-0.37365170847661894,0.32100965914978197,0.8447808267846042,0,-0.6774287158791692,0,False,96400,211
-0.34988272534166254,-0.7284239361070873,0.8043212634105005,-0.2245468277218329,-0.38044272499680337,0.8251511858046835,-1000.0,-0.735264153940904,0,False,97200,213
-0.5387053174920069,-0.5777387507386507,1.0054196258413421,-0.37519884092212885,-0.3953258860449484,0.8378722251977248,-56.94079716796684,-0.7361580763365274,0,False,97300,213
-0.2555311274398824,-0.11091547441026166,1.1204662364131395,-0.07022094685266911,-0.1726353923228711,0.8477135552502427,0,-0.6154967139107187,0,False,97800,213
-0.2555311274398824,-0.11091547441026166,1.1204662364131395,-0.035429586266829974,-0.16697783567515143,0.8574707671343477,0,-0.6154967139107187,0,False,97800,213
-0.28992953661180054,0.3536552516873597,1.1131943332355376,-0.28260865502261423,0.4008392952537526,0.8257854654983907,-100.47325628460025,-0.692841428164699,0,False,98100,215
-0.5402518902730066,-0.3229483275451386,1.0729413582976697,-0.3717781431434723,-0.27109262598627193,0.8320242737171342,-170.98641324229206,-0.7024225337920509,0,False,99600,217
-0.3092842253809179,-0.37453787629724317,1.1102876766074112,-0.3501793245524442,-0.19726255591920566,0.8250284566128585,-1000.0,-0.660678457543564,0,False,99700,217
0.050940487215243975,0.34032533512216756,1.2024726443494016,-0.28440106313110997,-0.04767801699299827,0.8372885473585274,-71.46340953319528,-0.6848664665236837,0,False,101100,222
-0.2686037137106233,0.23640302601695123,1.1362552998835576,-0.1870271526367089,0.3755246275042525,0.8318382551682947,-529.3126927106683,-0.6672259614265853,0,False,102400,224
-0.4598619048995728,0.41776520678463186,1.1033048631626035,-0.3180524857288791,0.408963489237558,0.8474808388067637,0,-0.737959913436602,0,False,102500,224
-0.2834770118290443,0.5221149922867202,1.1031851199162324,-0.20930547872327335,0.4024895631680346,0.829492673052526,-72.95423420085203,-0.7365153398327611,0,False,102600,224
-0.48771953491140746,0.4848183887169894,1.0857395725577579,-0.3751483256369574,0.42594663474423855,0.8146110541623458,0,-0.7561179787337908,0,False,102700,224
-0.4551617530315727,0.43880168744988,1.051864134913271,-0.2447100202164024,0.40598655363723324,0.8351709875152374,-48.18065112073971,-0.7371527396666829,0,False,102800,224
-0.497807740659922,-0.3700703114226241,1.1263619155644617,-0.3987770435045766,-0.23708322010643418,0.8332528786057795,-73.84618333109846,-0.7042323100538812,0,False,103800,226
-0.5003458933294436,-0.37186834440656635,1.126184542349337,-0.4007055861798291,-0.23886313421826313,0.8324226113954807,-73.35892026625908,-0.7050052304789546,0,False,103900,226
-0.11016737115625516,-0.04501404979047582,1.1444289752879928,-0.28640987576146193,0.1174840489379615,0.8472436555575541,0,-0.6017540383411601,0,False,104100,228
