                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.4997,                 1.1594,                 1.1434,                 0.5141,                0.91008,                0.68376,                0.43496,                 1.2766,                 1.3497,                 1.0626,              0.0013611,              0.0013611,              0.0013611
                     14,                  1.433,                 1.1402,                 1.1299,                0.71521,                0.83302,                0.84002,                0.53557,                 1.2026,                 1.0506,                 1.0578,              0.0013554,              0.0013554,              0.0013554
                     15,                 1.4477,                 1.1566,                 1.0976,                0.74245,                0.72967,                0.81413,                0.53466,                 1.1919,                 1.1683,                 1.0656,              0.0013498,              0.0013498,              0.0013498
                     16,                 1.5098,                 1.0787,                 1.1387,                0.66736,                0.91667,                0.83487,                 0.5162,                 1.2396,                 1.1449,                  1.056,              0.0013441,              0.0013441,              0.0013441
                     17,                 1.5038,                 1.1092,                 1.1537,                0.59631,                0.88988,                 0.7598,                0.50255,                 1.2345,                 1.2571,                 1.0951,              0.0013385,              0.0013385,              0.0013385
                     18,                 1.5118,                 1.0514,                  1.153,                0.77404,                 0.9016,                 0.8839,                0.59032,                 1.1847,                0.96405,                 1.0587,              0.0013328,              0.0013328,              0.0013328
                     19,                   1.33,                0.98113,                 1.1089,                0.62348,                0.96827,                0.81159,                 0.4886,                 1.3574,                 1.1442,                 1.0677,              0.0013271,              0.0013271,              0.0013271
                     20,                 1.4352,                0.95063,                 1.1099,                0.62057,                0.89944,                0.85393,                0.55966,                 1.2405,                 1.0748,                 1.0691,              0.0013215,              0.0013215,              0.0013215
                     21,                 1.4317,                 0.9054,                 1.1097,                0.79109,                0.78282,                0.84428,                0.53782,                 1.1302,                   1.09,                 1.0102,              0.0013158,              0.0013158,              0.0013158
                     22,                 1.3393,                 0.9183,                 1.0997,                0.69028,                0.89463,                0.86728,                0.52856,                 1.1921,                0.96659,                 1.0221,              0.0013102,              0.0013102,              0.0013102
                     23,                 1.3609,                0.87731,                 1.0837,                0.73559,                0.94126,                 0.9263,                0.61697,                 1.1542,                0.84242,                 1.0175,              0.0013045,              0.0013045,              0.0013045
                     24,                 1.4451,                0.87408,                 1.1441,                0.71841,                0.92716,                0.92435,                0.65679,                 1.0998,                0.84189,                0.98838,              0.0012988,              0.0012988,              0.0012988
                     25,                 1.4246,                0.87178,                 1.1173,                0.94869,                0.85301,                0.92699,                0.63342,                 1.1482,                0.81098,                   1.01,              0.0012932,              0.0012932,              0.0012932
                     26,                 1.4186,                0.84354,                 1.0755,                0.74959,                 0.8356,                 0.9232,                0.62404,                 1.1632,                0.92972,                 1.0368,              0.0012875,              0.0012875,              0.0012875
                     27,                 1.3487,                0.80724,                  1.062,                0.88145,                0.89913,                0.94571,                0.66819,                 1.1127,                0.76988,                0.99803,              0.0012819,              0.0012819,              0.0012819
                     28,                 1.3143,                0.80925,                 1.0723,                0.83205,                0.86378,                0.90843,                0.62508,                 1.1263,                0.78429,                0.99017,              0.0012762,              0.0012762,              0.0012762
                     29,                 1.3435,                0.75793,                 1.0853,                0.88034,                0.91667,                0.95339,                0.63571,                 1.1343,                0.77592,                 1.0016,              0.0012706,              0.0012706,              0.0012706
                     30,                 1.3061,                0.72735,                 1.0594,                0.92179,                0.92015,                 0.9611,                0.65666,                  1.135,                0.73435,                0.99269,              0.0012649,              0.0012649,              0.0012649
                     31,                 1.3434,                0.74765,                 1.0423,                0.95568,                0.82357,                0.97214,                0.65516,                 1.2183,                0.77822,                   1.03,              0.0012592,              0.0012592,              0.0012592
                     32,                 1.3065,                 0.8075,                 1.0438,                0.98287,                0.92791,                  0.995,                0.69716,                 1.0971,                0.63049,                0.98438,              0.0012536,              0.0012536,              0.0012536
                     33,                 1.3255,                0.76051,                 1.0656,                0.95272,                0.99583,                  0.995,                0.65666,                 1.1892,                0.60618,                 1.0537,              0.0012479,              0.0012479,              0.0012479
                     34,                 1.2804,                0.69695,                 1.0428,                0.87565,                0.99433,                0.97833,                0.62587,                  1.185,                0.68522,                 1.0498,              0.0012423,              0.0012423,              0.0012423
                     35,                 1.2602,                0.70111,                  1.046,                0.90833,                 0.9891,                0.98574,                0.63807,                 1.1983,                0.63357,                 1.0424,              0.0012366,              0.0012366,              0.0012366
                     36,                 1.2378,                0.71644,                 1.0337,                0.75582,                0.98999,                0.92293,                 0.6087,                 1.2171,                0.74115,                 1.0686,              0.0012309,              0.0012309,              0.0012309
                     37,                 1.3544,                0.71662,                 1.0923,                0.79962,                0.98318,                0.90352,                0.57614,                 1.2594,                0.75218,                  1.058,              0.0012253,              0.0012253,              0.0012253
                     38,                 1.3191,                0.72394,                 1.0707,                0.83848,                0.95614,                0.91049,                0.62727,                 1.1437,                0.74284,                 1.0041,              0.0012196,              0.0012196,              0.0012196
                     39,                  1.251,                0.67112,                 1.0478,                0.87842,                0.90765,                0.90186,                 0.6304,                 1.1371,                0.81282,                 1.0073,               0.001214,               0.001214,               0.001214
                     40,                 1.2946,                0.70173,                 1.0409,                0.84264,                 0.8644,                0.89089,                0.64876,                 1.0983,                0.80942,                0.99375,              0.0012083,              0.0012083,              0.0012083
                     41,                 1.3371,                0.72385,                 1.0734,                0.85752,                0.86981,                 0.8697,                0.60164,                 1.1359,                0.84835,                 1.0253,              0.0012026,              0.0012026,              0.0012026
                     42,                 1.2776,                0.75018,                 1.0484,                0.87001,                0.88889,                0.91949,                0.65156,                 1.0938,                0.77358,                 1.0022,               0.001197,               0.001197,               0.001197
                     43,                 1.3184,                0.71322,                 1.0831,                0.90499,                0.99021,                0.99056,                0.70206,                  1.078,                0.60933,                 1.0074,              0.0011913,              0.0011913,              0.0011913
                     44,                 1.3337,                0.73299,                 1.0757,                0.98128,                0.93939,                0.99056,                0.73796,                 1.0571,                0.59932,                0.97974,              0.0011857,              0.0011857,              0.0011857
                     45,                 1.3506,                0.72314,                  1.062,                0.91988,                0.96006,                0.98611,                0.66684,                 1.1691,                0.66796,                 1.0083,                0.00118,                0.00118,                0.00118
                     46,                  1.272,                0.70336,                 1.0376,                 0.8811,                0.98158,                0.98256,                0.68301,                 1.1548,                0.61846,                0.99907,              0.0011744,              0.0011744,              0.0011744
                     47,                  1.241,                0.68285,                 1.0387,                0.81625,                0.98389,                0.97269,                0.68976,                 1.0745,                0.64946,                0.99603,              0.0011687,              0.0011687,              0.0011687
                     48,                  1.264,                0.66917,                  1.044,                0.97258,                0.85895,                0.97181,                 0.6606,                 1.1676,                0.65914,                 1.0132,               0.001163,               0.001163,               0.001163
                     49,                 1.3332,                0.69292,                 1.0612,                0.93433,                0.88201,                0.97358,                0.68816,                 1.0565,                0.65685,                0.97525,              0.0011574,              0.0011574,              0.0011574
                     50,                 1.2069,                0.67559,                  1.007,                0.89346,                0.88013,                0.93338,                0.68482,                  1.049,                0.70311,                0.98138,              0.0011517,              0.0011517,              0.0011517
                     51,                 1.1959,                0.68672,                 1.0233,                0.89301,                0.87637,                0.94701,                0.69744,                 1.0615,                0.68287,                0.99265,              0.0011461,              0.0011461,              0.0011461
                     52,                 1.1854,                0.67215,                 1.0144,                  0.896,                0.92639,                0.96478,                0.68282,                  1.112,                0.68767,                 1.0028,              0.0011404,              0.0011404,              0.0011404
                     53,                 1.2365,                0.66444,                 1.0396,                0.95149,                0.92244,                0.97056,                0.67364,                 1.1321,                0.67819,                 1.0066,              0.0011347,              0.0011347,              0.0011347
                     54,                 1.2158,                0.68132,                 1.0129,                0.89386,                0.95833,                0.95337,                0.65822,                 1.1305,                0.72153,                 1.0151,              0.0011291,              0.0011291,              0.0011291
                     55,                 1.2015,                0.65589,                 1.0185,                0.89239,                0.85548,                0.94739,                0.67601,                 1.0904,                0.72733,                0.98187,              0.0011234,              0.0011234,              0.0011234
                     56,                 1.1964,                0.61779,                 1.0462,                0.87459,                0.89265,                0.92101,                0.61979,                 1.1528,                0.77771,                 1.0181,              0.0011178,              0.0011178,              0.0011178
                     57,                  1.179,                0.61958,                 1.0132,                 0.9129,                0.92953,                0.93556,                0.67926,                 1.1292,                0.73446,                0.99553,              0.0011121,              0.0011121,              0.0011121
                     58,                 1.2259,                0.63304,                 1.0345,                0.89192,                0.91562,                0.90945,                0.66078,                 1.1406,                0.72924,                 1.0116,              0.0011064,              0.0011064,              0.0011064
                     59,                 1.1893,                 0.6245,                0.98771,                0.90992,                 0.9242,                0.92543,                0.68205,                 1.1036,                0.69731,                0.99968,              0.0011008,              0.0011008,              0.0011008
                     60,                 1.2412,                0.66585,                 1.0075,                0.89623,                0.93071,                0.93206,                0.64464,                 1.1997,                0.76443,                 1.0413,              0.0010951,              0.0010951,              0.0010951
                     61,                 1.1955,                0.60779,                 1.0291,                0.89567,                0.91166,                 0.9202,                0.67204,                 1.1185,                0.75874,                 1.0128,              0.0010895,              0.0010895,              0.0010895
                     62,                 1.2149,                0.64413,                 1.0262,                0.91229,                 0.9249,                0.93743,                0.66564,                 1.1848,                0.74847,                 1.0231,              0.0010838,              0.0010838,              0.0010838
                     63,                 1.2351,                0.67013,                 1.0077,                0.92645,                0.92789,                0.93819,                 0.6545,                 1.1343,                0.69358,                 1.0029,              0.0010782,              0.0010782,              0.0010782
                     64,                 1.1745,                0.64527,                 1.0309,                0.95259,                0.91667,                0.93641,                0.64327,                 1.1432,                0.69668,                 1.0111,              0.0010725,              0.0010725,              0.0010725
                     65,                 1.1273,                0.61532,                0.99086,                0.80021,                0.86664,                0.86495,                0.61973,                 1.0917,                 0.8967,                0.98401,              0.0010668,              0.0010668,              0.0010668
                     66,                 1.1467,                0.71955,                 1.0115,                0.91236,                0.91667,                 0.9216,                0.68892,                 1.0683,                0.67727,                0.95537,              0.0010612,              0.0010612,              0.0010612
                     67,                 1.2131,                 0.6567,                 1.0213,                0.94351,                 0.8843,                 0.9613,                0.71016,                 1.0535,                0.64655,                0.97293,              0.0010555,              0.0010555,              0.0010555
                     68,                 1.1827,                0.66668,                 1.0159,                 0.9393,                0.95833,                0.96174,                 0.7266,                 1.0789,                0.60421,                0.98587,              0.0010499,              0.0010499,              0.0010499
                     69,                  1.212,                0.65935,                 1.0419,                0.94267,                0.95833,                0.95332,                0.71307,                 1.1007,                0.62537,                0.98578,              0.0010442,              0.0010442,              0.0010442
                     70,                   1.13,                 0.5695,                0.98229,                0.93755,                0.95833,                0.96263,                0.66694,                 1.2195,                0.64156,                 1.0455,              0.0010385,              0.0010385,              0.0010385
                     71,                 1.1759,                0.62224,                0.98871,                 0.9531,                0.95833,                0.95531,                0.69091,                 1.1635,                0.62773,                 1.0288,              0.0010329,              0.0010329,              0.0010329
                     72,                 1.1146,                0.56174,                0.98136,                0.89365,                0.87534,                0.96392,                0.70709,                 1.0433,                 0.6386,                0.95965,              0.0010272,              0.0010272,              0.0010272
                     73,                 1.2208,                0.61422,                 1.0324,                0.94982,                 0.9223,                0.97241,                0.71103,                  1.082,                0.59756,                0.97743,              0.0010216,              0.0010216,              0.0010216
                     74,                 1.1047,                0.59882,                0.99166,                0.91416,                0.92132,                0.95934,                0.69219,                 1.1341,                0.62645,                 1.0088,              0.0010159,              0.0010159,              0.0010159
                     75,                 1.1455,                0.58041,                 1.0065,                0.88812,                0.91863,                0.94411,                0.68081,                 1.1179,                0.69224,                0.99308,              0.0010102,              0.0010102,              0.0010102
                     76,                 1.1627,                0.60677,                 0.9966,                0.93634,                0.91954,                0.97648,                0.64821,                 1.2658,                0.65142,                 1.0324,              0.0010046,              0.0010046,              0.0010046
                     77,                 1.1798,                0.61634,                0.99282,                0.95192,                0.92344,                0.97204,                0.66912,                 1.1505,                0.61864,                 1.0106,             0.00099893,             0.00099893,             0.00099893
                     78,                 1.1009,                0.56001,                0.99197,                0.93197,                0.91868,                0.94101,                0.67668,                 1.0758,                 0.6363,                0.97533,             0.00099327,             0.00099327,             0.00099327
                     79,                 1.1506,                0.56415,                  1.001,                0.90155,                0.91888,                0.91962,                0.62605,                 1.2104,                0.69354,                  1.016,             0.00098761,             0.00098761,             0.00098761
                     80,                 1.2183,                0.58957,                 1.0226,                0.90672,                0.91667,                0.93495,                0.62187,                 1.2124,                0.66177,                 1.0439,             0.00098195,             0.00098195,             0.00098195
                     81,                 1.2186,                0.61866,                 1.0475,                0.95208,                0.95833,                0.94724,                0.65753,                    1.1,                0.60255,                 1.0025,             0.00097629,             0.00097629,             0.00097629
                     82,                 1.1463,                0.60131,                0.98246,                0.94433,                0.95833,                0.93339,                0.67253,                 1.1061,                0.59932,                0.99514,             0.00097063,             0.00097063,             0.00097063
                     83,                 1.1585,                0.57424,                 1.0152,                0.95132,                0.95833,                0.94002,                 0.6961,                 1.0696,                0.56582,                0.98138,             0.00096498,             0.00096498,             0.00096498
                     84,                 1.1042,                0.55298,                0.98033,                0.94501,                0.92407,                0.95172,                0.68491,                 1.1123,                0.60988,                0.99464,             0.00095932,             0.00095932,             0.00095932
                     85,                 1.0793,                0.57974,                0.99218,                0.87314,                0.95715,                0.96352,                0.70049,                 1.1556,                0.65649,                 1.0058,             0.00095366,             0.00095366,             0.00095366
                     86,                  1.084,                0.56983,                 1.0007,                 0.9396,                0.92281,                0.98256,                 0.6992,                 1.1487,                0.58399,                 1.0192,               0.000948,               0.000948,               0.000948
                     87,                 1.1119,                0.56352,                0.98175,                0.92268,                0.92195,                0.97774,                0.71995,                 1.0978,                0.55785,                0.98313,             0.00094234,             0.00094234,             0.00094234
                     88,                 1.0735,                 0.5418,                0.98791,                 0.9548,                0.92062,                 0.9733,                0.70192,                 1.1307,                 0.5536,                0.99506,             0.00093668,             0.00093668,             0.00093668
                     89,                 1.0533,                0.56933,                0.96904,                0.93079,                 0.9426,                0.96759,                0.71852,                 1.0435,                0.52205,                0.96911,             0.00093102,             0.00093102,             0.00093102
                     90,                 1.0129,                0.53496,                0.96836,                0.92917,                0.95002,                0.95478,                0.68885,                 1.0991,                0.52394,                0.98358,             0.00092536,             0.00092536,             0.00092536
                     91,                 1.0526,                0.53548,                0.94564,                 0.9008,                0.97864,                0.95815,                0.66302,                 1.1426,                0.55449,                 1.0008,              0.0009197,              0.0009197,              0.0009197
                     92,                 1.1132,                0.54609,                0.97281,                0.94599,                0.92378,                0.96722,                0.69487,                 1.0833,                0.56686,                0.98506,             0.00091405,             0.00091405,             0.00091405
                     93,                  1.039,                 0.5223,                0.96554,                0.92337,                0.92461,                0.96278,                 0.7006,                 1.0314,                0.59639,                0.97146,             0.00090839,             0.00090839,             0.00090839
                     94,                 1.0948,                0.54139,                0.98332,                0.95202,                0.92155,                 0.9537,                0.69542,                 1.0549,                0.55733,                0.97399,             0.00090273,             0.00090273,             0.00090273
                     95,                 1.0448,                 0.5538,                0.96543,                   0.94,                0.96017,                0.95815,                0.67215,                 1.0971,                 0.5611,                0.99355,             0.00089707,             0.00089707,             0.00089707
                     96,                 1.0485,                0.55001,                0.95276,                 0.9498,                 0.9634,                0.96278,                0.68101,                 1.1356,                0.50552,                 1.0106,             0.00089141,             0.00089141,             0.00089141
                     97,                 1.0003,                0.52962,                0.94243,                 0.9555,                0.96172,                0.96722,                0.70387,                 1.1483,                0.55298,                 1.0015,             0.00088575,             0.00088575,             0.00088575
                     98,                   1.04,                0.55884,                0.95741,                 0.9491,                0.93148,                0.95184,                0.68362,                 1.1371,                0.57485,                 1.0073,             0.00088009,             0.00088009,             0.00088009
                     99,                 1.0215,                0.53066,                0.95487,                0.94803,                0.95833,                0.95184,                0.68335,                 1.1948,                0.59532,                  1.047,             0.00087443,             0.00087443,             0.00087443
                    100,                 1.0379,                0.53833,                0.94708,                0.94778,                0.96106,                0.96722,                0.69257,                 1.1515,                0.57508,                 1.0271,             0.00086877,             0.00086877,             0.00086877
                    101,                 1.0247,                0.53599,                0.93588,                0.95063,                0.95833,                0.95631,                0.67897,                 1.1803,                0.58106,                 1.0426,             0.00086312,             0.00086312,             0.00086312
                    102,                 1.0211,                0.53618,                0.94924,                0.94978,                0.95833,                0.93403,                0.66267,                 1.1799,                0.58764,                  1.053,             0.00085746,             0.00085746,             0.00085746
                    103,                 1.1139,                0.54651,                0.98744,                0.94122,                0.95833,                0.96415,                0.68447,                 1.1361,                0.53204,                 1.0158,              0.0008518,              0.0008518,              0.0008518
                    104,                 1.0117,                0.53881,                0.94978,                0.94482,                0.96897,                0.99056,                0.67204,                  1.195,                0.52108,                 1.0175,             0.00084614,             0.00084614,             0.00084614
                    105,                 1.0331,                0.54078,                 0.9613,                0.95628,                0.96262,                  0.995,                 0.6928,                 1.1715,                0.51901,                 1.0131,             0.00084048,             0.00084048,             0.00084048
                    106,                0.96325,                0.53192,                0.93554,                0.95111,                0.96689,                0.98574,                0.72192,                 1.1448,                0.49391,                 1.0018,             0.00083482,             0.00083482,             0.00083482
                    107,                0.99443,                0.49541,                0.94896,                0.93324,                0.96667,                0.96722,                0.70175,                 1.1313,                0.52091,                0.99731,             0.00082916,             0.00082916,             0.00082916
                    108,                0.99037,                0.53305,                0.93681,                0.94745,                 0.9626,                0.97204,                0.70449,                 1.1137,                0.52269,                0.98369,              0.0008235,              0.0008235,              0.0008235
                    109,                 1.0063,                0.51921,                0.94533,                0.95113,                0.96133,                0.97648,                0.71297,                 1.1141,                0.48278,                0.98196,             0.00081785,             0.00081785,             0.00081785
                    110,                 0.9864,                0.48909,                0.94239,                0.95009,                0.96125,                 0.9813,                0.69428,                 1.2077,                0.49954,                 1.0221,             0.00081219,             0.00081219,             0.00081219
                    111,                0.92643,                0.48656,                0.93282,                0.95183,                0.95833,                0.99056,                0.69594,                 1.1694,                0.48262,                 1.0184,             0.00080653,             0.00080653,             0.00080653
                    112,                0.93045,                 0.4666,                0.92893,                0.95512,                0.96139,                0.98574,                0.68244,                 1.2267,                0.51892,                 1.0514,             0.00080087,             0.00080087,             0.00080087
                    113,                0.93711,                0.48886,                0.92173,                0.94895,                0.96135,                0.97648,                0.64258,                 1.3106,                 0.5362,                 1.0824,             0.00079521,             0.00079521,             0.00079521
                    114,                0.96926,                  0.491,                0.94263,                 0.9582,                0.96061,                  0.995,                0.66527,                 1.2315,                0.49968,                 1.0422,             0.00078955,             0.00078955,             0.00078955
                    115,                 0.9957,                0.51365,                0.93397,                0.97918,                0.91877,                  0.987,                0.66817,                 1.1928,                0.51063,                 1.0186,             0.00078389,             0.00078389,             0.00078389
                    116,                0.95807,                0.52214,                0.92299,                0.99587,                0.96265,                  0.995,                0.66521,                 1.2654,                0.49716,                 1.0622,             0.00077823,             0.00077823,             0.00077823
                    117,                0.94318,                0.48879,                0.92961,                0.95725,                0.96292,                  0.995,                0.65843,                 1.2454,                0.52972,                 1.0611,             0.00077257,             0.00077257,             0.00077257
                    118,                0.93566,                0.50997,                0.94688,                0.95482,                0.95833,                0.97204,                0.65102,                 1.2124,                0.55827,                 1.0349,             0.00076692,             0.00076692,             0.00076692
                    119,                0.91807,                0.50719,                0.93184,                0.95143,                0.95833,                0.93415,                0.64683,                 1.1343,                0.54959,                0.99859,             0.00076126,             0.00076126,             0.00076126
                    120,                 0.9451,                 0.4879,                0.92935,                0.95289,                0.95833,                0.93415,                0.66889,                 1.1565,                0.56935,                 1.0123,              0.0007556,              0.0007556,              0.0007556
                    121,                0.94449,                0.51025,                0.92544,                0.95509,                0.95833,                0.94481,                0.64856,                 1.1632,                0.53127,                 1.0236,             0.00074994,             0.00074994,             0.00074994
                    122,                0.93517,                0.48805,                0.93145,                0.95557,                0.96078,                0.95815,                0.67289,                 1.1081,                0.50847,                 1.0045,             0.00074428,             0.00074428,             0.00074428
                    123,                0.94015,                0.48858,                0.92536,                0.95689,                0.96091,                 0.9813,                 0.6878,                 1.1342,                 0.5143,                 1.0131,             0.00073862,             0.00073862,             0.00073862
                    124,                0.95023,                0.48797,                 0.9076,                0.95706,                0.96083,                  0.995,                0.71845,                 1.0804,                 0.4936,                0.98693,             0.00073296,             0.00073296,             0.00073296
                    125,                0.93687,                0.47518,                0.93045,                0.95887,                0.95479,                  0.995,                 0.7202,                 1.0976,                0.47504,                0.98524,              0.0007273,              0.0007273,              0.0007273
                    126,                0.88087,                0.47801,                0.89732,                0.97872,                      1,                  0.995,                0.71716,                 1.1055,                0.45289,                0.98945,             0.00072164,             0.00072164,             0.00072164
                    127,                0.93468,                0.49374,                0.92624,                 0.9894,                      1,                  0.995,                0.68555,                 1.1306,                 0.4293,                 1.0048,             0.00071599,             0.00071599,             0.00071599
                    128,                0.91567,                0.48961,                0.90848,                0.98997,                0.96309,                  0.995,                0.68597,                 1.1353,                0.44599,                0.99757,             0.00071033,             0.00071033,             0.00071033
                    129,                0.95337,                 0.4803,                0.93505,                0.97896,                0.96223,                  0.995,                0.70136,                  1.182,                0.46901,                 1.0145,             0.00070467,             0.00070467,             0.00070467
                    130,                0.87334,                 0.4645,                 0.9011,                0.97618,                0.96152,                  0.995,                0.71447,                 1.1203,                0.45828,                 1.0067,             0.00069901,             0.00069901,             0.00069901
                    131,                0.92584,                0.49648,                0.92046,                0.97313,                0.96094,                  0.995,                0.72936,                 1.0672,                0.46853,                0.98518,             0.00069335,             0.00069335,             0.00069335
                    132,                0.87458,                0.47961,                0.92647,                 0.9552,                0.96118,                0.97648,                0.69958,                 1.1021,                0.49383,                0.99466,             0.00068769,             0.00068769,             0.00068769
                    133,                   0.91,                 0.4762,                0.93297,                0.94582,                0.95833,                0.97204,                0.70836,                 1.0869,                0.48407,                0.99171,             0.00068203,             0.00068203,             0.00068203
                    134,                0.85819,                0.46478,                0.88625,                0.93677,                0.95468,                0.98611,                0.72843,                 1.0663,                0.49236,                0.97634,             0.00067637,             0.00067637,             0.00067637
                    135,                0.85893,                0.46145,                 0.8894,                0.93641,                0.95661,                0.98611,                0.69728,                 1.0764,                0.51152,                0.98248,             0.00067072,             0.00067072,             0.00067072
                    136,                0.82948,                0.45055,                0.92092,                0.94911,                0.96446,                0.99056,                0.69556,                 1.0946,                0.48973,                0.99219,             0.00066506,             0.00066506,             0.00066506
                    137,                0.85402,                0.45281,                 0.8996,                0.94341,                0.96296,                0.99056,                0.68657,                 1.0952,                0.51351,                 0.9961,              0.0006594,              0.0006594,              0.0006594
                    138,                0.83091,                0.44113,                0.90408,                0.93775,                 0.9553,                  0.995,                0.67066,                 1.1453,                0.53073,                 1.0115,             0.00065374,             0.00065374,             0.00065374
                    139,                0.81947,                0.44299,                0.90139,                0.95057,                0.96125,                  0.995,                0.68834,                 1.1488,                 0.4991,                 1.0077,             0.00064808,             0.00064808,             0.00064808
                    140,                0.82091,                 0.4207,                0.88122,                0.93889,                0.97056,                0.98574,                 0.6893,                 1.1437,                0.51786,                 1.0151,             0.00064242,             0.00064242,             0.00064242
                    141,                0.81721,                0.42666,                0.89601,                 0.9229,                0.94913,                 0.9813,                0.68678,                 1.0857,                0.53258,                0.99255,             0.00063676,             0.00063676,             0.00063676
                    142,                0.81565,                 0.4269,                  0.891,                0.94418,                0.95833,                0.96557,                0.70173,                 1.0886,                0.53622,                0.99107,              0.0006311,              0.0006311,              0.0006311
                    143,                0.84283,                0.42562,                0.89266,                0.92788,                0.92288,                0.95389,                0.68153,                 1.1319,                 0.5852,                 1.0074,             0.00062544,             0.00062544,             0.00062544
                    144,                 0.8161,                 0.4316,                0.88991,                0.92452,                0.92146,                0.94481,                0.65036,                 1.1494,                0.61446,                0.98679,             0.00061979,             0.00061979,             0.00061979
