#{"t_start": 1738640811.392041, "env_id": "None"}
r,l,t
-40.350789,13,3395.948164
-311.04027,100,3406.773526
-65.445988,21,3409.084681
-308.810411,100,3422.395609
-307.772789,100,3434.676278
-305.695414,100,3449.42515
-307.890912,100,3459.835064
-309.129298,100,3472.635368
-309.170586,100,3483.957321
-310.892036,100,3493.401546
-312.254254,100,3506.52249
-310.635237,100,3518.181726
-306.941141,100,3530.164222
-308.941758,100,3541.42399
-307.768086,100,3552.084879
-306.248848,100,3565.773776
-311.575499,100,3577.928185
-314.281101,100,3587.389111
-312.516278,100,3597.080674
-314.707166,100,3608.331897
-312.676341,100,3622.073056
-316.88048,100,3632.836431
-310.378895,100,3643.083688
-315.37907,100,3653.133218
-315.236426,100,3664.077979
-310.683434,100,3676.104828
-315.501652,100,3686.847636
-311.565065,100,3696.761306
-311.249635,100,3709.216619
-312.906363,100,3720.26444
-308.748252,100,3731.145437
-313.857023,100,3743.386282
-311.635135,100,3754.766622
-314.05799,100,3763.776154
-308.773772,100,3774.903738
-312.816626,100,3785.084688
-311.818888,100,3798.047152
-310.542041,100,3810.918248
-314.530738,100,3821.375126
-312.789836,100,3832.293641
-313.290766,100,3844.490559
-307.562876,100,3857.749287
-314.358695,100,3870.038846
-307.419476,100,3882.097823
-309.932406,100,3892.803526
-307.62269,100,3904.832595
-311.49075,100,3916.339164
-307.529854,100,3929.82601
-315.213925,100,3940.021685
-311.616567,100,3951.701367
-309.129135,100,3961.443469
-310.082786,100,3972.634449
-309.48228,100,3986.569574
-311.457876,100,3997.109819
-307.515128,100,4008.665398
-309.568734,100,4018.62852
-310.941109,100,4029.375114
-311.183614,100,4091.334557
-312.80172,100,4103.469712
-312.401426,100,4115.046417
-310.85685,100,4126.704359
-310.413736,100,4139.45419
-314.714999,100,4149.528627
-312.06658,100,4163.38174
-312.494021,100,4175.895116
-309.905439,100,4187.072015
-306.891732,100,4198.561347
-308.550059,100,4207.931577
-150.035916,48,4213.185637
-309.349579,100,4227.370043
-308.044754,100,4240.325468
-308.299183,100,4252.146398
-307.873809,100,4264.984367
-309.784292,100,4278.637238
-307.205449,100,4292.36418
-309.039016,100,4304.608447
-308.196835,100,4317.431362
-308.693867,100,4330.095933
-308.94197,100,4344.903579
-308.51301,100,4359.999327
-308.300099,100,4373.886945
-308.162478,100,4389.85449
-308.204784,100,4407.725922
-311.970713,100,4416.609732
-310.056435,100,4429.807122
-306.572962,100,4441.737789
-308.447084,100,4454.784207
-311.395527,100,4466.552803
-308.299678,100,4480.937312
-308.252331,100,4494.050705
-308.158574,100,4507.901094
-309.279097,100,4524.186669
-309.856782,100,4537.18162
-308.370248,100,4552.090797
-309.159049,100,4565.506019
-308.819089,100,4579.596292
-310.282383,100,4593.733089
-308.769264,100,4606.524467
-310.473763,100,4616.582874
-309.16925,100,4628.104342
-309.675109,100,4640.724724
-308.662996,100,4655.336113
-310.78216,100,4667.957331
-310.339814,100,4679.285974
-311.793066,100,4689.828195
-310.4773,100,4701.892174
-310.683825,100,4713.398329
-310.46116,100,4723.87067
-309.000332,100,4736.97683
-311.758563,100,4747.019516
-310.146541,100,4760.160471
-309.434199,100,4773.29418
-310.060291,100,4786.528974
-307.305435,100,4798.733575
-310.83284,100,4810.98856
-311.502711,100,4823.5343
-308.448986,100,4836.763043
-311.870877,100,4847.409161
-309.167223,100,4861.35478
-309.607974,100,4873.40636
-309.810019,100,4888.696507
-103.303625,33,4892.962036
-309.170639,100,4904.308105
-311.04688,100,4915.420306
-310.349774,100,4928.420768
-308.998358,100,4944.046661
-309.908194,100,4955.445708
-309.166004,100,4968.735585
-310.317846,100,4981.540841
-310.181323,100,4992.896184
-310.918346,100,5005.90149
-310.211783,100,5018.059549
-308.79608,100,5033.523576
-310.588604,100,5045.29758
-310.534228,100,5055.529263
-309.600754,100,5068.32282
-310.361601,100,5080.860754
-309.05228,100,5093.577329
-309.57346,100,5105.239332
-310.766388,100,5117.154366
-309.916596,100,5131.169514
-308.323787,100,5144.394023
-310.471441,100,5154.21133
-308.248437,100,5167.273072
-310.358877,100,5181.106086
-310.355095,100,5192.740193
-308.440065,100,5206.077867
-308.401877,100,5220.293849
-309.880253,100,5231.313116
-87.841008,28,5234.49968
-74.103977,24,5238.409512
-308.419877,100,5252.143082
-310.682919,100,5262.824307
-309.736507,100,5273.559028
-308.478888,100,5286.585724
-308.169358,100,5301.147105
-308.775416,100,5315.836109
-307.379336,100,5329.797392
-93.651732,30,5333.120454
-308.551276,100,5344.554843
-308.009755,100,5391.14879
-308.754001,100,5403.159899
-308.871026,100,5416.215244
-307.926682,100,5431.453724
-307.320444,100,5444.888491
-307.809537,100,5456.863774
-308.744189,100,5470.568691
-307.906669,100,5486.242531
-87.633355,28,5489.581342
-309.3526,100,5503.02212
-55.546003,18,5505.067162
-309.46951,100,5515.856991
-307.732582,100,5529.35676
-308.206226,100,5544.003983
-310.397178,100,5554.546986
-309.487517,100,5566.15468
-309.797143,100,5579.596894
-68.45752,22,5582.424383
-309.771066,100,5594.569802
-308.139583,100,5610.558772
-309.560272,100,5624.247001
-308.051026,100,5638.413143
-307.625688,100,5650.685127
-95.92164,31,5654.342662
-77.578992,25,5657.879029
-307.977637,100,5674.829766
-308.553013,100,5688.754442
-61.747845,20,5692.054302
-309.823885,100,5705.058934
-310.698515,100,5716.745312
-62.218831,20,5719.579158
-308.721827,100,5734.31931
-307.723617,100,5750.876975
-71.158369,23,5754.629288
-308.992627,100,5768.418505
-308.210718,100,5785.252263
-308.575865,100,5800.793607
-309.318201,100,5814.505369
-307.88577,100,5827.135639
-309.619149,100,5842.636235
-90.597093,29,5846.314469
-309.281546,100,5858.794115
-309.286525,100,5871.26653
-309.107202,100,5884.702465
-308.980808,100,5898.711022
-308.274722,100,5913.735445
-49.690421,16,5915.34114
-308.171944,100,5928.954268
-311.044903,100,5940.974556
-308.459722,100,5954.055768
-308.149155,100,5969.48494
-74.747947,24,5971.858943
-308.067178,100,5987.10287
-309.70352,100,6000.274637
-308.287072,100,6014.496912
-308.319044,100,6029.814308
-77.927492,25,6032.621692
-308.300369,100,6047.003552
-308.543493,100,6061.340899
-309.908471,100,6073.525234
-61.885181,20,6076.181593
-62.443665,20,6079.32858
-71.54966,23,6082.967007
-309.64278,100,6097.861763
-308.600709,100,6111.818824
-81.391362,26,6114.29728
-77.775993,25,6116.983749
-309.298069,100,6132.169756
-308.32181,100,6148.395614
-64.842709,21,6151.039354
-94.155948,30,6154.287681
-71.331428,23,6156.765921
-97.232123,31,6160.246081
-308.44431,100,6173.598125
-307.881954,100,6187.623689
-308.947453,100,6201.220083
-56.000428,18,6203.918784
-62.31696,20,6206.454848
-80.499253,26,6210.063818
-49.848054,16,6212.13702
-93.66831,30,6215.820855
-307.735313,100,6227.765673
-71.425032,23,6230.046123
-68.175373,22,6232.830528
-52.886598,17,6234.941849
-308.226506,100,6248.891618
-72.003961,23,6251.526403
-309.09666,100,6266.718218
-34.248325,11,6268.526968
-308.526173,100,6281.843037
-309.243981,100,6295.931535
-310.348263,100,6307.532122
-308.637475,100,6323.627464
-307.902236,100,6338.630514
-308.364248,100,6351.66582
-308.543645,100,6364.695664
-309.487047,100,6378.823507
-307.59978,100,6392.580444
-308.311975,100,6406.122601
-307.577043,100,6420.143411
-309.513618,100,6432.900211
-40.525125,13,6434.309244
-308.108317,100,6451.275013
-46.361286,15,6453.279447
-77.671022,25,6456.084297
-49.571563,16,6458.484944
-308.178502,100,6472.033802
-308.84741,100,6486.182662
-306.370841,100,6500.979421
-101.945232,33,6505.376819
-308.793176,100,6517.131468
-309.664319,100,6530.449408
-305.563579,100,6543.780494
-307.884216,100,6555.209093
-78.130775,25,6558.491738
-67.986554,22,6562.132369
-71.581915,23,6564.888404
-61.785135,20,6568.105414
-65.511828,21,6570.857041
-61.976153,20,6573.580316
-94.066746,30,6577.592726
-308.582058,100,6591.384436
-49.967931,16,6592.891239
-62.813991,20,6595.05486
-308.206389,100,6607.967119
-307.600658,100,6624.951228
-306.641801,100,6637.040862
-62.748318,20,6639.017323
-53.064784,17,6640.604985
-58.966059,19,6642.561374
-307.536777,100,6655.774453
-309.037002,100,6668.732938
-81.127455,26,6671.743297
-90.515448,29,6675.157725
-68.180161,22,6679.446473
-99.150943,32,6684.18381
-87.400696,28,6688.101281
-308.177585,100,6699.687324
-56.198443,18,6701.890604
-307.781198,100,6716.273256
-74.307076,24,6719.524162
-77.409255,25,6722.986564
-90.754953,29,6725.964391
-309.362986,100,6741.490702
-90.649864,29,6744.671794
-80.491338,26,6761.631642
-74.228165,24,6764.580465
-84.521475,27,6768.117718
-308.952535,100,6781.801764
-83.642573,27,6784.847022
-308.477573,100,6797.525593
-87.183858,28,6802.179549
-86.627447,28,6805.588361
-99.069815,32,6810.03302
-308.470924,100,6824.201956
-309.737788,100,6837.92364
-74.658493,24,6841.303203
-90.403806,29,6845.038933
-308.255847,100,6860.17614
-308.75701,100,6874.004821
-307.939959,100,6886.560158
-72.23612,23,6889.15163
-308.522163,100,6903.532389
-103.386426,33,6907.026679
-307.620398,100,6921.367652
-52.953752,17,6923.612556
-307.88785,100,6937.373304
-309.397653,100,6949.993311
-307.252094,100,6962.077145
-49.864572,16,6964.131468
-56.112665,18,6966.480228
-87.641547,28,6970.042738
-308.636971,100,6985.242999
-71.661838,23,6987.868585
-307.53281,100,6998.364741
-62.329894,20,7000.425445
-306.55353,100,7013.9384
-307.506129,100,7027.901577
-49.780706,16,7030.249943
-77.889305,25,7033.585538
-40.542558,13,7035.025644
-307.265504,100,7050.27029
-307.737533,100,7064.000086
-307.49473,100,7076.872302
-53.113586,17,7078.597892
-65.640628,21,7081.046277
-74.168387,24,7083.416662
-74.992589,24,7085.815921
-309.283994,100,7096.515438
-308.531586,100,7111.76622
-307.871194,100,7121.932571
-305.845824,100,7135.611563
-307.668409,100,7147.829736
-58.888105,19,7150.530623
-43.55855,14,7152.119227
-55.96361,18,7154.200722
-308.968587,100,7167.796898
-309.063941,100,7180.799088
-309.117225,100,7193.465381
-308.458209,100,7207.490495
-307.553068,100,7220.280591
-71.792322,23,7223.657991
-308.270552,100,7237.707436
-308.050415,100,7252.022713
-307.618839,100,7264.202632
-307.132584,100,7275.704447
-308.217629,100,7292.60338
-309.354019,100,7305.087569
-309.204958,100,7318.163731
-61.907477,20,7320.703856
-310.002616,100,7331.460552
-308.529566,100,7345.752532
-308.208243,100,7357.612773
-53.04709,17,7359.210924
-307.724673,100,7370.446186
-308.453132,100,7380.864311
-308.14468,100,7395.510836
-308.966313,100,7412.109947
-307.860014,100,7423.549407
-309.108008,100,7435.073946
-308.738107,100,7445.938853
-307.660169,100,7457.968573
-307.908634,100,7472.279947
-309.046994,100,7483.027488
-307.059018,100,7494.645117
-308.455244,100,7504.997979
-307.895137,100,7516.319596
-308.270335,100,7531.076709
-309.968574,100,7543.076959
-308.264203,100,7552.696797
-65.588832,21,7555.150842
-308.118718,100,7568.241772
-307.290941,100,7581.151098
-56.039858,18,7583.631347
-308.097549,100,7596.453678
-308.010682,100,7608.04042
-307.275114,100,7619.817687
-309.407783,100,7631.397912
-308.515711,100,7642.911715
-309.364678,100,7655.201082
-309.821441,100,7666.798982
-310.230818,100,7677.76585
-308.067224,100,7689.771676
-307.36449,100,7702.260716
-308.021161,100,7715.310641
-77.64593,25,7718.047323
-308.805175,100,7729.330907
-308.048911,100,7740.654901
-310.403354,100,7751.986896
-308.135116,100,7765.9149
-307.274716,100,7778.32813
-310.456736,100,7790.008658
-309.499129,100,7800.944912
-307.888467,100,7814.003082
-309.464635,100,7826.3165
-87.858611,28,7829.11784
-52.847785,17,7831.570727
-99.656223,32,7835.099914
-307.214715,100,7848.517815
-59.154604,19,7850.532318
-91.336591,29,7853.406521
-307.466453,100,7864.381046
-306.961051,100,7876.099413
-307.594336,100,7888.971705
-55.671874,18,7891.100307
-62.112031,20,7893.760464
-306.590714,100,7906.790486
-58.960571,19,7908.518243
-310.722324,100,7920.693782
-307.353689,100,7934.071702
-308.207602,100,7947.097371
-90.863678,29,7950.458849
-307.814234,100,7963.037521
-309.343498,100,7973.70603
-306.713219,100,7984.771576
-97.299463,31,7987.860469
-309.974714,100,8001.183582
-77.833787,25,8004.270586
-127.101067,41,8009.091882
-305.81259,100,8048.040323
-306.689092,100,8063.276363
-117.636299,38,8067.451619
-310.157439,100,8077.391641
-314.575466,100,8085.751877
-313.954157,100,8094.726614
-318.534449,100,8104.107207
-316.160067,100,8112.256282
-318.053145,100,8124.333381
-315.691994,100,8133.374323
-316.636177,100,8142.176137
-314.608306,100,8152.157737
-316.303125,100,8159.887778
-317.930506,100,8169.343141
-315.12357,100,8179.451823
-317.613605,100,8189.331214
-316.918421,100,8199.079764
-317.478165,100,8208.208308
-318.50321,100,8217.101321
-317.929439,100,8226.070892
-314.972053,100,8235.460076
-316.392486,100,8247.395316
-316.425793,100,8258.053158
-315.896726,100,8266.903472
-315.574218,100,8275.528476
-317.027135,100,8284.421311
-319.028162,100,8293.459164
-318.055185,100,8304.899657
-319.075657,100,8314.553933
-316.839424,100,8323.998332
-316.232854,100,8333.076136
-314.930881,100,8341.688092
-316.244915,100,8349.207339
-314.724205,100,8358.791764
-313.492784,100,8369.755193
-312.126468,100,8379.067998
-315.433884,100,8388.710387
-314.139061,100,8398.013507
-314.317237,100,8407.283499
-315.944207,100,8415.938089
-315.50381,100,8426.808182
-315.767123,100,8437.186965
-311.125812,100,8449.553762
-313.749519,100,8460.187956
-320.940764,100,8470.056314
-314.038028,100,8482.47096
-319.944496,100,8492.250335
-313.83431,100,8500.09736
-311.667965,100,8508.056557
-314.393973,100,8517.45431
-319.989048,100,8525.128688
-318.937046,100,8533.098376
-313.157511,100,8542.784907
-316.915911,100,8552.537305
-316.758026,100,8561.488088
-316.06974,100,8570.921361
-319.001613,100,8578.20661
-317.132946,100,8587.341771
-318.211949,100,8596.411512
-316.30153,100,8607.70408
-317.057844,100,8616.282359
-315.92333,100,8624.323587
-316.831656,100,8632.890069
-315.275883,100,8642.301142
-313.59226,100,8650.875643
-317.965392,100,8661.772184
-312.99469,100,8672.560577
-316.358905,100,8681.544487
-318.397656,100,8689.682055
-315.654826,100,8699.185013
-315.023023,100,8709.761007
-318.021008,100,8721.07809
-317.918896,100,8730.566077
-316.761198,100,8738.927119
-316.86162,100,8748.768397
-316.546103,100,8757.485035
-313.528635,100,8766.384397
-314.672501,100,8775.615938
-316.864282,100,8787.1752
-314.582247,100,8797.213257
-312.04141,100,8807.547949
-312.822602,100,8817.416255
-312.211139,100,8827.845462
-313.722529,100,8839.513397
-315.243985,100,8850.627607
-314.035118,100,8861.258305
-310.180242,100,8870.29246
-310.930167,100,8880.626773
-315.083535,100,8891.169457
-310.787254,100,8903.213856
-316.430376,100,8912.507379
-312.115293,100,8923.016793
-312.548141,100,8933.931086
-315.103244,100,8944.175178
-311.005368,100,8955.865133
-309.095118,100,8969.253727
-314.723543,100,8979.905862
-316.563635,100,8990.520863
-313.581015,100,9000.971713
-310.207928,100,9013.87108
-312.115352,100,9026.18683
-313.167108,100,9091.867716
-313.724427,100,9101.051738
-309.33035,100,9113.872683
-314.644177,100,9124.384249
-310.281389,100,9135.335375
-312.805328,100,9147.296199
-309.229085,100,9160.482888
-313.339686,100,9170.586256
-311.601536,100,9181.980805
-312.778582,100,9191.574682
-309.718592,100,9203.495178
-311.517863,100,9214.793487
-310.108907,100,9227.567498
-309.979412,100,9238.291775
-312.635624,100,9248.110276
-310.605566,100,9260.956089
-309.375751,100,9273.780288
-308.469901,100,9285.270546
-311.409079,100,9295.437027
-311.720065,100,9304.952985
-313.662147,100,9314.667022
-309.493534,100,9328.96277
-308.693312,100,9340.261235
-313.464464,100,9351.360575
-308.823769,100,9362.562073
-310.91231,100,9372.857157
-310.533904,100,9384.673066
-134.160381,43,9389.397895
-314.273374,100,9399.795936
-317.339402,100,9409.962756
-308.314903,100,9421.340912
-313.525191,100,9431.94235
-306.874436,100,9445.338758
-307.05206,100,9458.861352
-308.534973,100,9469.178001
-309.939663,100,9479.563293
-56.296964,18,9481.698767
-308.43854,100,9493.911036
-306.406617,100,9509.141896
-305.279851,100,9522.760932
-309.307808,100,9534.78071
-308.460448,100,9544.501809
-310.412756,100,9555.395652
-308.679334,100,9568.98455
-308.013986,100,9579.550863
-307.434901,100,9593.112935
-308.260387,100,9605.429947
-218.781743,71,9613.343839
-310.645572,100,9625.309198
-306.738546,100,9637.796129
-307.250044,100,9648.812319
-306.164384,100,9659.781738
-307.500869,100,9673.052709
-306.197707,100,9688.046347
-306.243736,100,9700.843999
-307.874797,100,9711.981578
-306.887599,100,9722.722385
-309.707162,100,9734.194808
-307.488681,100,9747.639935
-307.041954,100,9760.026929
-308.871833,100,9771.11928
-307.786479,100,9782.688458
-307.629316,100,9794.37845
-309.930239,100,9807.10965
-307.317944,100,9818.184379
-308.526385,100,9831.06159
-307.059606,100,9842.890293
-307.844047,100,9855.154318
-306.767642,100,9868.103605
-307.463994,100,9880.197614
-306.128784,100,9892.938065
-307.788443,100,9905.025489
-308.972544,100,9918.314984
-308.751211,100,9931.608467
-309.378006,100,9942.248843
-305.831677,100,9954.042232
-309.536479,100,9966.231362
-308.255953,100,9980.362586
-305.01479,100,9994.962946
-307.325467,100,10006.620687
-308.453768,100,10019.296854
-308.72844,100,10030.592416
-309.808629,100,10043.235209
-306.501999,100,10055.923285
-307.555146,100,10066.931703
-309.094548,100,10076.920398
